OBJNR,STAT,INACT
OV000000218300000002,I0002,
OV000000220100000001,I0002,
OV000000220100000002,I0002,
OV000000220200000001,I0002,
OV000000220200000002,I0002,
OV000000222100000001,I0002,
OV000000222100000002,I0002,
OV000000222200000001,I0002,
OV000000222200000002,I0002,
OV000000224100000001,I0002,
OV000000224100000002,I0002,
OV000000224200000001,I0002,
OV000000224200000002,I0002,
OV000000224300000001,I0002,
OV000000224300000002,I0002,
OV000000226100000001,I0002,
OV000000226100000002,I0002,
OV000000204800000001,I0002,
OV000000204800000002,I0002,
OV000000204800000003,I0002,
OV000000204800000004,I0002,
OV000000228100000004,I0002,
OV000000228100000003,I0002,
OV000000228100000002,I0002,
OV000000228100000001,I0002,
OR000001000000,I0002,
OR000001000001,I0002,
OR000001000002,I0002,
OR000001000003,I0002,
OR000001000004,I0002,
OR000001000005,I0002,
OR000001000006,I0002,
OR000001000007,I0002,
OR000001000008,I0002,
OR000001000009,I0002,
OR000001000010,I0002,
OR000001000011,I0002,
OR000001000012,I0002,
OR000001000013,I0002,
OR000001000014,I0002,
OR000001000015,I0002,
OR000001000016,I0002,
OR000001000017,I0002,
OR000001000021,I0002,
OR000001000022,I0002,
OR000001000023,I0002,
OR000001000024,I0002,
OR000001000025,I0002,
OR000001000026,I0002,
OR000001000027,I0002,
OV000000004900000001,I0002,
OV000000004900000002,I0002,
OR000001000028,I0002,
OV000000005000000001,I0002,
OV000000005000000002,I0002,
OR000001000029,I0002,
OV000000005100000001,I0002,
OV000000005100000002,I0002,
OR000001000030,I0002,
OV000000005200000001,I0002,
OV000000005200000002,I0002,
OR000000700000,I0002,
OV000000006100000001,I0002,
OV000000006100000002,I0002,
OV000000006100000003,I0002,
OV000000006100000004,I0002,
OV000000006300000001,I0002,
OV000000006300000002,I0002,
OR000001000040,I0002,
OV000000006200000001,I0002,
OV000000006200000002,I0002,
OV000000006200000003,I0002,
OV000000006200000004,I0002,
OR000001000042,I0002,
OV000000006400000004,I0002,
OV000000006400000003,I0002,
OV000000006400000001,I0002,
OV000000006400000002,I0002,
OR000001000043,I0002,
OV000000006500000004,I0002,
OV000000006500000003,I0002,
OV000000006500000001,I0002,
OV000000006500000002,I0002,
OR000001000044,I0002,
OV000000006600000004,I0002,
OV000000006600000003,I0002,
OV000000006600000001,I0002,
OV000000006600000002,I0002,
OR000001000045,I0002,
OV000000006700000004,I0002,
OV000000006700000003,I0002,
OV000000006700000001,I0002,
OV000000006700000002,I0002,
OR000001000046,I0002,
OV000000006800000001,I0002,
OV000000006800000002,I0002,
OR000000700020,I0002,
OR000000700021,I0002,
OR000001000060,I0002,
OV000000008100000001,I0002,
OR000001000061,I0002,
OV000000008200000001,I0002,
OR000001000062,I0002,
OV000000008300000003,I0002,
OV000000008300000001,I0002,
OV000000008300000002,I0002,
OR000001000080,I0002,
OR000001000100,I0002,
OR000001000140,I0002,
OR000001000160,I0002,
OR000001000161,I0002,
OR000001000162,I0002,
OR000001000163,I0002,
OR000001000164,I0002,
OV000000020500000001,I0002,
OV000000020500000002,I0002,
OR000001000165,I0002,
OV000000020600000001,I0002,
OV000000020600000002,I0002,
OR000001000166,I0002,
OR000001000167,I0002,
OR000001000168,I0002,
OR000001000180,I0002,
OR000001000181,I0002,
OR000001000182,I0002,
OR000001000183,I0002,
OR000001000184,I0002,
OR000001000185,I0002,
OR000001000186,I0002,
OR000001000187,I0002,
OR000001000188,I0002,
OR000001000189,I0002,
OR000001000190,I0002,
OR000001000191,I0002,
OR000001000192,I0002,
OR000001000193,I0002,
OR000001000200,I0002,
OR000001000201,I0002,
OR000001000202,I0002,
OR000001000203,I0002,
OR000001000204,I0002,
OR000001000205,I0002,
OR000001000206,I0002,
OR000001000207,I0002,
OR000001000208,I0002,
OR000000100000,I0002,
OR000000600000,I0002,
OR000000600021,I0002,
OR000001000220,I0002,
OR000001000221,I0002,
OR000001000222,I0002,
OR000001000223,I0002,
OR000001000224,I0002,
OR000001000225,I0002,
OR000001000226,I0002,
OR000001000227,I0002,
OR000001000228,I0002,
OR000001000229,I0002,
OR000001000230,I0002,
OR000001000231,I0002,
OR000001000232,I0002,
OR000001000233,I0002,
OR000001000240,I0002,
OR000001000241,I0002,
OR000001000242,I0002,
OR000001000243,I0002,
OR000001000244,I0002,
OR000001000245,I0002,
OR000001000246,I0002,
OR000001000247,I0002,
OR000001000248,I0002,
OR000001000249,I0002,
OR000001000250,I0002,
OR000001000251,I0002,
OR000001000260,I0002,
OR000001000280,I0002,
OR000001000281,I0002,
OR000001000282,I0002,
OR000001000283,I0002,
OR000001000284,I0002,
OR000001000285,I0002,
OR000001000286,I0002,
OR000001000287,I0002,
OR000001000288,I0002,
OR000001000289,I0002,
OR000001000290,I0002,
OR000001000291,I0002,
OR000001000292,I0002,
OR000001000293,I0002,
OR000001000294,I0002,
OR000001000295,I0002,
OR000001000296,I0002,
OR000001000297,I0002,
OR000001000298,I0002,
OR000001000299,I0002,
OR000001000300,I0002,
OR000001000301,I0002,
OR000001000302,I0002,
OR000001000303,I0002,
OR000001000304,I0002,
OR000001000305,I0002,
OR000001000306,I0002,
OR000001000321,I0002,
OR000001000322,I0002,
OR000001000323,I0002,
OR000000100020,I0002,
OR000001000324,I0002,
OR000000100021,I0002,
OR000000100022,I0002,
OR000001000325,I0002,
OR000001000341,I0002,
OR000001000342,I0002,
OR000001000343,I0002,
OR000001000344,I0002,
OR000001000345,I0002,
OR000001000346,I0002,
OR000001000347,I0002,
OR000001000348,I0002,
OR000001000349,I0002,
OR000001000361,I0002,
OR000001000360,I0002,
OR000001000380,I0002,
OR000001000400,I0002,
OR000001000402,I0002,
OR000000600060,I0002,
OR000000500060,I0002,
OR000000500061,I0002,
OR000001000420,I0002,
OR000001000421,I0002,
OR000001000422,I0002,
OR000001000423,I0002,
OR000001000424,I0002,
OR000001000425,I0002,
OR000001000426,I0002,
OR000001000427,I0002,
OR000001000428,I0002,
OR000000100040,I0002,
OR000000500080,I0002,
OR000000500081,I0002,
OR000000500082,I0002,
OR000000500083,I0002,
OR000001000440,I0002,
OR000001000460,I0002,
OR000001000461,I0002,
OR000001000462,I0002,
OR000001000463,I0002,
OR000001000464,I0002,
OR000001000465,I0002,
OR000001000466,I0002,
OR000001000467,I0002,
OR000001000468,I0002,
OR000001000480,I0002,
OR000001000481,I0002,
OR000001000482,I0002,
OR000001000483,I0002,
OR000001000484,I0002,
OR000001000485,I0002,
OR000001000486,I0002,
OR000001000487,I0002,
OR000001000488,I0002,
OR000001000500,I0002,
OR000001000501,I0002,
OR000001000502,I0002,
OR000001000503,I0002,
OR000001000504,I0002,
OR000001000505,I0002,
OR000001000506,I0002,
OR000001000507,I0002,
OR000001000508,I0002,
OR000001000520,I0002,
OR000001000521,I0002,
OR000001000522,I0002,
OR000001000523,I0002,
OR000001000524,I0002,
OR000001000525,I0002,
OR000001000526,I0002,
OR000001000527,I0002,
OR000001000528,I0002,
OR000001000529,I0002,
OR000001000530,I0002,
OR000001000531,I0002,
OR000001000532,I0002,
OR000001000533,I0002,
OR000001000534,I0002,
OR000001000535,I0002,
OR000001000536,I0002,
OR000001000537,I0002,
OR000001000541,I0002,
OR000001000542,I0002,
OR000001000560,I0002,
OR000001000561,I0002,
OR000001000562,I0002,
OR000001000563,I0002,
OR000001000564,I0002,
OR000001000565,I0002,
OR000001000566,I0002,
OR000001000567,I0002,
OR000001000568,I0002,
OR000001000580,I0002,
OR000001000581,I0002,
OR000001000582,I0002,
OR000001000583,I0002,
OR000001000584,I0002,
OR000001000585,I0002,
OR000001000586,I0002,
OR000001000587,I0002,
OR000001000588,I0002,
OR000001000600,I0002,
OR000001000601,I0002,
OR000001000602,I0002,
OR000001000603,I0002,
OR000001000604,I0002,
OR000001000605,I0002,
OR000001000606,I0002,
OR000001000607,I0002,
OR000001000608,I0002,
OR000001000620,I0002,
OR000001000621,I0002,
OR000001000622,I0002,
OR000001000623,I0002,
OR000001000624,I0002,
OR000001000625,I0002,
OR000001000626,I0002,
OR000001000627,I0002,
OR000001000628,I0002,
OR000001000629,I0002,
OR000001000630,I0002,
OR000001000631,I0002,
OR000001000632,I0002,
OR000001000633,I0002,
OR000001000634,I0002,
OR000001000635,I0002,
OR000001000636,I0002,
OR000001000637,I0002,
OR000001000640,I0002,
OR000001000641,I0002,
OR000001000642,I0002,
OR000001000643,I0002,
OR000001000644,I0002,
OR000001000645,I0002,
OR000001000646,I0002,
OR000001000647,I0002,
OR000001000648,I0002,
OR000001000660,I0002,
OR000001000661,I0002,
OR000001000662,I0002,
OR000001000663,I0002,
OR000001000664,I0002,
OR000001000665,I0002,
OR000001000666,I0002,
OR000001000667,I0002,
OR000001000668,I0002,
OR000001000680,I0002,
OR000001000681,I0002,
OR000001000682,I0002,
OR000001000683,I0002,
OR000001000684,I0002,
OR000001000685,I0002,
OR000001000686,I0002,
OR000001000687,I0002,
OR000001000688,I0002,
OR000001000700,I0002,
OR000001000701,I0002,
OR000001000702,I0002,
OR000001000703,I0002,
OR000001000704,I0002,
OR000001000705,I0002,
OR000001000706,I0002,
OR000001000707,I0002,
OR000001000708,I0002,
OR000001000723,I0002,
OR000001000722,I0002,
OR000001000741,I0002,
OR000001000740,I0002,
OR000001000742,I0002,
OR000001000743,I0002,
OR000001000744,I0002,
OR000001000760,I0002,
OP0000010007610002,I0002,
OP0000010007610001,I0002,
OP0000010007620002,I0002,
OP0000010007620001,I0002,
OR000001000763,I0002,
OP0000010007630002,I0002,
OP0000010007630001,I0002,
OR000001000764,I0002,
OR000001000780,I0002,
OR000001000781,I0002,
OR000001000782,I0002,
OR000001000783,I0002,
OR000001000784,I0002,
OR000001000785,I0002,
OR000001000786,I0002,
OR000001000787,I0002,
OR000001000788,I0002,
OR000001000789,I0002,
OR000001000790,I0002,
OR000001000791,I0002,
OR000001000792,I0002,
OR000001000793,I0002,
OR000001000794,I0002,
OR000001000795,I0002,
OR000001000796,I0002,
OR000001000797,I0002,
OR000001000798,I0002,
OR000001000799,I0002,
OR000001000800,I0002,
OR000001000801,I0002,
OR000001000802,I0002,
OR000001000803,I0002,
OR000001000804,I0002,
OR000001000806,I0002,
OR000001000808,I0002,
OR000001000809,I0002,
OR000001000810,I0002,
OR000001000811,I0002,
OR000001000812,I0002,
OR000001000813,I0002,
OR000001000814,I0002,
OR000001000815,I0002,
OR000001000816,I0002,
OR000001000817,I0002,
OR000001000818,I0002,
OR000001000819,I0002,
OR000001000820,I0002,
OR000001000821,I0002,
OR000001000822,I0002,
OR000001000823,I0002,
OR000001000824,I0002,
OR000001000825,I0002,
OR000001000826,I0002,
OR000001000827,I0002,
OR000001000828,I0002,
OR000001000848,I0002,
OR000001000849,I0002,
OR000001000850,I0002,
OR000001000860,I0002,
OR000001000880,I0002,
OR000001000881,I0002,
OR000001000882,I0002,
OR000001000883,I0002,
OR000001000884,I0002,
OR000001000885,I0002,
OR000001000886,I0002,
OR000001000887,I0002,
OR000001000888,I0002,
OR000001000900,I0002,
OR000001000901,I0002,
OR000001000902,I0002,
OR000001000903,I0002,
OR000001000904,I0002,
OR000001000905,I0002,
OR000001000906,I0002,
OR000001000907,I0002,
OR000001000908,I0002,
OR000001000920,I0002,
OR000001000921,I0002,
OR000001000922,I0002,
OR000001000923,I0002,
OR000001000924,I0002,
OR000001000925,I0002,
OR000001000926,I0002,
OR000001000927,I0002,
OR000001000928,I0002,
OR000001000929,I0002,
OR000001000930,I0002,
OR000001000931,I0002,
OR000001000932,I0002,
OR000001000933,I0002,
OR000001000934,I0002,
OR000001000935,I0002,
OR000001000936,I0002,
OR000001000937,I0002,
OR000001000947,I0002,
OR000001000948,I0002,
OR000001000949,I0002,
OR000001000950,I0002,
OR000001000951,I0002,
OR000001000952,I0002,
OR000001000953,I0002,
OR000001000954,I0002,
OR000001000955,I0002,
OR000001000956,I0002,
OR000001000957,I0002,
OR000001000958,I0002,
OR000001000959,I0002,
OR000001000960,I0002,
OR000001000961,I0002,
OR000001000962,I0002,
OR000001000963,I0002,
OR000001000964,I0002,
OR000000600140,I0002,
OR000001000980,I0002,
OR000001000981,I0002,
OR000001000982,I0002,
OR000001000983,I0002,
OR000001000984,I0002,
OR000001000985,I0002,
OR000001000986,I0002,
OR000001000987,I0002,
OR000001000988,I0002,
OR000000600141,I0002,
OR000000600160,I0002,
OR000001001000,I0002,
OR000001001001,I0002,
OR000001001002,I0002,
OR000001001003,I0002,
OR000001001004,I0002,
OR000001001005,I0002,
OR000001001006,I0002,
OR000001001007,I0002,
OR000001001008,I0002,
OR000001001009,I0002,
OR000001001010,I0002,
OR000001001011,I0002,
OR000001001012,I0002,
OR000001001013,I0002,
OR000001001014,I0002,
OR000001001015,I0002,
OR000001001016,I0002,
OR000001001017,I0002,
OR000001001018,I0002,
OR000001001019,I0002,
OR000001001020,I0002,
OR000001001021,I0002,
OR000001001022,I0002,
OR000001001023,I0002,
OR000001001024,I0002,
OR000001001025,I0002,
OR000001001026,I0002,
OR000001001027,I0002,
OR000001001028,I0002,
OR000001001029,I0002,
OR000001001030,I0002,
OV000000113100000002,I0002,
OR000001001031,I0002,
OV000000113200000001,I0002,
OV000000113200000002,I0002,
OR000001001032,I0002,
OV000000113300000001,I0002,
OV000000113300000002,I0002,
OR000001001033,I0002,
OV000000113400000001,I0002,
OV000000113400000002,I0002,
OR000001001034,I0002,
OV000000113500000001,I0002,
OV000000113500000002,I0002,
OR000001001035,I0002,
OV000000113600000001,I0002,
OV000000113600000002,I0002,
OR000001001040,I0002,
OV000000114100000001,I0002,
OV000000114100000002,I0002,
OR000001001041,I0002,
OV000000114200000001,I0002,
OV000000114200000002,I0002,
OR000001001042,I0002,
OV000000114300000001,I0002,
OV000000114300000002,I0002,
OV000000116100000001,I0002,
OV000000116100000002,I0002,
OV000000116200000001,I0002,
OV000000116200000002,I0002,
OV000000116300000001,I0002,
OV000000116300000002,I0002,
OV000000116400000001,I0002,
OV000000116400000002,I0002,
OV000000116500000001,I0002,
OV000000116500000002,I0002,
OV000000116600000001,I0002,
OV000000116600000002,I0002,
OV000000116700000001,I0002,
OV000000116700000002,I0002,
OV000000116800000001,I0002,
OV000000116800000002,I0002,
OV000000116900000001,I0002,
OV000000116900000002,I0002,
OV000000117000000001,I0002,
OV000000117000000002,I0002,
OV000000118100000001,I0002,
OV000000118100000002,I0002,
OV000000118200000001,I0002,
OV000000118200000002,I0002,
OV000000118300000001,I0002,
OV000000118300000002,I0002,
OV000000118400000001,I0002,
OV000000118400000002,I0002,
OV000000118500000001,I0002,
OV000000118500000002,I0002,
OV000000118600000001,I0002,
OV000000118600000002,I0002,
OV000000118700000001,I0002,
OV000000118700000002,I0002,
OV000000118800000001,I0002,
OV000000118800000002,I0002,
OV000000118900000001,I0002,
OV000000118900000002,I0002,
OV000000119000000001,I0002,
OV000000119000000002,I0002,
OV000000119100000001,I0002,
OV000000119100000002,I0002,
OV000000119200000001,I0002,
OV000000119200000002,I0002,
OV000000119300000001,I0002,
OV000000119300000002,I0002,
OV000000119400000001,I0002,
OV000000119400000002,I0002,
OV000000119500000001,I0002,
OV000000119500000002,I0002,
OV000000119600000001,I0002,
OV000000119600000002,I0002,
OV000000119700000001,I0002,
OV000000119700000002,I0002,
OV000000119800000001,I0002,
OV000000119800000002,I0002,
OV000000120100000001,I0002,
OV000000120100000002,I0002,
OV000000120200000001,I0002,
OV000000120200000002,I0002,
OV000000120300000001,I0002,
OV000000120300000002,I0002,
OV000000122100000001,I0002,
OV000000122100000002,I0002,
OV000000122200000001,I0002,
OV000000122200000002,I0002,
OV000000122300000001,I0002,
OV000000124100000002,I0002,
OV000000124200000001,I0002,
OV000000124200000002,I0002,
OV000000124300000001,I0002,
OV000000124300000002,I0002,
OV000000126400000001,I0002,
OV000000126400000002,I0002,
OV000000126500000001,I0002,
OV000000126500000002,I0002,
OV000000126600000001,I0002,
OV000000126600000002,I0002,
OV000000128100000001,I0002,
OV000000128100000002,I0002,
OV000000128100000003,I0002,
OV000000128100000004,I0002,
OV000000128200000001,I0002,
OV000000128300000001,I0002,
OV000000128400000006,I0002,
OV000000128400000005,I0002,
OV000000130700000002,I0002,
OV000000130800000001,I0002,
OV000000130800000002,I0002,
OV000000130900000001,I0002,
OV000000130900000002,I0002,
OV000000131000000001,I0002,
OV000000131000000002,I0002,
OV000000131100000001,I0002,
OV000000131100000002,I0002,
OV000000134100000001,I0002,
OV000000134100000002,I0002,
OV000000134200000001,I0002,
OV000000134300000001,I0002,
OV000000134800000001,I0002,
OV000000134800000002,I0002,
OV000000134800000003,I0002,
OV000000134800000004,I0002,
OV000000134900000001,I0002,
OV000000134900000002,I0002,
OV000000134900000003,I0002,
OV000000134900000004,I0002,
OV000000134900000005,I0002,
OP0000010012260002,I0002,
OV000000134900000006,I0002,
OP0000010012260001,I0002,
OV000000135000000004,I0002,
OV000000135000000003,I0002,
OV000000135000000001,I0002,
OV000000135000000002,I0002,
OV000000134700000001,I0002,
OV000000134700000002,I0002,
OV000000134700000003,I0002,
OV000000135100000001,I0002,
OV000000135100000002,I0002,
OV000000135100000003,I0002,
OV000000135100000004,I0002,
OV000000135500000001,I0002,
OV000000135600000001,I0002,
OV000000140100000001,I0002,
OV000000140100000002,I0002,
OV000000140200000001,I0002,
OV000000140200000002,I0002,
OV000000140300000001,I0002,
OV000000140300000002,I0002,
OV000000142200000001,I0002,
OV000000142200000002,I0002,
OV000000142300000001,I0002,
OV000000142300000002,I0002,
OV000000144100000001,I0002,
OV000000144100000002,I0002,
OV000000144200000001,I0002,
OV000000144200000002,I0002,
OV000000144300000001,I0002,
OV000000144300000002,I0002,
OV000000142100000001,I0002,
OV000000142100000002,I0002,
OV000000146100000001,I0002,
OV000000146100000002,I0002,
OV000000146200000001,I0002,
OV000000146200000002,I0002,
OV000000146300000001,I0002,
OV000000146300000002,I0002,
OR000000600220,I0002,
OV000000148100000001,I0002,
OV000000148100000002,I0002,
