VBELN,POSNR,MATNR,WERKS,LGORT,LFIMG,VRKME,PSTYV,VGBEL
0080000424,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000000506
0080000425,000010,MZ-FG-M500,1710,171A,3,ST,TAN,0000000507
0080000426,000010,MZ-FG-M500,1710,171A,9,ST,TAN,0000000508
0080000427,000010,MZ-FG-M500,1710,171A,7,ST,TAN,0000000509
0080000428,000010,MZ-FG-M500,1710,171A,25,ST,TAN,0000000510
0080000429,000010,MZ-FG-M525,1710,171A,41,ST,TAN,0000000511
0080000430,000010,MZ-FG-M525,1710,171A,65,ST,TAN,0000000512
0080000431,000010,MZ-FG-M525,1710,171A,21,ST,TAN,0000000513
0080000432,000010,MZ-FG-M525,1710,171A,104,ST,TAN,0000000514
0080000433,000010,MZ-FG-M525,1710,171A,20,ST,TAN,0000000515
0080000434,000010,MZ-FG-M550,1710,171A,8,ST,TAN,0000000516
0080000435,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000000517
0080000436,000010,MZ-FG-M550,1710,171A,12,ST,TAN,0000000518
0080000437,000010,MZ-FG-M550,1710,171A,11,ST,TAN,0000000519
0080000438,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000000520
0080000439,000010,MZ-FG-R100,1710,171A,12,ST,TAN,0000000521
0080000440,000010,MZ-FG-R100,1710,171A,12,ST,TAN,0000000522
0080000441,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000000523
0080000442,000010,MZ-FG-R100,1710,171A,36,ST,TAN,0000000524
0080000443,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000000525
0080000444,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000000526
0080000445,000010,MZ-FG-R200,1710,171A,7,ST,TAN,0000000527
0080000446,000010,MZ-FG-R200,1710,171A,22,ST,TAN,0000000528
0080000447,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000000529
0080000448,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000000530
0080000449,000010,MZ-FG-R300,1710,171A,6,ST,TAN,0000000531
0080000450,000010,MZ-FG-R300,1710,171A,13,ST,TAN,0000000532
0080000451,000010,MZ-FG-R300,1710,171A,30,ST,TAN,0000000533
0080000469,000010,MZ-FG-C900,1710,171A,17,ST,TAN,0000000552
0080000470,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000000553
0080000471,000010,MZ-FG-C900,1710,171A,30,ST,TAN,0000000554
0080000472,000010,MZ-FG-C900,1710,171A,54,ST,TAN,0000000555
0080000473,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000000556
0080000474,000010,MZ-FG-C900,1710,171A,1,ST,TAN,0000000557
0080000475,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000000558
0080000476,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000000559
0080000477,000010,MZ-FG-C950,1710,171A,88,ST,TAN,0000000560
0080000478,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000000561
0080000479,000010,MZ-FG-C950,1710,171A,56,ST,TAN,0000000562
0080000480,000010,MZ-FG-C950,1710,171A,2,ST,TAN,0000000563
0080000481,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000000564
0080000482,000010,MZ-FG-C990,1710,171A,106,ST,TAN,0000000565
0080000483,000010,MZ-FG-C990,1710,171A,173,ST,TAN,0000000566
0080000484,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000000567
0080000485,000010,MZ-FG-C990,1710,171A,33,ST,TAN,0000000568
0080000486,000010,MZ-FG-C990,1710,171A,6,ST,TAN,0000000569
0080000487,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000000570
0080000488,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000000571
0080000489,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000000572
0080000490,000010,MZ-FG-M500,1710,171A,16,ST,TAN,0000000573
0080000491,000010,MZ-FG-M500,1710,171A,21,ST,TAN,0000000574
0080000492,000010,MZ-FG-M525,1710,171A,14,ST,TAN,0000000575
0080000493,000010,MZ-FG-M525,1710,171A,175,ST,TAN,0000000576
0080000494,000010,MZ-FG-M525,1710,171A,70,ST,TAN,0000000577
0080000495,000010,MZ-FG-M525,1710,171A,6,ST,TAN,0000000578
0080000496,000010,MZ-FG-M525,1710,171A,12,ST,TAN,0000000579
0080000497,000010,MZ-FG-M525,1710,171A,19,ST,TAN,0000000580
0080000498,000010,MZ-FG-M550,1710,171A,29,ST,TAN,0000000581
0080000499,000010,MZ-FG-M550,1710,171A,18,ST,TAN,0000000582
0080000500,000010,MZ-FG-M550,1710,171A,12,ST,TAN,0000000583
0080000501,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000000584
0080000502,000010,MZ-FG-R100,1710,171A,17,ST,TAN,0000000585
0080000503,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000000586
0080000504,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000000587
0080000505,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000000588
0080000506,000010,MZ-FG-R100,1710,171A,29,ST,TAN,0000000589
0080000507,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000000590
0080000508,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000000591
0080000509,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000000592
0080000510,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000000593
0080000511,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000000594
0080000512,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000000595
0080000513,000010,MZ-FG-R300,1710,171A,7,ST,TAN,0000000596
0080000514,000010,MZ-FG-R300,1710,171A,5,ST,TAN,0000000597
0080000515,000010,MZ-FG-R300,1710,171A,21,ST,TAN,0000000598
0080000534,000010,FG226,1710,171A,0,ST,CBTA,0000000617
0080000534,900001,FG226,1710,171A,10,ST,CB97,0000000617
0080000542,000010,MZ-FG-C900,1710,171A,30,ST,TAN,0000000630
0080000543,000010,MZ-FG-C900,1710,171A,14,ST,TAN,0000000631
0080000544,000010,MZ-FG-C900,1710,171A,42,ST,TAN,0000000632
0080000545,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000000633
0080000546,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000000634
0080000547,000010,MZ-FG-C900,1710,171A,35,ST,TAN,0000000635
0080000548,000010,MZ-FG-C950,1710,171A,36,ST,TAN,0000000636
0080000549,000010,MZ-FG-C950,1710,171A,9,ST,TAN,0000000637
0080000550,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000000638
0080000551,000010,MZ-FG-C950,1710,171A,2,ST,TAN,0000000639
0080000552,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000000640
0080000553,000010,MZ-FG-C990,1710,171A,24,ST,TAN,0000000641
0080000554,000010,MZ-FG-C990,1710,171A,8,ST,TAN,0000000642
0080000555,000010,MZ-FG-C990,1710,171A,96,ST,TAN,0000000643
0080000556,000010,MZ-FG-C990,1710,171A,32,ST,TAN,0000000644
0080000557,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000000645
0080000558,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000000646
0080000559,000010,MZ-FG-M500,1710,171A,1,ST,TAN,0000000647
0080000560,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000000648
0080000561,000010,MZ-FG-M500,1710,171A,28,ST,TAN,0000000649
0080000562,000010,MZ-FG-M500,1710,171A,19,ST,TAN,0000000650
0080000563,000010,MZ-FG-M500,1710,171A,13,ST,TAN,0000000651
0080000564,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000000652
0080000565,000010,MZ-FG-M525,1710,171A,18,ST,TAN,0000000653
0080000566,000010,MZ-FG-M525,1710,171A,115,ST,TAN,0000000654
0080000567,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000000655
0080000568,000010,MZ-FG-M525,1710,171A,162,ST,TAN,0000000656
0080000569,000010,MZ-FG-M525,1710,171A,48,ST,TAN,0000000657
0080000570,000010,MZ-FG-M525,1710,171A,15,ST,TAN,0000000658
0080000571,000010,MZ-FG-M550,1710,171A,10,ST,TAN,0000000660
0080000572,000010,MZ-FG-M550,1710,171A,6,ST,TAN,0000000661
0080000573,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000000662
0080000574,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000000663
0080000575,000010,MZ-FG-R100,1710,171A,9,ST,TAN,0000000664
0080000576,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000000665
0080000577,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000000666
0080000578,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000000667
0080000579,000010,MZ-FG-R100,1710,171A,24,ST,TAN,0000000668
0080000580,000010,MZ-FG-R200,1710,171A,34,ST,TAN,0000000669
0080000581,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000000670
0080000582,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000000671
0080000583,000010,MZ-FG-R200,1710,171A,10,ST,TAN,0000000672
0080000584,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000000673
0080000585,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000000674
0080000586,000010,MZ-FG-R300,1710,171A,9,ST,TAN,0000000675
0080000587,000010,MZ-FG-R300,1710,171A,4,ST,TAN,0000000676
0080000588,000010,MZ-FG-R300,1710,171A,16,ST,TAN,0000000677
0080000606,000010,TG11,1710,171A,2,ST,CBXN,0000000697
0080000608,000010,TG11,1710,171A,5,ST,TAN,0000000698
0080002013,000010,TG11,1710,171A,0,ST,TAN,0000002329
0080000610,000020,RM14,1710,171C,160,ST,LBN,4500000239
0080000610,000010,RM13,1710,171C,150,ST,LBN,4500000239
0080001438,000010,MZ-FG-R100,1710,171A,74,ST,TAN,0000001577
0080001374,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000001504
0080001378,000010,MZ-FG-M500,1710,171A,31,ST,TAN,0000001508
0080001380,000010,MZ-FG-M500,1710,171A,53,ST,TAN,0000001510
0080001428,000010,MZ-FG-M525,1710,171A,9,ST,TAN,0000001565
0080001436,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000001575
0080001437,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000001576
0080001440,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000001580
0080001442,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000001582
0080001443,000010,MZ-FG-R200,1710,171A,18,ST,TAN,0000001583
0084000009,000010,TG11,1710,171R,5,ST,CBEN,0060000021
0080000622,000010,TG11,1710,171A,1,ST,TAN,0000000720
0084000010,000010,TG11,1710,171R,1,ST,RENV,0060000022
0080000623,000010,RM13,1710,171C,70,ST,LBN,4500000245
0080000623,000020,RM14,1710,171C,70,ST,LBN,4500000245
0084000011,000010,TG11,1710,171A,1,ST,RENV,0060000024
0080002015,000010,TG11,1710,171A,10,ST,TAN,0000002329
0080000626,000020,SDBOMLUMFIT01,1710,171A,6,ST,TAN,0000000726
0080000626,000010,SDBOMLUMFHD,1710,,2,ST,TAP,0000000726
0080000626,000030,SDBOMLUMFIT02,1710,171A,10,ST,TAN,0000000726
0080000630,000010,MZ-FG-C900,1710,171A,45,ST,TAN,0000000732
0080000631,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000000733
0080000632,000010,MZ-FG-C900,1710,171A,22,ST,TAN,0000000734
0080000633,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000000735
0080000634,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000000736
0080000635,000010,MZ-FG-C900,1710,171A,26,ST,TAN,0000000737
0080000636,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000000738
0080000637,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000000739
0080000638,000010,MZ-FG-C950,1710,171A,20,ST,TAN,0000000740
0080000639,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000000741
0080000640,000010,MZ-FG-C950,1710,171A,17,ST,TAN,0000000742
0080000641,000010,MZ-FG-C990,1710,171A,57,ST,TAN,0000000743
0080000642,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000000744
0080000643,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000000745
0080000644,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000000746
0080000645,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000000747
0080000646,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000000748
0080000647,000010,MZ-FG-M500,1710,171A,1,ST,TAN,0000000749
0080000648,000010,MZ-FG-M500,1710,171A,17,ST,TAN,0000000750
0080000649,000010,MZ-FG-M500,1710,171A,12,ST,TAN,0000000751
0080000650,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000000753
0080000651,000010,MZ-FG-M500,1710,171A,10,ST,TAN,0000000754
0080000652,000010,MZ-FG-M525,1710,171A,55,ST,TAN,0000000755
0080000653,000010,MZ-FG-M525,1710,171A,139,ST,TAN,0000000756
0080000654,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000000757
0080000655,000010,MZ-FG-M525,1710,171A,40,ST,TAN,0000000758
0080000656,000010,MZ-FG-M525,1710,171A,69,ST,TAN,0000000759
0080000657,000010,MZ-FG-M525,1710,171A,1,ST,TAN,0000000760
0080000658,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000000761
0080000659,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000000762
0080000660,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000000763
0080000661,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000000764
0080000662,000010,MZ-FG-R100,1710,171A,5,ST,TAN,0000000765
0080000663,000010,MZ-FG-R100,1710,171A,8,ST,TAN,0000000766
0080000664,000010,MZ-FG-R100,1710,171A,31,ST,TAN,0000000767
0080000665,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000000768
0080000666,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000000769
0080000667,000010,MZ-FG-R100,1710,171A,5,ST,TAN,0000000770
0080000668,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000000771
0080000669,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000000772
0080000670,000010,MZ-FG-R200,1710,171A,26,ST,TAN,0000000773
0080000671,000010,MZ-FG-R200,1710,171A,7,ST,TAN,0000000774
0080000672,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000000775
0080000673,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000000776
0080000674,000010,MZ-FG-R300,1710,171A,26,ST,TAN,0000000777
0080000675,000010,MZ-FG-R300,1710,171A,6,ST,TAN,0000000778
0080000676,000010,MZ-FG-R300,1710,171A,7,ST,TAN,0000000779
0080000677,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000000780
0080001298,000010,MZ-FG-M500,1710,171A,31,ST,TAN,0000001418
0080001294,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000001414
0080002016,000010,MZ-FG-C900,1710,171A,97,ST,TAN,0000002331
0080002017,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000002332
0080000710,000010,CM-MLFL-KM-VXX,1710,171A,1,ST,CBTC,0000000812
0080000711,000010,FG-FL-MV-V00,1710,171A,1,ST,TAN,0000000814
0080000712,000010,MZ-FG-C900,1710,171A,38,ST,TAN,0000000815
0080000713,000010,MZ-FG-C900,1710,171A,51,ST,TAN,0000000816
0080000714,000010,MZ-FG-C900,1710,171A,103,ST,TAN,0000000817
0080000715,000010,MZ-FG-C900,1710,171A,133,ST,TAN,0000000818
0080000716,000010,MZ-FG-C900,1710,171A,6,ST,TAN,0000000819
0080000717,000010,MZ-FG-C900,1710,171A,211,ST,TAN,0000000820
0080000718,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000000821
0080000719,000010,MZ-FG-C950,1710,171A,1,ST,TAN,0000000822
0080000720,000010,MZ-FG-C950,1710,171A,2,ST,TAN,0000000823
0080000721,000010,MZ-FG-C950,1710,171A,58,ST,TAN,0000000824
0080000722,000010,MZ-FG-C950,1710,171A,11,ST,TAN,0000000825
0080000723,000010,MZ-FG-C990,1710,171A,124,ST,TAN,0000000826
0080000724,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000000828
0080000725,000010,MZ-FG-C990,1710,171A,57,ST,TAN,0000000829
0080000726,000010,MZ-FG-C990,1710,171A,57,ST,TAN,0000000830
0080000727,000010,MZ-FG-C990,1710,171A,43,ST,TAN,0000000831
0080000728,000010,MZ-FG-M500,1710,171A,1,ST,TAN,0000000832
0080000729,000010,MZ-FG-M500,1710,171A,71,ST,TAN,0000000833
0080000730,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000000834
0080000731,000010,MZ-FG-M500,1710,171A,9,ST,TAN,0000000835
0080000732,000010,MZ-FG-M500,1710,171A,3,ST,TAN,0000000836
0080000733,000010,MZ-FG-M500,1710,171A,16,ST,TAN,0000000837
0080000734,000010,MZ-FG-M525,1710,171A,34,ST,TAN,0000000838
0080000735,000010,MZ-FG-M525,1710,171A,27,ST,TAN,0000000839
0080000736,000010,MZ-FG-M525,1710,171A,2,ST,TAN,0000000840
0080000737,000010,MZ-FG-M525,1710,171A,73,ST,TAN,0000000841
0080000738,000010,MZ-FG-M525,1710,171A,44,ST,TAN,0000000842
0080000739,000010,MZ-FG-M525,1710,171A,26,ST,TAN,0000000843
0080000740,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000000844
0080000741,000010,MZ-FG-M550,1710,171A,7,ST,TAN,0000000845
0080000742,000010,MZ-FG-M550,1710,171A,12,ST,TAN,0000000846
0080000743,000010,MZ-FG-M550,1710,171A,18,ST,TAN,0000000847
0080000744,000010,MZ-FG-M550,1710,171A,10,ST,TAN,0000000848
0080000745,000010,MZ-FG-R100,1710,171A,25,ST,TAN,0000000849
0080000746,000010,MZ-FG-R100,1710,171A,74,ST,TAN,0000000850
0080000747,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000000851
0080000748,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000000852
0080000749,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000000853
0080000750,000010,MZ-FG-R200,1710,171A,19,ST,TAN,0000000854
0080000751,000010,MZ-FG-R200,1710,171A,23,ST,TAN,0000000855
0080000752,000010,MZ-FG-R200,1710,171A,17,ST,TAN,0000000856
0080000753,000010,MZ-FG-R200,1710,171A,27,ST,TAN,0000000857
0080000754,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000000858
0080000755,000010,MZ-FG-R200,1710,171A,30,ST,TAN,0000000859
0080000756,000010,MZ-FG-R300,1710,171A,4,ST,TAN,0000000860
0080000757,000010,MZ-FG-R300,1710,171A,12,ST,TAN,0000000861
0080000758,000010,MZ-FG-R300,1710,171A,4,ST,TAN,0000000862
0080000759,000010,MZ-FG-R300,1710,171A,53,ST,TAN,0000000863
0080000760,000010,MZ-FG-R300,1710,171A,22,ST,TAN,0000000864
0080000778,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000000883
0080000779,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000000884
0080000780,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000000885
0080000781,000010,MZ-FG-C900,1710,171A,9,ST,TAN,0000000886
0080000782,000010,MZ-FG-C900,1710,171A,211,ST,TAN,0000000887
0080000783,000010,MZ-FG-C950,1710,171A,25,ST,TAN,0000000888
0080000784,000010,MZ-FG-C950,1710,171A,56,ST,TAN,0000000889
0080000785,000010,MZ-FG-C950,1710,171A,12,ST,TAN,0000000890
0080000786,000010,MZ-FG-C950,1710,171A,41,ST,TAN,0000000891
0080000787,000010,MZ-FG-C950,1710,171A,28,ST,TAN,0000000892
0080000788,000010,MZ-FG-C950,1710,171A,5,ST,TAN,0000000893
0080000789,000010,MZ-FG-C990,1710,171A,100,ST,TAN,0000000894
0080000790,000010,MZ-FG-C990,1710,171A,16,ST,TAN,0000000895
0080000791,000010,MZ-FG-C990,1710,171A,19,ST,TAN,0000000896
0080000792,000010,MZ-FG-C990,1710,171A,45,ST,TAN,0000000897
0080000793,000010,MZ-FG-C990,1710,171A,55,ST,TAN,0000000898
0080000794,000010,MZ-FG-C990,1710,171A,28,ST,TAN,0000000899
0080000795,000010,MZ-FG-M500,1710,171A,48,ST,TAN,0000000900
0080000796,000010,MZ-FG-M500,1710,171A,12,ST,TAN,0000000901
0080000797,000010,MZ-FG-M500,1710,171A,16,ST,TAN,0000000902
0080000798,000010,MZ-FG-M500,1710,171A,13,ST,TAN,0000000903
0080000799,000010,MZ-FG-M525,1710,171A,19,ST,TAN,0000000904
0080000800,000010,MZ-FG-M525,1710,171A,4,ST,TAN,0000000905
0080000801,000010,MZ-FG-M525,1710,171A,89,ST,TAN,0000000906
0080000802,000010,MZ-FG-M525,1710,171A,95,ST,TAN,0000000907
0080000803,000010,MZ-FG-M525,1710,171A,51,ST,TAN,0000000908
0080000804,000010,MZ-FG-M525,1710,171A,14,ST,TAN,0000000909
0080000805,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000000910
0080000806,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000000911
0080000807,000010,MZ-FG-M550,1710,171A,18,ST,TAN,0000000912
0080000808,000010,MZ-FG-M550,1710,171A,13,ST,TAN,0000000913
0080000809,000010,MZ-FG-M550,1710,171A,15,ST,TAN,0000000914
0080000810,000010,MZ-FG-M550,1710,171A,23,ST,TAN,0000000915
0080000811,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000000916
0080000812,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000000917
0080000813,000010,MZ-FG-R100,1710,171A,48,ST,TAN,0000000918
0080000814,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000000919
0080000815,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000000920
0080000816,000010,MZ-FG-R100,1710,171A,5,ST,TAN,0000000921
0080000817,000010,MZ-FG-R200,1710,171A,20,ST,TAN,0000000922
0080000818,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000000924
0080000819,000010,MZ-FG-R200,1710,171A,25,ST,TAN,0000000925
0080000820,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000000926
0080000821,000010,MZ-FG-R200,1710,171A,23,ST,TAN,0000000927
0080000822,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000000928
0080000823,000010,MZ-FG-R300,1710,171A,3,ST,TAN,0000000929
0080000824,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000000930
0080000825,000010,MZ-FG-R300,1710,171A,17,ST,TAN,0000000931
0080000826,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000000932
0080000827,000010,MZ-FG-R300,1710,171A,5,ST,TAN,0000000933
0080001303,000010,MZ-FG-M525,1710,171A,6,ST,TAN,0000001424
0080001308,000010,MZ-FG-M550,1710,171A,6,ST,TAN,0000001429
0080001334,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000001459
0080001340,000010,MZ-FG-M500,1710,171A,53,ST,TAN,0000001465
0080001348,000010,MZ-FG-M550,1710,171A,6,ST,TAN,0000001474
0080001533,000010,TG11,1710,171A,1,ST,DLN,
0080000541,000010,TG11,1710,171A,1,ST,DLN,
0080002018,000010,MZ-FG-C900,1710,171A,44,ST,TAN,0000002333
0080002019,000010,MZ-FG-C900,1710,171A,6,ST,TAN,0000002334
0080001665,000010,MZ-FG-C950,1710,171A,7,ST,TAN,0000001890
0080000872,000010,MZ-FG-C900,1710,171A,1,ST,TAN,0000000982
0080000873,000010,MZ-FG-C900,1710,171A,32,ST,TAN,0000000983
0080000874,000010,MZ-FG-C900,1710,171A,39,ST,TAN,0000000984
0080000875,000010,MZ-FG-C900,1710,171A,2,ST,TAN,0000000985
0080000876,000010,MZ-FG-C900,1710,171A,67,ST,TAN,0000000986
0080000877,000010,MZ-FG-C900,1710,171A,195,ST,TAN,0000000987
0080000878,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000000988
0080000879,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000000990
0080000880,000010,MZ-FG-C950,1710,171A,70,ST,TAN,0000000991
0080000881,000010,MZ-FG-C950,1710,171A,56,ST,TAN,0000000992
0080000882,000010,MZ-FG-C950,1710,171A,19,ST,TAN,0000000993
0080000883,000010,MZ-FG-C990,1710,171A,140,ST,TAN,0000000994
0080000884,000010,MZ-FG-C990,1710,171A,158,ST,TAN,0000000995
0080000885,000010,MZ-FG-C990,1710,171A,3,ST,TAN,0000000996
0080000886,000010,MZ-FG-C990,1710,171A,123,ST,TAN,0000000997
0080000887,000010,MZ-FG-C990,1710,171A,16,ST,TAN,0000000998
0080000888,000010,MZ-FG-C990,1710,171A,21,ST,TAN,0000000999
0080000889,000010,MZ-FG-M500,1710,171A,96,ST,TAN,0000001000
0080000890,000010,MZ-FG-M500,1710,171A,70,ST,TAN,0000001001
0080000891,000010,MZ-FG-M500,1710,171A,5,ST,TAN,0000001002
0080000892,000010,MZ-FG-M500,1710,171A,11,ST,TAN,0000001003
0080000893,000010,MZ-FG-M500,1710,171A,12,ST,TAN,0000001005
0080000894,000010,MZ-FG-M525,1710,171A,7,ST,TAN,0000001006
0080000895,000010,MZ-FG-M525,1710,171A,34,ST,TAN,0000001008
0080000896,000010,MZ-FG-M525,1710,171A,21,ST,TAN,0000001009
0080000897,000010,MZ-FG-M525,1710,171A,31,ST,TAN,0000001010
0080000898,000010,MZ-FG-M525,1710,171A,5,ST,TAN,0000001011
0080000899,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000001012
0080000900,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000001013
0080000901,000010,MZ-FG-M550,1710,171A,26,ST,TAN,0000001014
0080000902,000010,MZ-FG-M550,1710,171A,37,ST,TAN,0000001015
0080000903,000010,MZ-FG-M550,1710,171A,20,ST,TAN,0000001016
0080000904,000010,MZ-FG-M550,1710,171A,6,ST,TAN,0000001017
0080000905,000010,MZ-FG-R100,1710,171A,31,ST,TAN,0000001018
0080000906,000010,MZ-FG-R100,1710,171A,60,ST,TAN,0000001019
0080000907,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000001020
0080000908,000010,MZ-FG-R100,1710,171A,84,ST,TAN,0000001021
0080000909,000010,MZ-FG-R100,1710,171A,11,ST,TAN,0000001022
0080000910,000010,MZ-FG-R100,1710,171A,9,ST,TAN,0000001023
0080000911,000010,MZ-FG-R200,1710,171A,34,ST,TAN,0000001024
0080000912,000010,MZ-FG-R200,1710,171A,23,ST,TAN,0000001025
0080000913,000010,MZ-FG-R200,1710,171A,24,ST,TAN,0000001026
0080000914,000010,MZ-FG-R200,1710,171A,31,ST,TAN,0000001027
0080000915,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000001028
0080000916,000010,MZ-FG-R200,1710,171A,18,ST,TAN,0000001029
0080000917,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000001030
0080000918,000010,MZ-FG-R300,1710,171A,13,ST,TAN,0000001031
0080000919,000010,MZ-FG-R300,1710,171A,3,ST,TAN,0000001032
0080000920,000010,MZ-FG-R300,1710,171A,34,ST,TAN,0000001033
0080000921,000010,MZ-FG-R300,1710,171A,39,ST,TAN,0000001034
0080000940,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000001053
0080000941,000010,MZ-FG-C900,1710,171A,14,ST,TAN,0000001054
0080000942,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000001055
0080000943,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000001056
0080000944,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000001057
0080000945,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000001058
0080000946,000010,MZ-FG-C950,1710,171A,17,ST,TAN,0000001059
