MATNR,WERKS,LGORT,LABST
QM006,4310,431B,0
SDBOMERLAHD,4310,431A,0
SDBOMERLAIT01,4310,431A,0
SDBOMERLAIT02,4310,431A,0
SF-FL-COMB,4310,431B,0
SF-FL-CWEIGHT,4310,431B,0
SF-FL-ELECTRIC,4310,431B,0
SF-FL-TIRE-CUSH,4310,431B,0
SF-FL-TIRE-PNEU,4310,431B,0
SF-FL-FORKSEAT-VXX,4310,431B,0
R-302,4310,431B,0
R-401,4310,431B,0
S-201,4310,431B,0
S-202,4310,431B,0
S-301,4310,431B,0
S-203,4310,431B,0
R-311,4310,431B,0
R-410,4310,431B,0
R-411,4310,431B,0
R-412,4310,431B,0
S-208,4310,431B,0
S-210,4310,431B,0
S-310,4310,431B,0
S-315,4310,431B,0
SG26,4310,431B,0
SWN-CFG-SW-S1,4310,431B,0
FG1_CP,4310,431B,0
RM1_CP,4310,431B,0
RM2_CP,4310,431B,0
SG1_CP,4310,431B,0
RMJIT01,4310,431B,0
RMJIT02,4310,431B,0
SGJIT01,4310,431B,0
SGJIT02,4310,431B,0
RM27_1,4310,431B,0
AVC_RBT_BASE_FRAME,4310,431B,0
AVC_RBT_D_ARM_50,4310,431B,0
AVC_RBT_L_ARM_45,4310,431B,0
TG11,4210,421R,0
FG126,4210,421R,0
FG228,4210,421R,0
RM233-2,4210,421E,0
SDBOMERLAHD,4210,421R,0
SDBOMERLAIT01,4210,421R,0
SDBOMERLAIT02,4210,421R,0
SDBOMLUMFHD,4210,421R,0
SDBOMLUMFIT01,4210,421R,0
SDBOMLUMFIT02,4210,421R,0
CM-FL-V00,4210,421R,0
EWMS4-50,4210,421D,0
EWMS4-50,4210,421S,0
EWMS4-502,4210,421D,0
EWMS4-502,4210,421S,0
EWMS4-503,4210,421D,0
EWMS4-503,4210,421S,0
EWMS4-601,4210,421D,0
EWMS4-601,4210,421S,0
F-10A,4210,421R,0
F-10B,4210,421R,0
R-302,4210,421C,0
R-401,4210,421C,0
F-20A,4210,421R,0
R-311,4210,421C,0
R-410,4210,421C,0
R-411,4210,421C,0
R-412,4210,421C,0
FG1_CP,4210,421R,0
RM1_CP,4210,421C,0
RM2_CP,4210,421C,0
RMJIT01,4210,421C,0
RMJIT02,4210,421C,0
RM27_1,4210,421C,0
AVC_RBT_CNTRL_CAB,4210,421R,0
AVC_RBT_SEALING,4210,421R,0
AVC_RBT_CNTRL_BRD,4210,421R,0
TG11,3610,361A,0
TG11,3610,361R,0
FG126,3610,361A,0
FG126,3610,361B,0
FG126,3610,361R,0
RM12,3610,361B,0
RM12,3610,361C,0
RM120,3610,361B,0
RM120,3610,361C,0
RM122,3610,361B,0
RM122,3610,361C,0
RM124,3610,361B,0
RM124,3610,361C,0
RM128,3610,361B,0
RM128,3610,361C,0
RM13,3610,361B,0
RM13,3610,361C,0
RM14,3610,361B,0
RM14,3610,361C,0
RM16,3610,361B,0
RM16,3610,361C,0
RM20,3610,361B,0
RM20,3610,361C,0
RM27,3610,361B,0
RM27,3610,361C,0
SG124,3610,361B,0
SG21,3610,361B,0
SG22,3610,361B,0
SG224,3610,361B,0
SG25,3610,361B,0
SG23,3610,361B,0
RM129,3610,361B,0
RM129,3610,361C,0
FG130,3610,361A,0
FG130,3610,361B,0
SG30,3610,361B,0
FG228,3610,361A,0
FG228,3610,361B,0
FG228,3610,361R,0
SP001,3610,361B,0
SP002,3610,361B,0
SP003,3610,361B,0
SP004,3610,361B,0
SP005,3610,361B,0
SP006,3610,361B,0
RM33,3610,361B,0
RM33,3610,361C,0
RM34,3610,361B,0
RM34,3610,361C,0
SG27,3610,361B,0
RM233-1,3610,361B,0
RM233-2,3610,361E,0
RM233-4,3610,361B,0
SG233,3610,361B,0
SG234,3610,361B,0
FG129,3610,361A,0
FG129,3610,361B,0
SG29,3610,361B,0
RMPI001,3610,361C,0
RMPI002,3610,361C,0
RMPI003,3610,361C,0
RMPI004,3610,361C,0
RMPI005,3610,361C,0
SGPI001,3610,361B,0
SGPI001-V00,3610,361B,0
RMPI001,3610,361B,0
RMPI002,3610,361B,0
RMPI003,3610,361B,0
RMPI004,3610,361B,0
RMPI005,3610,361B,0
QM006,3610,361B,0
SDBOMERLAHD,3610,361A,0
SDBOMERLAHD,3610,361R,0
SDBOMERLAIT01,3610,361A,0
SDBOMERLAIT01,3610,361R,0
SDBOMERLAIT02,3610,361A,0
SDBOMERLAIT02,3610,361R,0
SDBOMLUMFHD,3610,361A,0
SDBOMLUMFHD,3610,361R,0
SDBOMLUMFIT01,3610,361A,0
SDBOMLUMFIT01,3610,361R,0
SDBOMLUMFIT02,3610,361A,0
SDBOMLUMFIT02,3610,361R,0
CM-FL-V01,3610,361A,0
SF-FL-COMB,3610,361B,0
SF-FL-CWEIGHT,3610,361B,0
SF-FL-ELECTRIC,3610,361B,0
SF-FL-TIRE-CUSH,3610,361B,0
SF-FL-TIRE-PNEU,3610,361B,0
CM-MLFL-KM-VXX,3610,361A,0
SF-FL-FORKSEAT-VXX,3610,361B,0
CM-FL-V00,3610,361A,0
CM-FL-V00,3610,361R,0
FG-FL-MV-V00,3610,361A,0
FG-FL-MV-V01,3610,361A,0
FG-FL-MV-V02,3610,361A,0
F-10A,3610,361A,0
F-10A,3610,361R,0
F-10B,3610,361A,0
F-10B,3610,361R,0
R-302,3610,361B,0
R-302,3610,361C,0
R-401,3610,361B,0
R-401,3610,361C,0
S-201,3610,361B,0
S-202,3610,361B,0
S-301,3610,361B,0
S-203,3610,361B,0
F-20A,3610,361A,0
F-20A,3610,361R,0
R-311,3610,361B,0
R-311,3610,361C,0
R-410,3610,361B,0
R-410,3610,361C,0
R-411,3610,361B,0
R-411,3610,361C,0
R-412,3610,361B,0
R-412,3610,361C,0
S-208,3610,361B,0
S-210,3610,361B,0
S-310,3610,361B,0
S-315,3610,361B,0
SG26,3610,361B,0
SWN-CFG-SW-S1,3610,361B,0
FG1_CP,3610,361A,0
FG1_CP,3610,361B,0
FG1_CP,3610,361R,0
RM1_CP,3610,361B,0
RM1_CP,3610,361C,0
RM2_CP,3610,361B,0
RM2_CP,3610,361C,0
SG1_CP,3610,361B,0
RMJIT01,3610,361B,0
RMJIT01,3610,361C,0
RMJIT02,3610,361B,0
RMJIT02,3610,361C,0
SGJIT01,3610,361B,0
SGJIT02,3610,361B,0
FG111,3610,361A,0
FG111_A,3610,361A,0
FG111_B,3610,361A,0
FG111_C,3610,361A,0
RM27_1,3610,361B,0
RM27_1,3610,361C,0
AVC_RBT_BASE_FRAME,3610,361B,0
AVC_RBT_CNTRL_CAB,3610,361A,0
AVC_RBT_CNTRL_CAB,3610,361R,0
AVC_RBT_D_ARM_50,3610,361B,0
AVC_RBT_L_ARM_45,3610,361B,0
AVC_RBT_SEALING,3610,361A,0
AVC_RBT_SEALING,3610,361R,0
AVC_RBT_APPL_UNIT,3610,361A,0
AVC_RBT_BUNDLE,3610,361A,0
AVC_RBT_CNTRL_BRD,3610,361A,0
AVC_RBT_CNTRL_BRD,3610,361R,0
AVC_RBT_CNTRL_UNIT,3610,361A,0
AVC_RBT_ROBOT,3610,361A,0
TG11,2810,281A,0
TG11,2810,281R,0
FG126,2810,281A,0
FG126,2810,281B,0
FG126,2810,281R,0
RM12,2810,281B,0
RM12,2810,281C,0
RM120,2810,281B,0
RM120,2810,281C,0
RM122,2810,281B,0
RM122,2810,281C,0
RM124,2810,281B,0
RM124,2810,281C,0
RM128,2810,281B,0
RM128,2810,281C,0
RM13,2810,281B,0
RM13,2810,281C,0
RM14,2810,281B,0
RM14,2810,281C,0
RM16,2810,281B,0
RM16,2810,281C,0
RM20,2810,281B,0
RM20,2810,281C,0
RM27,2810,281B,0
RM27,2810,281C,0
SG124,2810,281B,0
SG21,2810,281B,0
SG22,2810,281B,0
SG224,2810,281B,0
SG25,2810,281B,0
SG23,2810,281B,0
RM129,2810,281B,0
RM129,2810,281C,0
FG130,2810,281A,0
FG130,2810,281B,0
SG30,2810,281B,0
FG228,2810,281A,0
FG228,2810,281B,0
FG228,2810,281R,0
SP001,2810,281B,0
SP002,2810,281B,0
SP003,2810,281B,0
SP004,2810,281B,0
SP005,2810,281B,0
SP006,2810,281B,0
RM33,2810,281B,0
RM33,2810,281C,0
RM34,2810,281B,0
RM34,2810,281C,0
SG27,2810,281B,0
RM233-1,2810,281B,0
RM233-2,2810,281E,0
RM233-4,2810,281B,0
SG233,2810,281B,0
SG234,2810,281B,0
FG129,2810,281A,0
FG129,2810,281B,0
SG29,2810,281B,0
RMPI001,2810,281C,0
RMPI002,2810,281C,0
RMPI003,2810,281C,0
RMPI004,2810,281C,0
RMPI005,2810,281C,0
SGPI001,2810,281B,0
SGPI001-V00,2810,281B,0
RMPI001,2810,281B,0
RMPI002,2810,281B,0
RMPI003,2810,281B,0
RMPI004,2810,281B,0
RMPI005,2810,281B,0
QM006,2810,281B,0
SDBOMERLAHD,2810,281A,0
SDBOMERLAHD,2810,281R,0
SDBOMERLAIT01,2810,281A,0
SDBOMERLAIT01,2810,281R,0
SDBOMERLAIT02,2810,281A,0
SDBOMERLAIT02,2810,281R,0
SDBOMLUMFHD,2810,281A,0
SDBOMLUMFHD,2810,281R,0
SDBOMLUMFIT01,2810,281A,0
SDBOMLUMFIT01,2810,281R,0
SDBOMLUMFIT02,2810,281A,0
SDBOMLUMFIT02,2810,281R,0
CM-FL-V01,2810,281A,0
SF-FL-COMB,2810,281B,0
SF-FL-CWEIGHT,2810,281B,0
SF-FL-ELECTRIC,2810,281B,0
SF-FL-TIRE-CUSH,2810,281B,0
SF-FL-TIRE-PNEU,2810,281B,0
CM-MLFL-KM-VXX,2810,281A,0
SF-FL-FORKSEAT-VXX,2810,281B,0
CM-FL-V00,2810,281A,0
CM-FL-V00,2810,281R,0
FG-FL-MV-V00,2810,281A,0
FG-FL-MV-V01,2810,281A,0
FG-FL-MV-V02,2810,281A,0
F-10A,2810,281A,0
F-10A,2810,281R,0
F-10B,2810,281A,0
F-10B,2810,281R,0
R-302,2810,281B,0
R-302,2810,281C,0
R-401,2810,281B,0
R-401,2810,281C,0
S-201,2810,281B,0
S-202,2810,281B,0
S-301,2810,281B,0
S-203,2810,281B,0
F-20A,2810,281A,0
F-20A,2810,281R,0
R-311,2810,281B,0
R-311,2810,281C,0
R-410,2810,281B,0
R-410,2810,281C,0
R-411,2810,281B,0
R-411,2810,281C,0
R-412,2810,281B,0
R-412,2810,281C,0
S-208,2810,281B,0
S-210,2810,281B,0
S-310,2810,281B,0
S-315,2810,281B,0
SG26,2810,281B,0
SWN-CFG-SW-S1,2810,281B,0
FG1_CP,2810,281A,0
FG1_CP,2810,281B,0
FG1_CP,2810,281R,0
RM1_CP,2810,281B,0
RM1_CP,2810,281C,0
RM2_CP,2810,281B,0
RM2_CP,2810,281C,0
SG1_CP,2810,281B,0
RMJIT01,2810,281B,0
RMJIT01,2810,281C,0
RMJIT02,2810,281B,0
RMJIT02,2810,281C,0
SGJIT01,2810,281B,0
SGJIT02,2810,281B,0
FG111,2810,281A,0
FG111_A,2810,281A,0
FG111_B,2810,281A,0
FG111_C,2810,281A,0
RM27_1,2810,281B,0
RM27_1,2810,281C,0
AVC_RBT_BASE_FRAME,2810,281B,0
AVC_RBT_CNTRL_CAB,2810,281A,0
AVC_RBT_CNTRL_CAB,2810,281R,0
AVC_RBT_D_ARM_50,2810,281B,0
AVC_RBT_L_ARM_45,2810,281B,0
AVC_RBT_SEALING,2810,281A,0
AVC_RBT_SEALING,2810,281R,0
AVC_RBT_APPL_UNIT,2810,281A,0
AVC_RBT_BUNDLE,2810,281A,0
AVC_RBT_CNTRL_BRD,2810,281A,0
AVC_RBT_CNTRL_BRD,2810,281R,0
AVC_RBT_CNTRL_UNIT,2810,281A,0
AVC_RBT_ROBOT,2810,281A,0
TG11,2610,261A,0
TG11,2610,261R,0
FG126,2610,261A,0
FG126,2610,261B,0
FG126,2610,261R,0
RM12,2610,261B,0
RM12,2610,261C,0
RM120,2610,261B,0
RM120,2610,261C,0
RM122,2610,261B,0
RM122,2610,261C,0
RM124,2610,261B,0
RM124,2610,261C,0
RM128,2610,261B,0
RM128,2610,261C,0
RM13,2610,261B,0
RM13,2610,261C,0
RM14,2610,261B,0
RM14,2610,261C,0
RM16,2610,261B,0
RM16,2610,261C,0
RM20,2610,261B,0
RM20,2610,261C,0
RM27,2610,261B,0
RM27,2610,261C,0
SG124,2610,261B,0
SG21,2610,261B,0
SG22,2610,261B,0
SG224,2610,261B,0
SG25,2610,261B,0
SG23,2610,261B,0
RM129,2610,261B,0
RM129,2610,261C,0
FG130,2610,261A,0
FG130,2610,261B,0
SG30,2610,261B,0
FG228,2610,261A,0
FG228,2610,261B,0
FG228,2610,261R,0
SP001,2610,261B,0
SP002,2610,261B,0
SP003,2610,261B,0
SP004,2610,261B,0
SP005,2610,261B,0
SP006,2610,261B,0
RM33,2610,261B,0
RM33,2610,261C,0
RM34,2610,261B,0
RM34,2610,261C,0
SG27,2610,261B,0
RM233-1,2610,261B,0
RM233-2,2610,261E,0
RM233-4,2610,261B,0
SG233,2610,261B,0
SG234,2610,261B,0
FG129,2610,261A,0
FG129,2610,261B,0
SG29,2610,261B,0
RMPI001,2610,261C,0
RMPI002,2610,261C,0
RMPI003,2610,261C,0
RMPI004,2610,261C,0
RMPI005,2610,261C,0
SGPI001,2610,261B,0
SGPI001-V00,2610,261B,0
RMPI001,2610,261B,0
RMPI002,2610,261B,0
RMPI003,2610,261B,0
RMPI004,2610,261B,0
RMPI005,2610,261B,0
QM006,2610,261B,0
SDBOMERLAHD,2610,261A,0
SDBOMERLAHD,2610,261R,0
SDBOMERLAIT01,2610,261A,0
SDBOMERLAIT01,2610,261R,0
SDBOMERLAIT02,2610,261A,0
SDBOMERLAIT02,2610,261R,0
SDBOMLUMFHD,2610,261A,0
SDBOMLUMFHD,2610,261R,0
SDBOMLUMFIT01,2610,261A,0
SDBOMLUMFIT01,2610,261R,0
SDBOMLUMFIT02,2610,261A,0
SDBOMLUMFIT02,2610,261R,0
CM-FL-V01,2610,261A,0
SF-FL-COMB,2610,261B,0
SF-FL-CWEIGHT,2610,261B,0
SF-FL-ELECTRIC,2610,261B,0
SF-FL-TIRE-CUSH,2610,261B,0
SF-FL-TIRE-PNEU,2610,261B,0
CM-MLFL-KM-VXX,2610,261A,0
SF-FL-FORKSEAT-VXX,2610,261B,0
CM-FL-V00,2610,261A,0
CM-FL-V00,2610,261R,0
FG-FL-MV-V00,2610,261A,0
FG-FL-MV-V01,2610,261A,0
FG-FL-MV-V02,2610,261A,0
F-10A,2610,261A,0
F-10A,2610,261R,0
F-10B,2610,261A,0
F-10B,2610,261R,0
R-302,2610,261B,0
R-302,2610,261C,0
R-401,2610,261B,0
R-401,2610,261C,0
S-201,2610,261B,0
S-202,2610,261B,0
S-301,2610,261B,0
S-203,2610,261B,0
F-20A,2610,261A,0
F-20A,2610,261R,0
R-311,2610,261B,0
R-311,2610,261C,0
R-410,2610,261B,0
R-410,2610,261C,0
R-411,2610,261B,0
R-411,2610,261C,0
R-412,2610,261B,0
R-412,2610,261C,0
S-208,2610,261B,0
S-210,2610,261B,0
S-310,2610,261B,0
S-315,2610,261B,0
SG26,2610,261B,0
SWN-CFG-SW-S1,2610,261B,0
FG1_CP,2610,261A,0
FG1_CP,2610,261B,0
FG1_CP,2610,261R,0
RM1_CP,2610,261B,0
RM1_CP,2610,261C,0
RM2_CP,2610,261B,0
RM2_CP,2610,261C,0
SG1_CP,2610,261B,0
RMJIT01,2610,261B,0
RMJIT01,2610,261C,0
RMJIT02,2610,261B,0
RMJIT02,2610,261C,0
SGJIT01,2610,261B,0
SGJIT02,2610,261B,0
FG111,2610,261A,0
FG111_A,2610,261A,0
FG111_B,2610,261A,0
FG111_C,2610,261A,0
RM27_1,2610,261B,0
RM27_1,2610,261C,0
AVC_RBT_BASE_FRAME,2610,261B,0
AVC_RBT_CNTRL_CAB,2610,261A,0
AVC_RBT_CNTRL_CAB,2610,261R,0
AVC_RBT_D_ARM_50,2610,261B,0
AVC_RBT_L_ARM_45,2610,261B,0
AVC_RBT_SEALING,2610,261A,0
AVC_RBT_SEALING,2610,261R,0
AVC_RBT_APPL_UNIT,2610,261A,0
AVC_RBT_BUNDLE,2610,261A,0
AVC_RBT_CNTRL_BRD,2610,261A,0
AVC_RBT_CNTRL_BRD,2610,261R,0
AVC_RBT_CNTRL_UNIT,2610,261A,0
AVC_RBT_ROBOT,2610,261A,0
TG11,4310,431R,0
FG126,4310,431R,0
RM12,4310,431C,0
RM120,4310,431C,0
RM122,4310,431C,0
RM124,4310,431C,0
RM128,4310,431C,0
RM13,4310,431C,0
RM14,4310,431C,0
RM16,4310,431C,0
RM20,4310,431C,0
RM27,4310,431C,0
RM129,4310,431C,0
FG228,4310,431R,0
RM33,4310,431C,0
RM34,4310,431C,0
RM233-2,4310,431E,0
RMPI001,4310,431C,0
RMPI002,4310,431C,0
RMPI003,4310,431C,0
RMPI004,4310,431C,0
RMPI005,4310,431C,0
SDBOMERLAHD,4310,431R,0
SDBOMERLAIT01,4310,431R,0
SDBOMERLAIT02,4310,431R,0
SDBOMLUMFHD,4310,431A,0
SDBOMLUMFHD,4310,431R,0
SDBOMLUMFIT01,4310,431A,0
SDBOMLUMFIT01,4310,431R,0
SDBOMLUMFIT02,4310,431A,0
SDBOMLUMFIT02,4310,431R,0
CM-FL-V01,4310,431A,0
CM-MLFL-KM-VXX,4310,431A,0
CM-FL-V00,4310,431A,0
CM-FL-V00,4310,431R,0
FG-FL-MV-V00,4310,431A,0
FG-FL-MV-V01,4310,431A,0
FG-FL-MV-V02,4310,431A,0
F-10A,4310,431A,0
F-10A,4310,431R,0
F-10B,4310,431A,0
F-10B,4310,431R,0
R-302,4310,431C,0
R-401,4310,431C,0
F-20A,4310,431A,0
F-20A,4310,431R,0
R-311,4310,431C,0
R-410,4310,431C,0
R-411,4310,431C,0
R-412,4310,431C,0
FG1_CP,4310,431A,0
FG1_CP,4310,431R,0
RM1_CP,4310,431C,0
RM2_CP,4310,431C,0
RMJIT01,4310,431C,0
RMJIT02,4310,431C,0
FG111,4310,431A,0
FG111_A,4310,431A,0
FG111_B,4310,431A,0
FG111_C,4310,431A,0
RM27_1,4310,431C,0
AVC_RBT_CNTRL_CAB,4310,431A,0
AVC_RBT_CNTRL_CAB,4310,431R,0
AVC_RBT_SEALING,4310,431A,0
AVC_RBT_SEALING,4310,431R,0
AVC_RBT_APPL_UNIT,4310,431A,0
AVC_RBT_BUNDLE,4310,431A,0
AVC_RBT_CNTRL_BRD,4310,431A,0
AVC_RBT_CNTRL_BRD,4310,431R,0
AVC_RBT_CNTRL_UNIT,4310,431A,0
AVC_RBT_ROBOT,4310,431A,0
TG11,1810,181A,0
FG126,1810,181A,0
FG126,1810,181B,0
RM12,1810,181B,0
RM120,1810,181B,0
RM122,1810,181B,0
RM124,1810,181B,0
RM128,1810,181B,0
RM13,1810,181B,0
RM14,1810,181B,0
RM16,1810,181B,0
RM20,1810,181B,0
RM27,1810,181B,0
SG124,1810,181B,0
SG21,1810,181B,0
SG22,1810,181B,0
SG224,1810,181B,0
SG25,1810,181B,0
SG23,1810,181B,0
RM129,1810,181B,0
FG130,1810,181A,0
FG130,1810,181B,0
SG30,1810,181B,0
FG228,1810,181A,0
FG228,1810,181B,0
SP001,1810,181B,0
SP002,1810,181B,0
SP003,1810,181B,0
SP004,1810,181B,0
SP005,1810,181B,0
SP006,1810,181B,0
RM33,1810,181B,0
RM34,1810,181B,0
SG27,1810,181B,0
RM233-1,1810,181B,0
RM233-4,1810,181B,0
SG233,1810,181B,0
SG234,1810,181B,0
FG129,1810,181A,0
FG129,1810,181B,0
SG29,1810,181B,0
SGPI001,1810,181B,0
SGPI001-V00,1810,181B,0
RMPI001,1810,181B,0
RMPI002,1810,181B,0
RMPI003,1810,181B,0
RMPI004,1810,181B,0
RMPI005,1810,181B,0
QM006,1810,181B,0
SDBOMERLAHD,1810,181A,0
SDBOMERLAIT01,1810,181A,0
SDBOMERLAIT02,1810,181A,0
SDBOMLUMFHD,1810,181A,0
SDBOMLUMFIT01,1810,181A,0
SDBOMLUMFIT02,1810,181A,0
CM-FL-V01,1810,181A,0
SF-FL-COMB,1810,181B,0
SF-FL-CWEIGHT,1810,181B,0
SF-FL-ELECTRIC,1810,181B,0
SF-FL-TIRE-CUSH,1810,181B,0
SF-FL-TIRE-PNEU,1810,181B,0
CM-MLFL-KM-VXX,1810,181A,0
SF-FL-FORKSEAT-VXX,1810,181B,0
CM-FL-V00,1810,181A,0
FG-FL-MV-V00,1810,181A,0
FG-FL-MV-V01,1810,181A,0
FG-FL-MV-V02,1810,181A,0
F-10A,1810,181A,0
F-10B,1810,181A,0
R-302,1810,181B,0
R-401,1810,181B,0
S-201,1810,181B,0
S-202,1810,181B,0
S-301,1810,181B,0
S-203,1810,181B,0
F-20A,1810,181A,0
R-311,1810,181B,0
R-410,1810,181B,0
R-411,1810,181B,0
R-412,1810,181B,0
S-208,1810,181B,0
S-210,1810,181B,0
S-310,1810,181B,0
S-315,1810,181B,0
SG26,1810,181B,0
SWN-CFG-SW-S1,1810,181B,0
FG1_CP,1810,181A,0
FG1_CP,1810,181B,0
RM1_CP,1810,181B,0
RM2_CP,1810,181B,0
SG1_CP,1810,181B,0
RMJIT01,1810,181B,0
RMJIT02,1810,181B,0
SGJIT01,1810,181B,0
SGJIT02,1810,181B,0
FG111,1810,181A,0
FG111_A,1810,181A,0
FG111_B,1810,181A,0
FG111_C,1810,181A,0
RM27_1,1810,181B,0
AVC_RBT_BASE_FRAME,1810,181B,0
AVC_RBT_CNTRL_CAB,1810,181A,0
AVC_RBT_D_ARM_50,1810,181B,0
AVC_RBT_L_ARM_45,1810,181B,0
TG11,6810,681A,0
TG11,6810,681R,0
FG126,6810,681A,0
FG126,6810,681B,0
FG126,6810,681R,0
RM12,6810,681B,0
RM12,6810,681C,0
RM120,6810,681B,0
RM120,6810,681C,0
RM122,6810,681B,0
RM122,6810,681C,0
RM124,6810,681B,0
RM124,6810,681C,0
RM128,6810,681B,0
RM128,6810,681C,0
RM13,6810,681B,0
RM13,6810,681C,0
RM14,6810,681B,0
RM14,6810,681C,0
RM16,6810,681B,0
RM16,6810,681C,0
RM20,6810,681B,0
RM20,6810,681C,0
RM27,6810,681B,0
RM27,6810,681C,0
SG124,6810,681B,0
SG21,6810,681B,0
SG22,6810,681B,0
SG224,6810,681B,0
SG25,6810,681B,0
SG23,6810,681B,0
RM129,6810,681B,0
RM129,6810,681C,0
FG130,6810,681A,0
FG130,6810,681B,0
SG30,6810,681B,0
FG228,6810,681A,0
FG228,6810,681B,0
FG228,6810,681R,0
SP001,6810,681B,0
SP002,6810,681B,0
SP003,6810,681B,0
SP004,6810,681B,0
SP005,6810,681B,0
SP006,6810,681B,0
RM33,6810,681B,0
RM33,6810,681C,0
RM34,6810,681B,0
RM34,6810,681C,0
SG27,6810,681B,0
RM233-1,6810,681B,0
RM233-2,6810,681E,0
RM233-4,6810,681B,0
SG233,6810,681B,0
SG234,6810,681B,0
FG129,6810,681A,0
FG129,6810,681B,0
SG29,6810,681B,0
RMPI001,6810,681C,0
RMPI002,6810,681C,0
RMPI003,6810,681C,0
RMPI004,6810,681C,0
RMPI005,6810,681C,0
SGPI001,6810,681B,0
SGPI001-V00,6810,681B,0
RMPI001,6810,681B,0
RMPI002,6810,681B,0
RMPI003,6810,681B,0
RMPI004,6810,681B,0
RMPI005,6810,681B,0
QM006,6810,681B,0
SDBOMERLAHD,6810,681A,0
SDBOMERLAHD,6810,681R,0
SDBOMERLAIT01,6810,681A,0
SDBOMERLAIT01,6810,681R,0
SDBOMERLAIT02,6810,681A,0
SDBOMERLAIT02,6810,681R,0
SDBOMLUMFHD,6810,681A,0
SDBOMLUMFHD,6810,681R,0
SDBOMLUMFIT01,6810,681A,0
SDBOMLUMFIT01,6810,681R,0
SDBOMLUMFIT02,6810,681A,0
SDBOMLUMFIT02,6810,681R,0
CM-FL-V01,6810,681A,0
SF-FL-COMB,6810,681B,0
SF-FL-CWEIGHT,6810,681B,0
SF-FL-ELECTRIC,6810,681B,0
SF-FL-TIRE-CUSH,6810,681B,0
SF-FL-TIRE-PNEU,6810,681B,0
CM-MLFL-KM-VXX,6810,681A,0
SF-FL-FORKSEAT-VXX,6810,681B,0
CM-FL-V00,6810,681A,0
CM-FL-V00,6810,681R,0
FG-FL-MV-V00,6810,681A,0
FG-FL-MV-V01,6810,681A,0
FG-FL-MV-V02,6810,681A,0
F-10A,6810,681A,0
F-10A,6810,681R,0
F-10B,6810,681A,0
F-10B,6810,681R,0
R-302,6810,681B,0
R-302,6810,681C,0
R-401,6810,681B,0
R-401,6810,681C,0
S-201,6810,681B,0
S-202,6810,681B,0
S-301,6810,681B,0
S-203,6810,681B,0
F-20A,6810,681A,0
F-20A,6810,681R,0
R-311,6810,681B,0
R-311,6810,681C,0
R-410,6810,681B,0
R-410,6810,681C,0
R-411,6810,681B,0
R-411,6810,681C,0
R-412,6810,681B,0
R-412,6810,681C,0
S-208,6810,681B,0
S-210,6810,681B,0
S-310,6810,681B,0
S-315,6810,681B,0
SG26,6810,681B,0
FG1_CP,6810,681A,0
FG1_CP,6810,681B,0
FG1_CP,6810,681R,0
RM1_CP,6810,681B,0
RM1_CP,6810,681C,0
RM2_CP,6810,681B,0
RM2_CP,6810,681C,0
SG1_CP,6810,681B,0
RMJIT01,6810,681B,0
RMJIT01,6810,681C,0
RMJIT02,6810,681B,0
RMJIT02,6810,681C,0
SGJIT01,6810,681B,0
SGJIT02,6810,681B,0
FG111,6810,681A,0
FG111_A,6810,681A,0
FG111_B,6810,681A,0
FG111_C,6810,681A,0
RM27_1,6810,681B,0
RM27_1,6810,681C,0
AVC_RBT_BASE_FRAME,6810,681B,0
AVC_RBT_CNTRL_CAB,6810,681A,0
AVC_RBT_CNTRL_CAB,6810,681R,0
AVC_RBT_D_ARM_50,6810,681B,0
AVC_RBT_L_ARM_45,6810,681B,0
AVC_RBT_SEALING,6810,681A,0
AVC_RBT_SEALING,6810,681R,0
AVC_RBT_APPL_UNIT,6810,681A,0
AVC_RBT_BUNDLE,6810,681A,0
AVC_RBT_CNTRL_BRD,6810,681A,0
AVC_RBT_CNTRL_BRD,6810,681R,0
AVC_RBT_CNTRL_UNIT,6810,681A,0
AVC_RBT_ROBOT,6810,681A,0
TG11,1810,181R,0
FG126,1810,181R,0
RM12,1810,181C,0
RM120,1810,181C,0
RM122,1810,181C,0
RM124,1810,181C,0
RM128,1810,181C,0
RM13,1810,181C,0
RM14,1810,181C,0
RM16,1810,181C,0
RM20,1810,181C,0
RM27,1810,181C,0
RM129,1810,181C,0
FG228,1810,181R,0
RM33,1810,181C,0
RM34,1810,181C,0
RM233-2,1810,181E,0
RMPI001,1810,181C,0
RMPI002,1810,181C,0
RMPI003,1810,181C,0
RMPI004,1810,181C,0
RMPI005,1810,181C,0
SDBOMERLAHD,1810,181R,0
SDBOMERLAIT01,1810,181R,0
SDBOMERLAIT02,1810,181R,0
SDBOMLUMFHD,1810,181R,0
SDBOMLUMFIT01,1810,181R,0
SDBOMLUMFIT02,1810,181R,0
CM-FL-V00,1810,181R,0
F-10A,1810,181R,0
F-10B,1810,181R,0
R-302,1810,181C,0
R-401,1810,181C,0
F-20A,1810,181R,0
R-311,1810,181C,0
R-410,1810,181C,0
R-411,1810,181C,0
R-412,1810,181C,0
FG1_CP,1810,181R,0
RM1_CP,1810,181C,0
RM2_CP,1810,181C,0
RMJIT01,1810,181C,0
RMJIT02,1810,181C,0
RM27_1,1810,181C,0
AVC_RBT_CNTRL_CAB,1810,181R,0
AVC_RBT_SEALING,1810,181A,0
AVC_RBT_SEALING,1810,181R,0
