VBELN,POSNR,MATNR,WERKS,KWMENG,VRKME,NETPR,WAERK,PSTYV
0000002100,000010,MZ-FG-R100,1710,5,ST,565,USD,TAN
0000002101,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002102,000010,MZ-FG-R200,1710,27,ST,3977,USD,TAN
0000002103,000010,MZ-FG-R200,1710,23,ST,3977,USD,TAN
0000002104,000010,MZ-FG-R200,1710,17,ST,3977,USD,TAN
0000002105,000010,MZ-FG-R200,1710,3,ST,3977,USD,TAN
0000002106,000010,MZ-FG-R200,1710,1,ST,3977,USD,TAN
0000002107,000010,MZ-FG-R200,1710,11,ST,3977,USD,TAN
0000002108,000010,MZ-FG-R300,1710,17,ST,7741,USD,TAN
0000002109,000010,MZ-FG-R300,1710,36,ST,7741,USD,TAN
0000002110,000010,MZ-FG-R300,1710,11,ST,7741,USD,TAN
0000002111,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0000002027,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000002028,000010,MZ-FG-R300,1710,26,ST,7741,USD,TAN
0000002029,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0000002030,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000002031,000010,MZ-FG-R300,1710,40,ST,7741,USD,TAN
0000002032,000010,MZ-FG-R300,1710,24,ST,7741,USD,TAN
0020000996,000010,MZ-FG-R200,1710,30,ST,3977,USD,AGN
0020000990,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0020000986,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0000004615,000020,AVC_RBT_ROBOT,1710,1,ST,77500,USD,CBTC
8000000233,000020,TG11,1710,1,ST,17.55,USD,SRVS
0020000115,000010,TG11,1710,5,ST,17.55,USD,AGN
0020001536,000010,MZ-FG-C990,1710,28,ST,1002,USD,AGN
0000000989,000010,MZ-FG-C950,1710,46,ST,675,USD,TAN
0020001882,000010,TG11,1710,5,ST,17.55,USD,AGN
0020001881,000010,TG11,1710,4,ST,17.55,USD,AGN
8000000103,000010,TG11,1710,1,ST,17.55,USD,SRVS
0020001537,000010,MZ-FG-C990,1710,7,ST,1002,USD,AGN
0000004168,000010,MZ-FG-C900,1710,9,ST,440,USD,TAN
0020001541,000010,MZ-FG-C990,1710,22,ST,1002,USD,AGN
0020001103,000010,MZ-FG-C900,1710,20,ST,440,USD,AGN
0020001104,000010,MZ-FG-C900,1710,66,ST,440,USD,AGN
0020001105,000010,MZ-FG-C900,1710,1,ST,440,USD,AGN
0020001106,000010,MZ-FG-C900,1710,119,ST,440,USD,AGN
0020001107,000010,MZ-FG-C900,1710,67,ST,440,USD,AGN
0020001108,000010,MZ-FG-C900,1710,22,ST,440,USD,AGN
0020001109,000010,MZ-FG-C950,1710,27,ST,675,USD,AGN
0020001110,000010,MZ-FG-C950,1710,15,ST,675,USD,AGN
0020001111,000010,MZ-FG-C950,1710,54,ST,675,USD,AGN
0020001112,000010,MZ-FG-C950,1710,16,ST,675,USD,AGN
0020001113,000010,MZ-FG-C950,1710,65,ST,675,USD,AGN
0020001172,000010,MZ-FG-C900,1710,96,ST,440,USD,AGN
0020001173,000010,MZ-FG-C900,1710,9,ST,440,USD,AGN
0020001115,000010,MZ-FG-C990,1710,18,ST,1002,USD,AGN
0020001116,000010,MZ-FG-C990,1710,10,ST,1002,USD,AGN
0020001117,000010,MZ-FG-C990,1710,18,ST,1002,USD,AGN
0020001118,000010,MZ-FG-C990,1710,4,ST,1002,USD,AGN
0020001119,000010,MZ-FG-C990,1710,9,ST,1002,USD,AGN
0020001120,000010,MZ-FG-M500,1710,18,ST,889,USD,AGN
0020001121,000010,MZ-FG-M500,1710,76,ST,889,USD,AGN
0020001122,000010,MZ-FG-M500,1710,30,ST,889,USD,AGN
0020001123,000010,MZ-FG-M500,1710,44,ST,889,USD,AGN
0020001124,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020001125,000010,MZ-FG-M525,1710,29,ST,1587,USD,AGN
0020001126,000010,MZ-FG-M525,1710,35,ST,1587,USD,AGN
0020001127,000010,MZ-FG-M525,1710,103,ST,1587,USD,AGN
0020001128,000010,MZ-FG-M525,1710,128,ST,1587,USD,AGN
0020001129,000010,MZ-FG-M525,1710,18,ST,1587,USD,AGN
0020001130,000010,MZ-FG-M550,1710,5,ST,3892,USD,AGN
0020001131,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001132,000010,MZ-FG-M550,1710,5,ST,3892,USD,AGN
0020001133,000010,MZ-FG-M550,1710,26,ST,3892,USD,AGN
0020001134,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001135,000010,MZ-FG-M550,1710,9,ST,3892,USD,AGN
0020001136,000010,MZ-FG-R100,1710,2,ST,565,USD,AGN
0020001137,000010,MZ-FG-R100,1710,6,ST,565,USD,AGN
0020001138,000010,MZ-FG-R100,1710,63,ST,565,USD,AGN
0020001139,000010,MZ-FG-R100,1710,42,ST,565,USD,AGN
0000002229,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0020001140,000010,MZ-FG-R100,1710,10,ST,565,USD,AGN
0000002230,000010,MZ-FG-R200,1710,5,ST,3977,USD,TAN
0020001141,000010,MZ-FG-R200,1710,13,ST,3977,USD,AGN
0000002231,000010,MZ-FG-R200,1710,22,ST,3977,USD,TAN
0020001142,000010,MZ-FG-R200,1710,5,ST,3977,USD,AGN
0000002232,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0020001143,000010,MZ-FG-R200,1710,22,ST,3977,USD,AGN
0000002233,000010,MZ-FG-R200,1710,21,ST,3977,USD,TAN
0020001144,000010,MZ-FG-R200,1710,13,ST,3977,USD,AGN
0000002234,000010,MZ-FG-R200,1710,19,ST,3977,USD,TAN
0020001145,000010,MZ-FG-R200,1710,21,ST,3977,USD,AGN
0000002235,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0020001146,000010,MZ-FG-R200,1710,19,ST,3977,USD,AGN
0000002236,000010,MZ-FG-R300,1710,9,ST,7741,USD,TAN
0020001147,000010,MZ-FG-R300,1710,2,ST,7741,USD,AGN
0000002238,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0020001148,000010,MZ-FG-R300,1710,9,ST,7741,USD,AGN
0020001174,000010,MZ-FG-C900,1710,4,ST,440,USD,AGN
0020001175,000010,MZ-FG-C950,1710,10,ST,675,USD,AGN
0020001150,000010,MZ-FG-R300,1710,2,ST,7741,USD,AGN
0020001176,000010,MZ-FG-C950,1710,12,ST,675,USD,AGN
0020001177,000010,MZ-FG-C950,1710,4,ST,675,USD,AGN
0000002191,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000002192,000010,MZ-FG-C900,1710,66,ST,440,USD,TAN
0000002193,000010,MZ-FG-C900,1710,1,ST,440,USD,TAN
0000002194,000010,MZ-FG-C900,1710,119,ST,440,USD,TAN
0000002195,000010,MZ-FG-C900,1710,67,ST,440,USD,TAN
0000002196,000010,MZ-FG-C900,1710,22,ST,440,USD,TAN
0000002197,000010,MZ-FG-C950,1710,27,ST,675,USD,TAN
0000002198,000010,MZ-FG-C950,1710,15,ST,675,USD,TAN
0000002199,000010,MZ-FG-C950,1710,54,ST,675,USD,TAN
0000002200,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000002201,000010,MZ-FG-C950,1710,65,ST,675,USD,TAN
0000002203,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000002204,000010,MZ-FG-C990,1710,10,ST,1002,USD,TAN
0000002205,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000002206,000010,MZ-FG-C990,1710,4,ST,1002,USD,TAN
0000002207,000010,MZ-FG-C990,1710,9,ST,1002,USD,TAN
0000002208,000010,MZ-FG-M500,1710,18,ST,889,USD,TAN
0000002209,000010,MZ-FG-M500,1710,76,ST,889,USD,TAN
0000002210,000010,MZ-FG-M500,1710,30,ST,889,USD,TAN
0000002211,000010,MZ-FG-M500,1710,44,ST,889,USD,TAN
0000002212,000010,MZ-FG-M500,1710,10,ST,889,USD,TAN
0000002213,000010,MZ-FG-M525,1710,29,ST,1587,USD,TAN
0000002214,000010,MZ-FG-M525,1710,35,ST,1587,USD,TAN
0000002215,000010,MZ-FG-M525,1710,103,ST,1587,USD,TAN
0000002216,000010,MZ-FG-M525,1710,128,ST,1587,USD,TAN
0000002217,000010,MZ-FG-M525,1710,18,ST,1587,USD,TAN
0000002218,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000002219,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002220,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000002221,000010,MZ-FG-M550,1710,26,ST,3892,USD,TAN
0000002222,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002223,000010,MZ-FG-M550,1710,9,ST,3892,USD,TAN
0000002224,000010,MZ-FG-R100,1710,2,ST,565,USD,TAN
0000002225,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0000002226,000010,MZ-FG-R100,1710,63,ST,565,USD,TAN
0000002227,000010,MZ-FG-R100,1710,42,ST,565,USD,TAN
0020001542,000010,MZ-FG-M500,1710,73,ST,889,USD,AGN
0020001178,000010,MZ-FG-C950,1710,28,ST,675,USD,AGN
0020001179,000010,MZ-FG-C950,1710,26,ST,675,USD,AGN
0020001180,000010,MZ-FG-C950,1710,55,ST,675,USD,AGN
0020001181,000010,MZ-FG-C990,1710,13,ST,1002,USD,AGN
0020001182,000010,MZ-FG-C990,1710,39,ST,1002,USD,AGN
0020001183,000010,MZ-FG-C990,1710,54,ST,1002,USD,AGN
0020001184,000010,MZ-FG-C990,1710,16,ST,1002,USD,AGN
0020001185,000010,MZ-FG-C990,1710,6,ST,1002,USD,AGN
0020001186,000010,MZ-FG-C990,1710,28,ST,1002,USD,AGN
0020001187,000010,MZ-FG-M500,1710,4,ST,889,USD,AGN
0020001188,000010,MZ-FG-M500,1710,3,ST,889,USD,AGN
0020001189,000010,MZ-FG-M500,1710,3,ST,889,USD,AGN
0020001190,000010,MZ-FG-M500,1710,69,ST,889,USD,AGN
0020001191,000010,MZ-FG-M500,1710,14,ST,889,USD,AGN
0020001192,000010,MZ-FG-M500,1710,51,ST,889,USD,AGN
0020001193,000010,MZ-FG-M525,1710,111,ST,1587,USD,AGN
0020001194,000010,MZ-FG-M525,1710,28,ST,1587,USD,AGN
0020001196,000010,MZ-FG-M525,1710,17,ST,1587,USD,AGN
0020001197,000010,MZ-FG-M525,1710,13,ST,1587,USD,AGN
0020001198,000010,MZ-FG-M525,1710,16,ST,1587,USD,AGN
0020001199,000010,MZ-FG-M550,1710,8,ST,3892,USD,AGN
0020001200,000010,MZ-FG-M550,1710,4,ST,3892,USD,AGN
0020001201,000010,MZ-FG-M550,1710,4,ST,3892,USD,AGN
0020001202,000010,MZ-FG-M550,1710,9,ST,3892,USD,AGN
0020001203,000010,MZ-FG-M550,1710,6,ST,3892,USD,AGN
0020001204,000010,MZ-FG-R100,1710,69,ST,565,USD,AGN
0020001205,000010,MZ-FG-R100,1710,31,ST,565,USD,AGN
0020001206,000010,MZ-FG-R100,1710,4,ST,565,USD,AGN
0020001207,000010,MZ-FG-R100,1710,11,ST,565,USD,AGN
0020001209,000010,MZ-FG-R200,1710,23,ST,3977,USD,AGN
0020001210,000010,MZ-FG-R200,1710,4,ST,3977,USD,AGN
0020001211,000010,MZ-FG-R200,1710,10,ST,3977,USD,AGN
0020001212,000010,MZ-FG-R200,1710,5,ST,3977,USD,AGN
0020001213,000010,MZ-FG-R200,1710,7,ST,3977,USD,AGN
0020001214,000010,MZ-FG-R200,1710,18,ST,3977,USD,AGN
0020001215,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0020001216,000010,MZ-FG-R300,1710,3,ST,7741,USD,AGN
0020001217,000010,MZ-FG-R300,1710,10,ST,7741,USD,AGN
0020001218,000010,MZ-FG-R300,1710,12,ST,7741,USD,AGN
0020001219,000010,MZ-FG-R300,1710,26,ST,7741,USD,AGN
0000002259,000010,MZ-FG-C900,1710,48,ST,440,USD,TAN
0000002260,000010,MZ-FG-C900,1710,27,ST,440,USD,TAN
0000002261,000010,MZ-FG-C900,1710,179,ST,440,USD,TAN
0000002262,000010,MZ-FG-C900,1710,96,ST,440,USD,TAN
0000000701,000010,TG11,1710,105,ST,17.55,USD,TAN
0000000702,000010,TG11,1710,99,ST,17.55,USD,TAN
0000002263,000010,MZ-FG-C900,1710,9,ST,440,USD,TAN
0000000703,000010,TG11,1710,138,ST,17.55,USD,TAN
0000002264,000010,MZ-FG-C900,1710,4,ST,440,USD,TAN
0000002265,000010,MZ-FG-C950,1710,10,ST,675,USD,TAN
0000002266,000010,MZ-FG-C950,1710,12,ST,675,USD,TAN
0000002267,000010,MZ-FG-C950,1710,4,ST,675,USD,TAN
0000002268,000010,MZ-FG-C950,1710,28,ST,675,USD,TAN
0000002269,000010,MZ-FG-C950,1710,26,ST,675,USD,TAN
0000002270,000010,MZ-FG-C950,1710,55,ST,675,USD,TAN
0000002271,000010,MZ-FG-C990,1710,13,ST,1002,USD,TAN
0000002272,000010,MZ-FG-C990,1710,39,ST,1002,USD,TAN
0000002273,000010,MZ-FG-C990,1710,54,ST,1002,USD,TAN
0000002274,000010,MZ-FG-C990,1710,16,ST,1002,USD,TAN
0000002275,000010,MZ-FG-C990,1710,6,ST,1002,USD,TAN
0000002276,000010,MZ-FG-C990,1710,28,ST,1002,USD,TAN
0000002277,000010,MZ-FG-M500,1710,4,ST,889,USD,TAN
0000002278,000010,MZ-FG-M500,1710,3,ST,889,USD,TAN
0000002279,000010,MZ-FG-M500,1710,3,ST,889,USD,TAN
0000002280,000010,MZ-FG-M500,1710,69,ST,889,USD,TAN
0000002281,000010,MZ-FG-M500,1710,14,ST,889,USD,TAN
0000002282,000010,MZ-FG-M500,1710,51,ST,889,USD,TAN
0000002283,000010,MZ-FG-M525,1710,111,ST,1587,USD,TAN
0000002284,000010,MZ-FG-M525,1710,28,ST,1587,USD,TAN
0000002286,000010,MZ-FG-M525,1710,17,ST,1587,USD,TAN
0000002287,000010,MZ-FG-M525,1710,13,ST,1587,USD,TAN
0000002288,000010,MZ-FG-M525,1710,16,ST,1587,USD,TAN
0000002289,000010,MZ-FG-M550,1710,8,ST,3892,USD,TAN
0000002290,000010,MZ-FG-M550,1710,4,ST,3892,USD,TAN
0000002291,000010,MZ-FG-M550,1710,4,ST,3892,USD,TAN
0000002292,000010,MZ-FG-M550,1710,9,ST,3892,USD,TAN
0000002293,000010,MZ-FG-M550,1710,6,ST,3892,USD,TAN
0000002294,000010,MZ-FG-R100,1710,69,ST,565,USD,TAN
0000002295,000010,MZ-FG-R100,1710,31,ST,565,USD,TAN
0000002296,000010,MZ-FG-R100,1710,4,ST,565,USD,TAN
0000002297,000010,MZ-FG-R100,1710,11,ST,565,USD,TAN
0000002299,000010,MZ-FG-R200,1710,23,ST,3977,USD,TAN
0000002300,000010,MZ-FG-R200,1710,4,ST,3977,USD,TAN
0000002301,000010,MZ-FG-R200,1710,10,ST,3977,USD,TAN
0000002302,000010,MZ-FG-R200,1710,5,ST,3977,USD,TAN
0000002303,000010,MZ-FG-R200,1710,7,ST,3977,USD,TAN
0000002304,000010,MZ-FG-R200,1710,18,ST,3977,USD,TAN
0000002305,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000002306,000010,MZ-FG-R300,1710,3,ST,7741,USD,TAN
0000002307,000010,MZ-FG-R300,1710,10,ST,7741,USD,TAN
0000002308,000010,MZ-FG-R300,1710,12,ST,7741,USD,TAN
0000002309,000010,MZ-FG-R300,1710,26,ST,7741,USD,TAN
0000000800,000010,TG11,1710,99,ST,17.55,USD,TAN
0000000805,000010,TG11,1710,22,ST,17.55,USD,TAN
0000000806,000010,TG11,1710,27,ST,17.55,USD,TAN
0000000801,000010,TG11,1710,138,ST,17.55,USD,TAN
0000000799,000010,TG11,1710,105,ST,17.55,USD,TAN
0000000802,000010,TG11,1710,122,ST,17.55,USD,TAN
0000000803,000010,TG11,1710,222,ST,17.55,USD,TAN
0000000807,000010,TG11,1710,100,ST,17.55,USD,TAN
0000000808,000010,TG11,1710,105,ST,17.55,USD,TAN
0000002040,000010,CM-FL-V01,1710,1,ST,8000,USD,CBTC
0000000809,000010,TG11,1710,105,ST,17.55,USD,TAN
0000000810,000010,TG11,1710,105,ST,17.55,USD,TAN
0000000811,000010,TG11,1710,105,ST,17.55,USD,TAN
0000001874,000010,TG11,1710,10,ST,17.55,USD,TAN
0020001543,000010,MZ-FG-M500,1710,4,ST,889,USD,AGN
0020001544,000010,MZ-FG-M500,1710,12,ST,889,USD,AGN
0000002099,000010,MZ-FG-R100,1710,13,ST,565,USD,TAN
0020001061,000010,MZ-FG-R100,1710,13,ST,565,USD,AGN
0020001545,000010,MZ-FG-M500,1710,51,ST,889,USD,AGN
0020001238,000010,MZ-FG-C900,1710,97,ST,440,USD,AGN
0020001239,000010,MZ-FG-C900,1710,12,ST,440,USD,AGN
0020001240,000010,MZ-FG-C900,1710,44,ST,440,USD,AGN
0020001241,000010,MZ-FG-C900,1710,6,ST,440,USD,AGN
0020001242,000010,MZ-FG-C900,1710,31,ST,440,USD,AGN
0020001243,000010,MZ-FG-C900,1710,1,ST,440,USD,AGN
0020001244,000010,MZ-FG-C950,1710,30,ST,675,USD,AGN
0020001245,000010,MZ-FG-C950,1710,3,ST,675,USD,AGN
0020001246,000010,MZ-FG-C950,1710,3,ST,675,USD,AGN
0020001247,000010,MZ-FG-C950,1710,3,ST,675,USD,AGN
0020001248,000010,MZ-FG-C950,1710,2,ST,675,USD,AGN
0020001249,000010,MZ-FG-C950,1710,42,ST,675,USD,AGN
0020001250,000010,MZ-FG-C990,1710,46,ST,1002,USD,AGN
0020001251,000010,MZ-FG-C990,1710,2,ST,1002,USD,AGN
0020001252,000010,MZ-FG-C990,1710,42,ST,1002,USD,AGN
0020001253,000010,MZ-FG-C990,1710,32,ST,1002,USD,AGN
0020001254,000010,MZ-FG-C990,1710,18,ST,1002,USD,AGN
0020001255,000010,MZ-FG-C990,1710,24,ST,1002,USD,AGN
0020001256,000010,MZ-FG-M500,1710,5,ST,889,USD,AGN
0020001257,000010,MZ-FG-M500,1710,1,ST,889,USD,AGN
0020001258,000010,MZ-FG-M500,1710,29,ST,889,USD,AGN
0020001259,000010,MZ-FG-M500,1710,2,ST,889,USD,AGN
0020001260,000010,MZ-FG-M500,1710,58,ST,889,USD,AGN
0020001261,000010,MZ-FG-M525,1710,21,ST,1587,USD,AGN
0020001262,000010,MZ-FG-M525,1710,12,ST,1587,USD,AGN
0020001263,000010,MZ-FG-M525,1710,38,ST,1587,USD,AGN
0020001264,000010,MZ-FG-M525,1710,7,ST,1587,USD,AGN
0020001265,000010,MZ-FG-M525,1710,56,ST,1587,USD,AGN
0020001266,000010,MZ-FG-M525,1710,18,ST,1587,USD,AGN
0020001267,000010,MZ-FG-M550,1710,3,ST,3892,USD,AGN
0020001268,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001269,000010,MZ-FG-M550,1710,3,ST,3892,USD,AGN
0020001270,000010,MZ-FG-M550,1710,24,ST,3892,USD,AGN
0020001271,000010,MZ-FG-M550,1710,2,ST,3892,USD,AGN
0020001272,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0020001273,000010,MZ-FG-R100,1710,8,ST,565,USD,AGN
0020001274,000010,MZ-FG-R100,1710,6,ST,565,USD,AGN
0020001275,000010,MZ-FG-R100,1710,27,ST,565,USD,AGN
0020001276,000010,MZ-FG-R100,1710,7,ST,565,USD,AGN
0000002372,000010,MZ-FG-R200,1710,8,ST,3977,USD,TAN
0020001277,000010,MZ-FG-R100,1710,18,ST,565,USD,AGN
0000002373,000010,MZ-FG-R200,1710,6,ST,3977,USD,TAN
0020001278,000010,MZ-FG-R200,1710,16,ST,3977,USD,AGN
0000002374,000010,MZ-FG-R200,1710,2,ST,3977,USD,TAN
0020001279,000010,MZ-FG-R200,1710,8,ST,3977,USD,AGN
0000002375,000010,MZ-FG-R200,1710,22,ST,3977,USD,TAN
0020001280,000010,MZ-FG-R200,1710,6,ST,3977,USD,AGN
0000002376,000010,MZ-FG-R200,1710,26,ST,3977,USD,TAN
0020001281,000010,MZ-FG-R200,1710,2,ST,3977,USD,AGN
0000002377,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0020001282,000010,MZ-FG-R200,1710,22,ST,3977,USD,AGN
0000002378,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0020001283,000010,MZ-FG-R200,1710,26,ST,3977,USD,AGN
0000002379,000010,MZ-FG-R300,1710,38,ST,7741,USD,TAN
0020001284,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0000002380,000010,MZ-FG-R300,1710,16,ST,7741,USD,TAN
0020001285,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0000002381,000010,MZ-FG-R300,1710,21,ST,7741,USD,TAN
0020001286,000010,MZ-FG-R300,1710,38,ST,7741,USD,AGN
0000002382,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0020001287,000010,MZ-FG-R300,1710,16,ST,7741,USD,AGN
0020001288,000010,MZ-FG-R300,1710,21,ST,7741,USD,AGN
0020001289,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0020001308,000010,MZ-FG-C900,1710,9,ST,440,USD,AGN
0020001309,000010,MZ-FG-C900,1710,268,ST,440,USD,AGN
0000002331,000010,MZ-FG-C900,1710,97,ST,440,USD,TAN
0000002332,000010,MZ-FG-C900,1710,12,ST,440,USD,TAN
0000002333,000010,MZ-FG-C900,1710,44,ST,440,USD,TAN
0000002334,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000002335,000010,MZ-FG-C900,1710,31,ST,440,USD,TAN
0000002336,000010,MZ-FG-C900,1710,1,ST,440,USD,TAN
0000002337,000010,MZ-FG-C950,1710,30,ST,675,USD,TAN
0000002338,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000002339,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000002340,000010,MZ-FG-C950,1710,3,ST,675,USD,TAN
0000002341,000010,MZ-FG-C950,1710,2,ST,675,USD,TAN
0000002342,000010,MZ-FG-C950,1710,42,ST,675,USD,TAN
0000002343,000010,MZ-FG-C990,1710,46,ST,1002,USD,TAN
0000002344,000010,MZ-FG-C990,1710,2,ST,1002,USD,TAN
0000002345,000010,MZ-FG-C990,1710,42,ST,1002,USD,TAN
0000002346,000010,MZ-FG-C990,1710,32,ST,1002,USD,TAN
0000002347,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000002348,000010,MZ-FG-C990,1710,24,ST,1002,USD,TAN
0000002349,000010,MZ-FG-M500,1710,5,ST,889,USD,TAN
0000002350,000010,MZ-FG-M500,1710,1,ST,889,USD,TAN
0000002351,000010,MZ-FG-M500,1710,29,ST,889,USD,TAN
0000002352,000010,MZ-FG-M500,1710,2,ST,889,USD,TAN
0000002353,000010,MZ-FG-M500,1710,58,ST,889,USD,TAN
0000002354,000010,MZ-FG-M525,1710,21,ST,1587,USD,TAN
0000002355,000010,MZ-FG-M525,1710,12,ST,1587,USD,TAN
0000002356,000010,MZ-FG-M525,1710,38,ST,1587,USD,TAN
0000002357,000010,MZ-FG-M525,1710,7,ST,1587,USD,TAN
0000002358,000010,MZ-FG-M525,1710,56,ST,1587,USD,TAN
0000002359,000010,MZ-FG-M525,1710,18,ST,1587,USD,TAN
0000002360,000010,MZ-FG-M550,1710,3,ST,3892,USD,TAN
0000002361,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002362,000010,MZ-FG-M550,1710,3,ST,3892,USD,TAN
0000002363,000010,MZ-FG-M550,1710,24,ST,3892,USD,TAN
0000002364,000010,MZ-FG-M550,1710,2,ST,3892,USD,TAN
0000002365,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002366,000010,MZ-FG-R100,1710,8,ST,565,USD,TAN
0000002367,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0000002368,000010,MZ-FG-R100,1710,27,ST,565,USD,TAN
0000002369,000010,MZ-FG-R100,1710,7,ST,565,USD,TAN
0000002370,000010,MZ-FG-R100,1710,18,ST,565,USD,TAN
0000002371,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0020001310,000010,MZ-FG-C900,1710,7,ST,440,USD,AGN
0020001311,000010,MZ-FG-C900,1710,29,ST,440,USD,AGN
0020001312,000010,MZ-FG-C900,1710,5,ST,440,USD,AGN
0020001313,000010,MZ-FG-C900,1710,58,ST,440,USD,AGN
0020001314,000010,MZ-FG-C950,1710,81,ST,675,USD,AGN
0020001315,000010,MZ-FG-C950,1710,48,ST,675,USD,AGN
0020001316,000010,MZ-FG-C950,1710,14,ST,675,USD,AGN
0020001317,000010,MZ-FG-C950,1710,35,ST,675,USD,AGN
0020001318,000010,MZ-FG-C950,1710,36,ST,675,USD,AGN
0020001319,000010,MZ-FG-C950,1710,21,ST,675,USD,AGN
0020001320,000010,MZ-FG-C990,1710,61,ST,1002,USD,AGN
0020001321,000010,MZ-FG-C990,1710,58,ST,1002,USD,AGN
0020001322,000010,MZ-FG-C990,1710,30,ST,1002,USD,AGN
0020001323,000010,MZ-FG-C990,1710,14,ST,1002,USD,AGN
0020001324,000010,MZ-FG-C990,1710,78,ST,1002,USD,AGN
0020001325,000010,MZ-FG-C990,1710,12,ST,1002,USD,AGN
0020001326,000010,MZ-FG-M500,1710,21,ST,889,USD,AGN
0020001327,000010,MZ-FG-M500,1710,2,ST,889,USD,AGN
0020001328,000010,MZ-FG-M500,1710,50,ST,889,USD,AGN
0020001329,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020001330,000010,MZ-FG-M500,1710,36,ST,889,USD,AGN
0020001331,000010,MZ-FG-M500,1710,7,ST,889,USD,AGN
0020001332,000010,MZ-FG-M525,1710,128,ST,1587,USD,AGN
0020001333,000010,MZ-FG-M525,1710,45,ST,1587,USD,AGN
0020001334,000010,MZ-FG-M525,1710,52,ST,1587,USD,AGN
0020001335,000010,MZ-FG-M525,1710,14,ST,1587,USD,AGN
0020001336,000010,MZ-FG-M525,1710,125,ST,1587,USD,AGN
0020001337,000010,MZ-FG-M525,1710,30,ST,1587,USD,AGN
0020001338,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001339,000010,MZ-FG-M550,1710,5,ST,3892,USD,AGN
0020001340,000010,MZ-FG-M550,1710,5,ST,3892,USD,AGN
0020001341,000010,MZ-FG-M550,1710,2,ST,3892,USD,AGN
0020001342,000010,MZ-FG-M550,1710,33,ST,3892,USD,AGN
0020001343,000010,MZ-FG-M550,1710,18,ST,3892,USD,AGN
0020001344,000010,MZ-FG-R100,1710,35,ST,565,USD,AGN
0020001345,000010,MZ-FG-R100,1710,2,ST,565,USD,AGN
0000002441,000010,MZ-FG-R100,1710,70,ST,565,USD,TAN
0020001346,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0000002442,000010,MZ-FG-R100,1710,49,ST,565,USD,TAN
0020001347,000010,MZ-FG-R100,1710,10,ST,565,USD,AGN
0000002443,000010,MZ-FG-R200,1710,15,ST,3977,USD,TAN
0020001348,000010,MZ-FG-R100,1710,70,ST,565,USD,AGN
0000002444,000010,MZ-FG-R200,1710,21,ST,3977,USD,TAN
0020001349,000010,MZ-FG-R100,1710,49,ST,565,USD,AGN
0000002445,000010,MZ-FG-R200,1710,12,ST,3977,USD,TAN
0020001350,000010,MZ-FG-R200,1710,15,ST,3977,USD,AGN
0000002446,000010,MZ-FG-R200,1710,18,ST,3977,USD,TAN
