MATNR,SPRAS,MAKTX
EWMS4-502,D,"RAW502, Schnelldreher"
EWMS4-503,D,"RAW503, Schnelldreher"
EWMS4-601,D,"RAW601, Schnelldreher"
F-10A,D,"FIN10A, MTS-DDMRP, PD"
F-10B,D,"FIN10B, MTS-DDMRP, PD"
RM33,D,"RAW33, PD, Lohnbearbeitung"
RM34,D,"RAW34, PD, Lohnbearbeitung"
SG27,D,"SEMI27, PD, Lohnbearbeitung"
CM-MLFL-KM-VXX,D,Mehrebenen-Gabelstapler
FG-FL-MV-V01,D,Gabelstapler - Materialvariante 1
FG-FL-MV-V02,D,Gabelstapler - Materialvariante 2
F-20A,D,"FIN20A, Lagerfertigung - DDMRP, PD"
R-311,D,"RAW311, PD"
R-410,D,"RAW410, PD"
R-411,D,"RAW411, PD"
R-412,D,"RAW412, PD"
FGIPD001,D,Arbeitsplatz
RMIPD001,D,ARM Hardware 1
RMIPD002,D,ARM Hardware 2
SWNIPD001,D,ARM Software 1
SG26,D,"SEMI26,PD, Lohnbearbeitung"
SGPI001-V00,D,AUSBEUTE 1
FG1_CP,D,"KP-FE1, Welle mit Wälzlagern"
RM1_CP,D,"KP-RS1, Stahl"
RM2_CP,D,"KP-RS2, Wälzlager"
RM3_CP,D,"KP-RS3, Sicherungsring"
RM4_CP,D,"KP-RS4, Verpackungsmaterial"
SG1_CP,D,"KP-HF1, Welle"
FGME01,D,"FIN01, LF, ME-Integration, A"
FGME02,D,"FIN02, LF, ME-Integration, A"
RMME01,D,"RAW01, LF, ME-Integration, A"
RMME02,D,"RAW02, LF, ME-Integration, A"
RMME03,D,"RAW03, LF, ME-Integration, A"
RMME04,D,"RAW04, LF, ME-Integration, A"
RMME05,D,"RAW05, LF, ME-Integration, A"
RMME06,D,"RAW06, LF, ME-Integration, A"
RMME07,D,"RAW07, LF, ME-Integration, A"
SGME01,D,"SEMI01, LF, ME-Integration, A"
SGME02,D,"SEMI02, LF, ME-Integration, A"
FGME03,D,"FIN03, LF, ME-Integration, B"
FGME04,D,"FIN04, LF, ME-Integration, B"
SGME03,D,"SEMI03, LF, ME-Integration, B"
SGME04,D,"SEMI04, LF, ME-Integration, B"
FG126_V1,D,"FIN126, MTS-DI, PD, Serialnummer"
RM235,D,"RAW235, VB"
QM006,D,QM: PRODUKTIONSCHARGE
FG2_CP,D,"CP-FG2, abgefüllte Tinte, 15 ml"
RM5_CP,D,"CP-RM5, Firnis"
RM6_CP,D,"CP-RM6, Pigment"
RM7_CP,D,"CP-RM7, Etikett"
RM8_CP,D,"CP-RM8, Flasche"
SG2_CP,D,"CP-SG2, abgefüllte Tinte"
SG-WPR-MOTOR,D,Wischermotor
FG111,D,"FIN111, MTS-DI, PD"
FG111_A,D,"FIN111_A,MTS-DI,PD"
FG111_B,D,"FIN111_B, MTS-DI, PD"
FG111_C,D,"FIN111_C, MTS-DI, PD"
RM27_1,D,"RAW27_1, PD, Verpackung"
RM1420,D,"RM1420, PD, Lösemittel"
RM1430,D,"RM1430, PD, Katalysator"
SG2200,D,"SEMI2200,LF-PI,PD,mit Kupp.-u.NebProdukt"
SG7100,D,"SEMI7100, PD, Nebenprodukt"
SG9100,D,"SEMI9100, PD, Kuppelprodukt"
SG1010,D,"SEMI1010, PD, Silomaterial mit Charge"
FG29-1,D,"FIN29-1, MTS-PI, mit Silomaterial"
FG6200,D,"FIN6200, KDE-PV, PD, Charge"
SG6100,D,"SEMI6100, PV, PD, Charge"
FG6500,D,"FIN6500, PV, PD, Material Tankanhänger"
ZCART01,D,Druckerkartusche AB01
ZTRAY01,D,Papierfach für Drucker Professional
ZPRINTER01,D,Drucker Professional ABC
SG234,D,"SEMI233, PD, KANBAN, LF"
RMJIT01,D,"RAW01,JIT,Serienfertigung"
RMJIT02,D,"RAW02,JIT,Serienfertigung"
SGJIT01,D,"SEMI01,JIT,Serienfertigung"
SGJIT02,D,"SEMI02,JIT,Serienfertigung"
SG8100,D,"SEMI8100, PD, Kuppelprod., Festpreis"
PIP01,D,Pipelinematerial 01
AVC_RBT_APPL_UNIT,D,Anwendungseinheit
AVC_RBT_BASE_FRAME,D,Grundrahmen
AVC_RBT_BUNDLE,D,Roboterbündel
AVC_RBT_CNTRL_BRD,D,Bedienungspult (programmierbar)
AVC_RBT_CNTRL_CAB,D,Schaltschrank
AVC_RBT_CNTRL_UNIT,D,Steuereinheit
AVC_RBT_ROBOT,D,Roboterbasiseinheit
AVC_RBT_SEALING,D,Versiegelungseinheit
FG227,D,"FIN228, KDE, PD, FIFO Charge"
FG3_CP,D,"KP-FE1, Welle mit Wälzlagern"
SG3_CP,D,"KP-HF1, Welle"
CM-FL-V00-3P,D,Gabelstapler für Dritte
AVC_RBT_BRD_PAINT,D,Bedienungspult (Lackierung)
AVC_RBT_BRD_SEAL,D,Bedienungspult (Versiegelung)
AVC_RBT_CONTROL,D,Steuereinheit (konfigurierbar)
AVC_RBT_LINK_ARM,D,Verbindungsarm (konfigurierbar)
AVC_RBT_ROBOT2,D,Mehrstufiger Roboter
SGPCSVT01,D,Halbfabrikat SVT 01
FG126_B,D,"FIN126, MTS-DI, PD, Serialnummer"
FG126_V9,D,"FIN126, MTS-DI, PD, Serialnummer"
CM-FL-V02,D,Gabelstapler
RM27,D,"RAW27, PD, Verpackungsbox V21"
AVC_RBT_L_ARM_45,D,Antriebsarmlänge 45
AVC_RBT_D_ARM_50,D,Antriebsarmlänge 50
FG130,D,"FIN130,MTS-DI,PD,PP"
SG30,D,"SEM30,PD,PP"
SGJIT02-SERIALIZED,D,"SERIALISIERTES MATERIAL, JIT"
FG202,D,Fertigerzeugnisse FG202
RM203,D,Rohstoff RM203
RM204,D,Rohstoff RM204
S-201,D,"SEMI201, MTS, D1, Zwischenbaugruppe"
S-202,D,"SEMI202, MTS, D1"
S-301,D,"SEMI301, MTS, PD, Zwischenbaugruppe"
SG24,D,"SEMI24, PD, FIFO Charge"
RMPI001,D,Einsatz 1 (WASSER)
RMPI002,D,Einsatz 2 (STOFF 2)
RMPI003,D,Einsatz 3 (STOFF 3)
RMPI004,D,Einsatz 4 (Stoff 4)
RMPI005,D,Einsatz 5 (blaue Farbe)
SF-FL-COMB,D,Gabelstapler Basis Verbrennungsmodell
SF-FL-ELECTRIC,D,Gabelstapler Basis elektrisches Modell
SF-FL-CWEIGHT,D,Gabelstapler - Gewichtsausgleichsplatte
SF-FL-TIRE-CUSH,D,Gabelstapler - Hohlkammerreifen
SF-FL-TIRE-PNEU,D,Gabelstapler - Luftreifen
SP001,D,Lager
SP002,D,Kupplung
SP003,D,Welle
SP004,D,Dichtungsringe 1 mm
SP005,D,Gleitringdichtung
SP006,D,Stirnradgetriebe IS651
SF-FL-FORKSEAT-VXX,D,Sitztyp des Gabelstaplers (HALB)
S-203,D,"SEMI203,D1"
S-208,D,"SEMI208, Lagerfert., PD, Zwischenbaugr."
S-210,D,"SEMI210, Lagerfert., PD, Zwischenbaugr."
S-310,D,"SEM310, Lagerfert., PD, Zwischenbaugr."
S-315,D,"SEM315, Lagerfert., PD, Zwischenbaugr."
SG-CFP,D,Zentrifugalpumpe
SG-CFP-ADAPTER,D,Adapter
SG-CFP-B-BRNG,D,Kugellager
SG-CFP-BRNG-BRKT,D,Lagerbügel
SG-CFP-CON,D,Konnektor
SG-CFP-CON_BK,D,Hinterer Konnektor
SG-CFP-CON_BX_CVR,D,Deckel Konnektorbox
SG-CFP-COUPLER,D,Verbindungsstück
SG-CFP-F-SENSOR,D,Durchflusssensor
SG-CFP-HARNESS,D,Gurt
SG-CFP-HOUSING,D,Pumpengehäuse
SG-CFP-IMPELLER,D,Flügelrad
SG-CFP-INBRD_CVR,D,Innendeckel
SG-CFP-SEAL,D,Dichtung
SG-CFP-SHAFT,D,Welle
SG-CFP-V-SENSOR,D,Vibrationssensor
SWN-CFG-SW-S1,D,Software S1
SDBOMERLAHD,D,SD-Stücklistenkopf ERLA
SDBOMERLAIT01,D,SD-Stückliste ERLA Position 01
SDBOMERLAIT02,D,SD-Stückliste ERLA Position 02
SDBOMLUMFHD,D,SD-Stücklistenkopf LUMF
SDBOMLUMFIT01,D,SD-Stückliste LUMF Position 01
SDBOMLUMFIT02,D,SD-Stückliste LUMF Position 02
RMME08,D,"RAW08, LF, ME-Integration, A"
RMME10,D,"RAW10, LF, ME-Integration, B"
RMME11,D,"RAW11, LF, ME-Integration, B"
RMME12,D,"RAW12, LF, ME-Integration, B"
RMME13,D,"RAW13, LF, ME-Integration, B"
RMME14,D,"RAW14, LF, ME-Integration, B"
RMME15,D,"RAW15, LF, ME-Integration, B"
RMME16,D,"RAW16, LF, ME-Integration, B"
SG-WPM-ELEC-PLUG,D,Elektrostecker
SG-WPM-GEAR-HSNG,D,Getriebegehäuse
SG-WPM-MOTOR-HSG,D,Motorgehäuse
SG-WPM-RING-GEAR,D,Zahnrad
RMPC07,D,Rohstoff PMA 07
RMPC08,D,Rohstoff PMA 08
CSSRV_01,D,Service
FG329_B1,뱋,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,쁩,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,4,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,8,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,B,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,D,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,G,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,K,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,O,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,T,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG329_B1,d,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG228,D,"FIN228,KDE,PD,FIFO"
FG326-V3,1,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,2,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,4,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,8,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,B,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,D,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,G,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,K,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,O,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,T,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,c,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,d,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,뱋,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326-V3,쁩,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,1,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,2,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,4,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,8,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,B,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,D,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,G,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,K,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,O,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,T,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,c,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,d,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,뱋,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
FG326_V4,쁩,"FIN326,PLM,MTS-DI,PD,Batch-Fifo"
AVC_RBT_ROBOTS,D,Roboterbasiseinheit
AVC_RBT_ROBO,D,Roboterbasiseinheit
AVC_RB_ROBOTS,D,Roboterbasiseinheit
AVC_RB_ROBOTICS,D,Roboterbasiseinheit
D2O_09077205423_C,D,Halterung mit Sensoren und Filter
SOM_MSU_CLD_INFRA,D,Cloud-Infrastruktur mit mehreren Ebenen
SOM_MSU_WL_VM,D,Workload - Virtual Machine
SOM_SCR_CLD_STR,D,Cloud-Abonnement-Speicher
SOM_SCR_VM_INST_GP,D,VM-Instanz - allgemeine Zwecke
SOM_SCR_VM_INST_SO,D,VM-Instanz - speicheroptimiert
SOM_SCR_WL_BR_MTL,D,Workload - Bare Metal
FG1_DS,D,"FG1-DS, Welle mit Wälzlagern"
RM1_DS,D,"RM1-DS, Stahl"
RM2_DS,D,"RM1-DS, Stahl"
SG1_DS,D,"SG1-DS, Welle"
FG2_DS,D,"FIN FG2 _DS , KDE"
RM3_DS,D,ROHSTOFF RM3_DS
RM4_DS,D,ROHSTOFF RM4_DS
SG2_DS,D,HALBFABRIKAT SG2_DS
ZPRINTER_BOM01,D,Drucker-BOM 01
RM120,F,"RAW120,PD,ContrôleQualité"
RM122,F,"RAW122,PD,FIFOparLot,Importation"
RM124,F,"RAW124,VB,Consommation,EmplacementFixe"
RM128,F,"RAW128,PD,Consignation"
RM27,F,"RAW27,PD,BoîteEmballage"
FG126,F,"FIN126,MTS-DI,PD,Nºsérie"
FG226,F,"FIN226,MTO,PD,FIFOparLot"
SP002,F,Accouplement
SP004,F,Joints d'étanchéité 1mm
SP005,F,Garniture mécanique
SP006,F,Engrenage droit IS651
RM233-1,F,"RAW233-1, PD, KANBAN Transfert de stock"
RM233-2,F,"RAW233-2,ND,KANBAN,programmes livraisons"
RM233-4,F,"RAW233-4,ND,KANBAN,programmes livraisons"
RM234,F,"RAW234,VB,Fabrication répétitive"
S-201,F,"SEMI201,MTS,D1,sous-ensemble"
S-202,F,"SEMI202,MTS,D1"
S-301,F,"SEMI301,MTS,PD,sous-ensemble"
R-302,F,"RAW302,PD"
R-401,F,"RAW401,D1"
RM09,F,"RAW09,PD,FIFOparLot"
RM12,F,"RAW12,PD,FabricationRépétitive"
RM13,F,"RAW13,PD,Sous-traitance"
RM14,F,"RAW14,PD,Sous-traitance"
RM19,F,"RAW19,PD,FIFOparLot,QMsimple"
FG233,F,"FERT 233, PD, Fabrication répétitive"
RMPI001,F,Entrée 1 (EAU)
RMPI002,F,Entrée 2 (AGENT 2)
RMPI003,F,Entrée 3 (AGENT 3)
RMPI004,F,Entrée 4 (AGENT 4)
RMPI005,F,Entrée 5 (couleur bleue)
SF-FL-COMB,F,Chariot élévateur à combustion
SF-FL-ELECTRIC,F,Chariot élévateur électrique
SF-FL-CWEIGHT,F,Chariot élévateur - Contrepoids
RM15,F,"RAW15,PD"
RM16,F,"RAW16,PD"
RM17,F,"RAW17,PD"
RM18,F,"RAW18,PD"
RM20,F,"RAW20,PD"
RM30,F,"RAW30,VB,FIFOparLot"
SG124,F,"SEMI124,PD,Sous-ensemble"
SG21,F,"SEMI21,PD,FabricationRépétitive"
SG224,F,"SEMI224,MTO,PD,Sous-ensemble"
SG22,F,"SEMI22,PD,Fictif"
SG23,F,"SEMI23,PD,Sous-traitance"
SG24,F,"SEMI24,PD,FIFOparLot"
SG25,F,"SEMI25,PD,ApprovisionnementExterne"
FG29,F,"FIN29,MTS-PI,PD,DateExpirationLot"
RM129,F,"RAW129,PD"
SGPI001,F,SORTIE 1
CM-FL-V01,F,Chariot élévateur
CM-FL-V00,F,Chariot élévateur
SP003,F,Arbre
SG233,F,"SEMI233,PD,KANBAN,Fabrication répétitive"
SG29,F,"SEM29,PD,QM"
FG129,F,"FIN129,MTS-DI,PD,QM"
EWMS4-502,F,"RAW502,à forte rotation"
EWMS4-503,F,"RAW503,à forte rotation"
EWMS4-601,F,"RAW601,à forte rotation"
F-10A,F,"FIN10A,MTS-DDMRP,PD"
F-10B,F,"FIN10B,MTS-DDMRP,PD"
SF-FL-TIRE-CUSH,F,Chariot élévateur - Pneus bandage plein
SF-FL-TIRE-PNEU,F,Chariot élévateur - Pneumatiques
FG-FL-MV-V00,F,Chariot élévateur - Variante de produit
EWMS4-50,F,"FIN50,à forte rotation"
RM33,F,"RAW33,PD,Sous-traitance"
RM34,F,"RAW34,PD,Sous-traitance"
SG27,F,"SEMI27,PD,Sous-traitance"
FG326,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
CM-MLFL-KM-VXX,F,Chariot élévateur multi-niveaux
SF-FL-FORKSEAT-VXX,F,Type de siège chariot élévateur (HALB)
FG-FL-MV-V01,F,Chariot élévateur - Variante produit 1
FG-FL-MV-V02,F,Chariot élévateur - Variante produit 2
S-203,F,"SEMI203,D1"
F-20A,F,"FIN20A,MTS-DDMRP,PD"
R-311,F,"RAW311,PD"
R-410,F,"RAW410,PD"
R-411,F,"RAW411,PD"
R-412,F,"RAW412,PD"
S-208,F,"SEMI208,MTS,PD,sous-ensemble"
S-210,F,"SEMI210,MTS,PD,sous-ensemble"
S-310,F,"SEM310,MTS,PD,sous-ensemble"
S-315,F,"SEM315,MTS,PD,sous-ensemble"
FGIPD001,F,Place
SG26,F,"SEMI26,PD,sous-traitance"
SGPI001-V00,F,SORTIE 1
SG-CFP-ADAPTER,F,Adaptateur
SG-CFP-B-BRNG,F,Roulement à billes
SG-CFP-BRNG-BRKT,F,Console terminale
SG-CFP-CON,F,Connecteur
SG-CFP-CON_BK,F,Arrière du connecteur
SG-CFP-CON_BX_CVR,F,Couvercle de boîtier du connecteur
SG-CFP-COUPLER,F,Coupleur
SG-CFP-F-SENSOR,F,Capteur de débit
SG-CFP-HARNESS,F,Harnais
SG-CFP-HOUSING,F,Corps de pompe
SG-CFP-IMPELLER,F,Roue
SG-CFP-INBRD_CVR,F,Couvercle interne
SG-CFP-SEAL,F,Joint
SG-CFP-SHAFT,F,Arbre
SG-CFP-V-SENSOR,F,Capteur de vibration
FG1_CP,F,"CP-FG1, arbre avec roulements"
RM1_CP,F,"CP-RM1, acier"
RM2_CP,F,"CP-RM2, roulement"
RM3_CP,F,"CP-RM3, bague d'arrêt"
RM4_CP,F,"CP-RM4, matériau d'emballage"
SG1_CP,F,"CP-SG1, arbre"
SDBOMERLAHD,F,ERLA en-tête de nomenclature SD
FGME01,F,"FIN01, prod. s/ stock, intégration ME, A"
FGME02,F,"FIN02, prod. s/ stock, intégration ME, A"
RMME01,F,"RAW01, prod. s/ stock, intégration ME, A"
RMME02,F,"RAW02, prod. s/ stock, intégration ME, A"
RMME03,F,"RAW03, prod. s/ stock, intégration ME, A"
RMME04,F,"RAW04, prod. s/ stock, intégration ME, A"
RMME05,F,"RAW05, prod. s/ stock, intégration ME, A"
RMME06,F,"RAW06, prod. s/ stock, intégration ME, A"
RMME07,F,"RAW07, prod. s/ stock, intégration ME, A"
RMME08,F,"RAW08, prod. s/ stock, intégration ME, A"
SGME01,F,"SEMI01, prod. s/ stock, intégration ME,A"
SGME02,F,"SEMI02, prod. s/ stock, intégration ME,A"
FGME03,F,"FIN03, prod. s/ stock, intégration ME, B"
FGME04,F,"FIN04, prod. s/ stock, intégration ME, B"
RMME10,F,"RAW10, prod. s/ stock, intégration ME, B"
RMME11,F,"RAW11, prod. s/ stock, intégration ME, B"
RMME12,F,"RAW12, prod. s/ stock, intégration ME, B"
RMME13,F,"RAW13, prod. s/ stock, intégration ME, B"
RMME14,F,"RAW14, prod. s/ stock, intégration ME, B"
RMME15,F,"RAW15, prod. s/ stock, intégration ME, B"
RMME16,F,"RAW16, prod. s/ stock, intégration ME, B"
SGME03,F,"SEMI03, prod. s/ stock, intégration ME,B"
SGME04,F,"SEMI04, prod. s/ stock, intégration ME,B"
FG326_V1,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG126_V1,F,"FIN126,MTS-DI,PD,Nºsérie"
RM235,F,"RAW235,VB"
FG2_CP,F,"CP-FG2, encre en bouteille, 15 ml"
RM5_CP,F,"CP-RM5, vernis"
RM6_CP,F,"CP-RM6, pigment"
RM7_CP,F,"CP-RM7, étiquette"
RM8_CP,F,"CP-RM8, bouteille"
SG2_CP,F,"CP-SG2, encre en bouteille"
SG-WPM-ELEC-PLUG,F,Connecteur électrique
SG-WPM-GEAR-HSNG,F,Boîtier d'engrenage
SG-WPM-MOTOR-HSG,F,Boîtier du moteur
SG-WPM-RING-GEAR,F,Couronne
SG-WPR-MOTOR,F,Moteur d'essuie-glace
FG111,F,"FIN111, MTS-DI, PD"
FG111_A,F,"FIN111_A,MTS-DI,PD"
FG111_B,F,"FIN111_B, MTS-DI, PD"
FG111_C,F,"FIN111_C, MTS-DI, PD"
RM27_1,F,"RAW27_1, PD, emballage"
RM1420,F,"RM1420, PD, solvant"
RM1430,F,"RM1430, PD, catalyseur"
SG2200,F,"SEMI2200,MTS-PI,PD, avec co-pdt & ss-pdt"
SG7100,F,"SEMI7100, PD, sous-produit"
SG9100,F,"SEMI9100, PD, co-produit"
SG1010,F,"SEMI1010, PD, article silo avec lot"
FG29-1,F,"FIN29-1, MTS-PI, avec article silo"
FG6200,F,"FIN6200, IP fabric. à la cmde, PD, lot"
SG6100,F,"SEMI6100, IP, PD, lot"
FG6500,F,"FIN6500, IP, PD, art.en remorque-citerne"
SP001,F,Palier
TG11,F,"Prod.cial. 11,PD,Commerce enregistré"
RMIPD001,F,Matériel ARM 1
RMIPD002,F,Matériel ARM 2
SWNIPD001,F,Logiciel ARM 1
SG-CFP,F,Pompe centrifuge
SWN-CFG-SW-S1,F,Logiciel S1
SDBOMERLAIT01,F,Poste01 ERLA nomenclature SD
SDBOMERLAIT02,F,Poste02 ERLA nomenclature SD
SDBOMLUMFHD,F,LUMF en-tête nomenclature SD
SDBOMLUMFIT01,F,Poste01 LUMF nomenclature SD
SDBOMLUMFIT02,F,Poste02 LUMF nomenclature SD
QM006,F,LOT DE PRODUCTION QM
FG326_V2,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
ZCART01,F,"Prod.cial. 11,PD,Commerce enregistré"
ZTRAY01,F,"Prod.cial. 11,PD,Commerce enregistré"
ZPRINTER01,F,"Prod.cial. 11,PD,Commerce enregistré"
SG234,F,"SEMI233,PD,KANBAN, PSS"
RMJIT01,F,"MP01, JAT, fabrication répétitive"
RMJIT02,F,"RAW02, JAT, fabrication répétitive"
SGJIT01,F,"SF01, JAT, fabrication répétitive"
SGJIT02,F,"SEMI02, JAT, fabrication répétitive"
SG8100,F,"SEMI8100, PD, co-produit, prix fixe"
PIP01,F,Article pipeline 01
AVC_RBT_APPL_UNIT,F,Unité d'application
AVC_RBT_BASE_FRAME,F,Cadre de base
AVC_RBT_BUNDLE,F,Groupe de robots
AVC_RBT_CNTRL_BRD,F,Tableau de contrôle (programmable)
AVC_RBT_CNTRL_CAB,F,Cabine de contrôle
AVC_RBT_CNTRL_UNIT,F,Unité de contrôle
AVC_RBT_ROBOT,F,Unité de base robot
AVC_RBT_SEALING,F,Unité de scellement
FG227,F,"FIN228,MTO,PD,FIFO lot"
FG3_CP,F,"CP-FG1, arbre avec roulements"
SG3_CP,F,"CP-SG1, arbre"
CM-FL-V00-3P,F,Chariot élévateur pour tiers
AVC_RBT_BRD_PAINT,F,Commission de contrôle (peinture)
AVC_RBT_BRD_SEAL,F,Commission de contrôle (scellement)
AVC_RBT_CONTROL,F,Unité de contrôle (configurable)
AVC_RBT_LINK_ARM,F,Bras gauche (configurable)
AVC_RBT_ROBOT2,F,Robot multi-niveaux
RMPC07,F,PMA 07 préliminaire
RMPC08,F,PMA 08 préliminaire
SGPCSVT01,F,Semi SVT 01
FG126_B,F,"FIN126,MTS-DI,PD,Nºsérie"
FG126_V9,F,"FIN126,MTS-DI,PD,Nºsérie"
FG326_A,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG326_V9,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
CM-FL-V02,F,Chariot élévateur
AVC_RBT_L_ARM_45,F,Longueur bras d'entraînement 45
AVC_RBT_D_ARM_50,F,Longueur bras d'entraînement 50
FG130,F,"FIN130,MTS-DI,PD,PP"
SG30,F,"SEM30,PD,PP"
SGJIT02-SERIALIZED,F,"PIECE AVEC NUMÉRO DE SÉRIE, JAT"
FG202,F,Produits finis - FG202
RM203,F,Matière première - RM203
RM204,F,Matière première - RM203
CSSRV_01,F,Service
FG329,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG329_V1,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG329_B,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG329_B1,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG228,F,"FIN228,MTO,PD,FIFO"
FG326-V3,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
FG326_V4,F,"FIN326,PLM,MTS-DI,PD,Fifo-Lot"
AVC_RBT_ROBOTS,F,Unité de base robot
AVC_RBT_ROBO,F,Unité de base robot
AVC_RB_ROBOTS,F,Unité de base robot
AVC_RB_ROBOTICS,F,Unité de base robot
D2O_09077205423_C,F,Support avec capteurs et filtre
SOM_MSU_CLD_INFRA,F,Infrastructure Cloud multiniveau
SOM_MSU_WL_VM,F,Charge de travail - Machine virtuelle
SOM_SCR_CLD_STR,F,Stockage abonnement Cloud
SOM_SCR_VM_INST_GP,F,Instance VM - Usage général
SOM_SCR_VM_INST_SO,F,Instance VM - Stockage optimisé
SOM_SCR_WL_BR_MTL,F,Charge de travail - Métal nu
FG1_DS,F,"FG1-DS, arbre avec roulements"
RM1_DS,F,"RM1-DS, acier"
RM2_DS,F,"RM1-DS, acier"
SG1_DS,F,"SG1-DS, arbre"
FG2_DS,F,"FIN FG2 _DS , fabr. à la cmde"
RM3_DS,F,MP RM3_DS
RM4_DS,F,MP RM4_DS
SG2_DS,F,P. S-F. SG2_DS
RM120,I,"RAW120,PD,Controllo qualità eseguito"
RM122,I,"RAW122,PD,FIFO partita,Appr. import."
RM124,I,"RAW124,VB,Consumo,Ubicazione fissa"
RM128,I,"RAW128,PD,Conto deposito"
RM20,I,"RAW20,PD"
RM27,I,"RAW27,PD,Scatola imballaggio"
RM30,I,"RAW30,PD,FIFO partita"
FG126,I,"FIN126,MTS-DI,PD,n. di serie"
FG226,I,"FIN226,MTO,PD,partita Fifo"
FG29,I,"FIN29,MTS-PI,PD,Data scadenza partita"
RM129,I,"RAW129,PD"
SP001,I,Cuscinetto
SP002,I,Accoppiamento
SP003,I,Albero
SP004,I,Anelli di tenuta 1mm
SP005,I,Sigillo meccanico
SP006,I,Ingranaggi cilindrici IS651
RM233-1,I,"RAW233-1, PD, KANBAN Trasferimento stock"
RM233-2,I,"RAW233-2,ND,KANBAN, piani di consegna"
RM233-4,I,"RAW233-4,ND,KANBAN, piani di consegna"
RM234,I,"RAW234,VB, produzione ripetitiva"
TG11,I,"Art. comm. 11 PD, commercio registrato"
RM09,I,"RAW09,PD,FIFO partita"
RM12,I,"RAW12,PD,Produzione ripetitiva"
RM13,I,"RAW13,PD,Lavorazione esterna"
RM14,I,"RAW14,PD,Lavorazione esterna"
RM15,I,"RAW15,PD"
RM16,I,"RAW16,PD"
RM17,I,"RAW17,PD"
RM18,I,"RAW18,PD"
RM19,I,"RAW19,PD,FIFO partita,LeanQM"
FG233,I,"FERT 233, PD, produzione ripetitiva"
SG29,I,"SEM29,PD,QM"
FG129,I,"FIN129,MTS-DI,PD,QM"
SGPI001,I,USCITA 1
CM-FL-V01,I,Carrello elevatore
SF-FL-COMB,I,Carr. elev. modello combustione base
SF-FL-ELECTRIC,I,Carr.elev.modello elettrico base
