MATNR,VKORG,VTWEG,DWERK,KONDM,MVGR1
RM27,1110,10,1110,,
SG124,1110,10,1110,,
SG21,1110,10,1110,,
SG22,1110,10,1110,,
SG224,1110,10,1110,,
SG25,1110,10,1110,,
FG29,1110,10,1110,,
SG24,1110,10,1110,,
SG23,1110,10,1110,,
RM129,1110,10,1110,,
FG228,1110,10,1110,,
RM33,1110,10,1110,,
RM34,1110,10,1110,,
SG27,1110,10,1110,,
FG233,1110,10,1110,,
SGPI001-V00,1110,10,1110,,
RMPI001,1110,10,1110,,
RMPI002,1110,10,1110,,
RMPI003,1110,10,1110,,
RMPI004,1110,10,1110,,
RMPI005,1110,10,1110,,
QM006,1110,10,1110,,
SDBOMERLAHD,1110,10,1110,,
SDBOMERLAIT01,1110,10,1110,,
SDBOMERLAIT02,1110,10,1110,,
SDBOMLUMFHD,1110,10,1110,,
SDBOMLUMFIT01,1110,10,1110,,
SDBOMLUMFIT02,1110,10,1110,,
CM-FL-V01,1110,10,1110,,
SF-FL-COMB,1110,10,1110,,
SF-FL-CWEIGHT,1110,10,1110,,
SF-FL-ELECTRIC,1110,10,1110,,
SF-FL-TIRE-CUSH,1110,10,1110,,
SF-FL-TIRE-PNEU,1110,10,1110,,
CM-MLFL-KM-VXX,1110,10,1110,,
SF-FL-FORKSEAT-VXX,1110,10,1110,,
CM-FL-V00,1110,10,1110,,
FG-FL-MV-V00,1110,10,1110,,
FG-FL-MV-V01,1110,10,1110,,
FG-FL-MV-V02,1110,10,1110,,
EWMS4-50,1110,10,1110,,
EWMS4-502,1110,10,1110,,
EWMS4-503,1110,10,1110,,
EWMS4-601,1110,10,1110,,
F-10A,1110,10,1110,,
F-10B,1110,10,1110,,
R-302,1110,10,1110,,
R-401,1110,10,1110,,
S-201,1110,10,1110,,
S-202,1110,10,1110,,
S-301,1110,10,1110,,
S-203,1110,10,1110,,
F-20A,1110,10,1110,,
R-311,1110,10,1110,,
R-410,1110,10,1110,,
R-411,1110,10,1110,,
R-412,1110,10,1110,,
S-208,1110,10,1110,,
S-210,1110,10,1110,,
S-310,1110,10,1110,,
S-315,1110,10,1110,,
SG26,1110,10,1110,,
FG1_CP,1110,10,1110,,
RM1_CP,1110,10,1110,,
RM2_CP,1110,10,1110,,
SG1_CP,1110,10,1110,,
FG2_CP,1110,10,1110,,
RMJIT01,1110,10,1110,,
RMJIT02,1110,10,1110,,
SGJIT01,1110,10,1110,,
SGJIT02,1110,10,1110,,
FG111,1110,10,1110,,
FG111_A,1110,10,1110,,
FG111_B,1110,10,1110,,
FG111_C,1110,10,1110,,
RM27_1,1110,10,1110,,
FG29-1,1110,10,1110,,
FG6200,1110,10,1110,,
SG6100,1110,10,1110,,
FG6500,1110,10,1110,,
AVC_RBT_BASE_FRAME,1110,10,1110,,
AVC_RBT_CNTRL_CAB,1110,10,1110,,
AVC_RBT_D_ARM_50,1110,10,1110,,
AVC_RBT_L_ARM_45,1110,10,1110,,
AVC_RBT_SEALING,1110,10,1110,,
AVC_RBT_APPL_UNIT,1110,10,1110,,
AVC_RBT_BUNDLE,1110,10,1110,,
AVC_RBT_CNTRL_BRD,1110,10,1110,,
AVC_RBT_CNTRL_UNIT,1110,10,1110,,
AVC_RBT_ROBOT,1110,10,1110,,
TG11,1210,10,1210,,
FG126,1210,10,1210,,
RM12,1210,10,1210,,
RM120,1210,10,1210,,
RM122,1210,10,1210,,
RM124,1210,10,1210,,
RM128,1210,10,1210,,
RM13,1210,10,1210,,
RM14,1210,10,1210,,
RM16,1210,10,1210,,
RM20,1210,10,1210,,
RM27,1210,10,1210,,
SG124,1210,10,1210,,
SG21,1210,10,1210,,
SG22,1210,10,1210,,
SG224,1210,10,1210,,
SG25,1210,10,1210,,
FG29,1210,10,1210,,
SG24,1210,10,1210,,
SG23,1210,10,1210,,
RM129,1210,10,1210,,
FG228,1210,10,1210,,
RM33,1210,10,1210,,
RM34,1210,10,1210,,
SG27,1210,10,1210,,
FG233,1210,10,1210,,
SGPI001-V00,1210,10,1210,,
RMPI001,1210,10,1210,,
RMPI002,1210,10,1210,,
RMPI003,1210,10,1210,,
RMPI004,1210,10,1210,,
RMPI005,1210,10,1210,,
QM006,1210,10,1210,,
SDBOMERLAHD,1210,10,1210,,
SDBOMERLAIT01,1210,10,1210,,
SDBOMERLAIT02,1210,10,1210,,
SDBOMLUMFHD,1210,10,1210,,
SDBOMLUMFIT01,1210,10,1210,,
SDBOMLUMFIT02,1210,10,1210,,
CM-FL-V01,1210,10,1210,,
SF-FL-COMB,1210,10,1210,,
SF-FL-CWEIGHT,1210,10,1210,,
SF-FL-ELECTRIC,1210,10,1210,,
SF-FL-TIRE-CUSH,1210,10,1210,,
SF-FL-TIRE-PNEU,1210,10,1210,,
CM-MLFL-KM-VXX,1210,10,1210,,
SF-FL-FORKSEAT-VXX,1210,10,1210,,
CM-FL-V00,1210,10,1210,,
FG-FL-MV-V00,1210,10,1210,,
FG-FL-MV-V01,1210,10,1210,,
FG-FL-MV-V02,1210,10,1210,,
EWMS4-50,1210,10,1210,,
EWMS4-502,1210,10,1210,,
EWMS4-503,1210,10,1210,,
EWMS4-601,1210,10,1210,,
F-10A,1210,10,1210,,
F-10B,1210,10,1210,,
R-302,1210,10,1210,,
R-401,1210,10,1210,,
S-201,1210,10,1210,,
S-202,1210,10,1210,,
S-301,1210,10,1210,,
S-203,1210,10,1210,,
F-20A,1210,10,1210,,
R-311,1210,10,1210,,
R-410,1210,10,1210,,
R-411,1210,10,1210,,
R-412,1210,10,1210,,
S-208,1210,10,1210,,
S-210,1210,10,1210,,
S-310,1210,10,1210,,
S-315,1210,10,1210,,
SG26,1210,10,1210,,
FG1_CP,1210,10,1210,,
RM1_CP,1210,10,1210,,
RM2_CP,1210,10,1210,,
SG1_CP,1210,10,1210,,
FG2_CP,1210,10,1210,,
RMJIT01,1210,10,1210,,
RMJIT02,1210,10,1210,,
SGJIT01,1210,10,1210,,
SGJIT02,1210,10,1210,,
FG111,1210,10,1210,,
FG111_A,1210,10,1210,,
FG111_B,1210,10,1210,,
FG111_C,1210,10,1210,,
RM27_1,1210,10,1210,,
FG29-1,1210,10,1210,,
FG6200,1210,10,1210,,
SG6100,1210,10,1210,,
FG6500,1210,10,1210,,
AVC_RBT_BASE_FRAME,1210,10,1210,,
AVC_RBT_CNTRL_CAB,1210,10,1210,,
AVC_RBT_D_ARM_50,1210,10,1210,,
AVC_RBT_L_ARM_45,1210,10,1210,,
AVC_RBT_SEALING,1210,10,1210,,
AVC_RBT_APPL_UNIT,1210,10,1210,,
AVC_RBT_BUNDLE,1210,10,1210,,
AVC_RBT_CNTRL_BRD,1210,10,1210,,
AVC_RBT_CNTRL_UNIT,1210,10,1210,,
AVC_RBT_ROBOT,1210,10,1210,,
TG11,4510,10,4510,,
FG126,4510,10,4510,,
RM12,4510,10,4510,,
RM120,4510,10,4510,,
RM122,4510,10,4510,,
RM124,4510,10,4510,,
RM128,4510,10,4510,,
RM13,4510,10,4510,,
RM14,4510,10,4510,,
RM16,4510,10,4510,,
RM20,4510,10,4510,,
RM27,4510,10,4510,,
SG124,4510,10,4510,,
SG21,4510,10,4510,,
SG22,4510,10,4510,,
SG224,4510,10,4510,,
SG25,4510,10,4510,,
FG29,4510,10,4510,,
SG24,4510,10,4510,,
SG23,4510,10,4510,,
RM129,4510,10,4510,,
FG228,4510,10,4510,,
RM33,4510,10,4510,,
RM34,4510,10,4510,,
SG27,4510,10,4510,,
FG233,4510,10,4510,,
SGPI001-V00,4510,10,4510,,
RMPI001,4510,10,4510,,
RMPI002,4510,10,4510,,
RMPI003,4510,10,4510,,
RMPI004,4510,10,4510,,
RMPI005,4510,10,4510,,
QM006,4510,10,4510,,
SDBOMERLAHD,4510,10,4510,,
SDBOMERLAIT01,4510,10,4510,,
SDBOMERLAIT02,4510,10,4510,,
SDBOMLUMFHD,4510,10,4510,,
SDBOMLUMFIT01,4510,10,4510,,
SDBOMLUMFIT02,4510,10,4510,,
CM-FL-V01,4510,10,4510,,
SF-FL-COMB,4510,10,4510,,
SF-FL-CWEIGHT,4510,10,4510,,
SF-FL-ELECTRIC,4510,10,4510,,
SF-FL-TIRE-CUSH,4510,10,4510,,
SF-FL-TIRE-PNEU,4510,10,4510,,
CM-MLFL-KM-VXX,4510,10,4510,,
SF-FL-FORKSEAT-VXX,4510,10,4510,,
CM-FL-V00,4510,10,4510,,
FG-FL-MV-V00,4510,10,4510,,
FG-FL-MV-V01,4510,10,4510,,
FG-FL-MV-V02,4510,10,4510,,
F-10A,4510,10,4510,,
F-10B,4510,10,4510,,
R-302,4510,10,4510,,
R-401,4510,10,4510,,
S-201,4510,10,4510,,
S-202,4510,10,4510,,
S-301,4510,10,4510,,
S-203,4510,10,4510,,
F-20A,4510,10,4510,,
R-311,4510,10,4510,,
R-410,4510,10,4510,,
R-411,4510,10,4510,,
R-412,4510,10,4510,,
S-208,4510,10,4510,,
S-210,4510,10,4510,,
S-310,4510,10,4510,,
S-315,4510,10,4510,,
SG26,4510,10,4510,,
FG1_CP,4510,10,4510,,
RM1_CP,4510,10,4510,,
RM2_CP,4510,10,4510,,
SG1_CP,4510,10,4510,,
FG2_CP,4510,10,4510,,
RMJIT01,4510,10,4510,,
RMJIT02,4510,10,4510,,
SGJIT01,4510,10,4510,,
SGJIT02,4510,10,4510,,
FG111,4510,10,4510,,
FG111_A,4510,10,4510,,
FG111_B,4510,10,4510,,
FG111_C,4510,10,4510,,
RM27_1,4510,10,4510,,
FG29-1,4510,10,4510,,
FG6200,4510,10,4510,,
SG6100,4510,10,4510,,
FG6500,4510,10,4510,,
AVC_RBT_BASE_FRAME,4510,10,4510,,
AVC_RBT_CNTRL_CAB,4510,10,4510,,
AVC_RBT_D_ARM_50,4510,10,4510,,
AVC_RBT_L_ARM_45,4510,10,4510,,
AVC_RBT_SEALING,4510,10,4510,,
AVC_RBT_APPL_UNIT,4510,10,4510,,
AVC_RBT_BUNDLE,4510,10,4510,,
AVC_RBT_CNTRL_BRD,4510,10,4510,,
AVC_RBT_CNTRL_UNIT,4510,10,4510,,
AVC_RBT_ROBOT,4510,10,4510,,
TG11,2410,10,2410,,
FG126,2410,10,2410,,
RM12,2410,10,2410,,
RM120,2410,10,2410,,
RM122,2410,10,2410,,
RM124,2410,10,2410,,
RM128,2410,10,2410,,
RM13,2410,10,2410,,
RM14,2410,10,2410,,
RM16,2410,10,2410,,
RM20,2410,10,2410,,
RM27,2410,10,2410,,
SG124,2410,10,2410,,
SG21,2410,10,2410,,
SG22,2410,10,2410,,
SG224,2410,10,2410,,
SG25,2410,10,2410,,
FG29,2410,10,2410,,
SG24,2410,10,2410,,
SG23,2410,10,2410,,
RM129,2410,10,2410,,
FG228,2410,10,2410,,
RM33,2410,10,2410,,
RM34,2410,10,2410,,
SG27,2410,10,2410,,
FG233,2410,10,2410,,
SGPI001-V00,2410,10,2410,,
RMPI001,2410,10,2410,,
RMPI002,2410,10,2410,,
RMPI003,2410,10,2410,,
RMPI004,2410,10,2410,,
RMPI005,2410,10,2410,,
QM006,2410,10,2410,,
SDBOMERLAHD,2410,10,2410,,
SDBOMERLAIT01,2410,10,2410,,
SDBOMERLAIT02,2410,10,2410,,
SDBOMLUMFHD,2410,10,2410,,
SDBOMLUMFIT01,2410,10,2410,,
SDBOMLUMFIT02,2410,10,2410,,
CM-FL-V01,2410,10,2410,,
SF-FL-COMB,2410,10,2410,,
SF-FL-CWEIGHT,2410,10,2410,,
SF-FL-ELECTRIC,2410,10,2410,,
SF-FL-TIRE-CUSH,2410,10,2410,,
SF-FL-TIRE-PNEU,2410,10,2410,,
CM-MLFL-KM-VXX,2410,10,2410,,
SF-FL-FORKSEAT-VXX,2410,10,2410,,
CM-FL-V00,2410,10,2410,,
FG-FL-MV-V00,2410,10,2410,,
FG-FL-MV-V01,2410,10,2410,,
FG-FL-MV-V02,2410,10,2410,,
EWMS4-50,2410,10,2410,,
EWMS4-502,2410,10,2410,,
EWMS4-503,2410,10,2410,,
EWMS4-601,2410,10,2410,,
F-10A,2410,10,2410,,
F-10B,2410,10,2410,,
R-302,2410,10,2410,,
R-401,2410,10,2410,,
S-201,2410,10,2410,,
S-202,2410,10,2410,,
S-301,2410,10,2410,,
S-203,2410,10,2410,,
F-20A,2410,10,2410,,
R-311,2410,10,2410,,
R-410,2410,10,2410,,
R-411,2410,10,2410,,
R-412,2410,10,2410,,
S-208,2410,10,2410,,
S-210,2410,10,2410,,
S-310,2410,10,2410,,
S-315,2410,10,2410,,
SG26,2410,10,2410,,
FG1_CP,2410,10,2410,,
RM1_CP,2410,10,2410,,
RM2_CP,2410,10,2410,,
SG1_CP,2410,10,2410,,
FG2_CP,2410,10,2410,,
RMJIT01,2410,10,2410,,
RMJIT02,2410,10,2410,,
SGJIT01,2410,10,2410,,
SGJIT02,2410,10,2410,,
FG111,2410,10,2410,,
FG111_A,2410,10,2410,,
FG111_B,2410,10,2410,,
FG111_C,2410,10,2410,,
RM27_1,2410,10,2410,,
FG29-1,2410,10,2410,,
FG6200,2410,10,2410,,
SG6100,2410,10,2410,,
FG6500,2410,10,2410,,
AVC_RBT_BASE_FRAME,2410,10,2410,,
AVC_RBT_CNTRL_CAB,2410,10,2410,,
AVC_RBT_D_ARM_50,2410,10,2410,,
AVC_RBT_L_ARM_45,2410,10,2410,,
AVC_RBT_SEALING,2410,10,2410,,
AVC_RBT_APPL_UNIT,2410,10,2410,,
AVC_RBT_BUNDLE,2410,10,2410,,
AVC_RBT_CNTRL_BRD,2410,10,2410,,
AVC_RBT_CNTRL_UNIT,2410,10,2410,,
AVC_RBT_ROBOT,2410,10,2410,,
TG11,3210,10,3210,,
FG126,3210,10,3210,,
RM12,3210,10,3210,,
RM120,3210,10,3210,,
RM122,3210,10,3210,,
RM124,3210,10,3210,,
RM128,3210,10,3210,,
RM13,3210,10,3210,,
RM14,3210,10,3210,,
RM16,3210,10,3210,,
RM20,3210,10,3210,,
RM27,3210,10,3210,,
SG124,3210,10,3210,,
SG21,3210,10,3210,,
SG22,3210,10,3210,,
SG224,3210,10,3210,,
SG25,3210,10,3210,,
FG29,3210,10,3210,,
SG24,3210,10,3210,,
SG23,3210,10,3210,,
RM129,3210,10,3210,,
FG228,3210,10,3210,,
RM33,3210,10,3210,,
RM34,3210,10,3210,,
SG27,3210,10,3210,,
FG233,3210,10,3210,,
SGPI001-V00,3210,10,3210,,
RMPI001,3210,10,3210,,
RMPI002,3210,10,3210,,
RMPI003,3210,10,3210,,
RMPI004,3210,10,3210,,
RMPI005,3210,10,3210,,
QM006,3210,10,3210,,
SDBOMERLAHD,3210,10,3210,,
SDBOMERLAIT01,3210,10,3210,,
SDBOMERLAIT02,3210,10,3210,,
SDBOMLUMFHD,3210,10,3210,,
SDBOMLUMFIT01,3210,10,3210,,
SDBOMLUMFIT02,3210,10,3210,,
CM-FL-V01,3210,10,3210,,
SF-FL-COMB,3210,10,3210,,
SF-FL-CWEIGHT,3210,10,3210,,
SF-FL-ELECTRIC,3210,10,3210,,
SF-FL-TIRE-CUSH,3210,10,3210,,
SF-FL-TIRE-PNEU,3210,10,3210,,
CM-MLFL-KM-VXX,3210,10,3210,,
SF-FL-FORKSEAT-VXX,3210,10,3210,,
CM-FL-V00,3210,10,3210,,
FG-FL-MV-V00,3210,10,3210,,
FG-FL-MV-V01,3210,10,3210,,
FG-FL-MV-V02,3210,10,3210,,
F-10A,3210,10,3210,,
F-10B,3210,10,3210,,
R-302,3210,10,3210,,
R-401,3210,10,3210,,
S-201,3210,10,3210,,
S-202,3210,10,3210,,
S-301,3210,10,3210,,
S-203,3210,10,3210,,
F-20A,3210,10,3210,,
R-311,3210,10,3210,,
R-410,3210,10,3210,,
R-411,3210,10,3210,,
R-412,3210,10,3210,,
S-208,3210,10,3210,,
S-210,3210,10,3210,,
S-310,3210,10,3210,,
S-315,3210,10,3210,,
SG26,3210,10,3210,,
FG1_CP,3210,10,3210,,
RM1_CP,3210,10,3210,,
RM2_CP,3210,10,3210,,
SG1_CP,3210,10,3210,,
FG2_CP,3210,10,3210,,
RMJIT01,3210,10,3210,,
RMJIT02,3210,10,3210,,
SGJIT01,3210,10,3210,,
SGJIT02,3210,10,3210,,
FG111,3210,10,3210,,
FG111_A,3210,10,3210,,
FG111_B,3210,10,3210,,
FG111_C,3210,10,3210,,
RM27_1,3210,10,3210,,
FG29-1,3210,10,3210,,
FG6200,3210,10,3210,,
SG6100,3210,10,3210,,
FG6500,3210,10,3210,,
AVC_RBT_BASE_FRAME,3210,10,3210,,
AVC_RBT_CNTRL_CAB,3210,10,3210,,
AVC_RBT_D_ARM_50,3210,10,3210,,
AVC_RBT_L_ARM_45,3210,10,3210,,
AVC_RBT_SEALING,3210,10,3210,,
AVC_RBT_APPL_UNIT,3210,10,3210,,
AVC_RBT_BUNDLE,3210,10,3210,,
AVC_RBT_CNTRL_BRD,3210,10,3210,,
AVC_RBT_CNTRL_UNIT,3210,10,3210,,
AVC_RBT_ROBOT,3210,10,3210,,
TG11,2010,10,2010,,
FG126,2010,10,2010,,
RM12,2010,10,2010,,
RM120,2010,10,2010,,
RM122,2010,10,2010,,
RM124,2010,10,2010,,
RM128,2010,10,2010,,
RM13,2010,10,2010,,
RM14,2010,10,2010,,
RM16,2010,10,2010,,
RM20,2010,10,2010,,
RM27,2010,10,2010,,
SG124,2010,10,2010,,
SG21,2010,10,2010,,
SG22,2010,10,2010,,
SG224,2010,10,2010,,
SG25,2010,10,2010,,
FG29,2010,10,2010,,
SG24,2010,10,2010,,
SG23,2010,10,2010,,
RM129,2010,10,2010,,
FG228,2010,10,2010,,
RM33,2010,10,2010,,
RM34,2010,10,2010,,
SG27,2010,10,2010,,
FG233,2010,10,2010,,
SGPI001-V00,2010,10,2010,,
RMPI001,2010,10,2010,,
RMPI002,2010,10,2010,,
RMPI003,2010,10,2010,,
RMPI004,2010,10,2010,,
RMPI005,2010,10,2010,,
QM006,2010,10,2010,,
SDBOMERLAHD,2010,10,2010,,
SDBOMERLAIT01,2010,10,2010,,
SDBOMERLAIT02,2010,10,2010,,
SDBOMLUMFHD,2010,10,2010,,
SDBOMLUMFIT01,2010,10,2010,,
SDBOMLUMFIT02,2010,10,2010,,
CM-FL-V01,2010,10,2010,,
SF-FL-COMB,2010,10,2010,,
SF-FL-CWEIGHT,2010,10,2010,,
SF-FL-ELECTRIC,2010,10,2010,,
SF-FL-TIRE-CUSH,2010,10,2010,,
SF-FL-TIRE-PNEU,2010,10,2010,,
CM-MLFL-KM-VXX,2010,10,2010,,
SF-FL-FORKSEAT-VXX,2010,10,2010,,
CM-FL-V00,2010,10,2010,,
FG-FL-MV-V00,2010,10,2010,,
FG-FL-MV-V01,2010,10,2010,,
FG-FL-MV-V02,2010,10,2010,,
F-10A,2010,10,2010,,
F-10B,2010,10,2010,,
R-302,2010,10,2010,,
R-401,2010,10,2010,,
S-201,2010,10,2010,,
S-202,2010,10,2010,,
S-301,2010,10,2010,,
S-203,2010,10,2010,,
F-20A,2010,10,2010,,
R-311,2010,10,2010,,
R-410,2010,10,2010,,
R-411,2010,10,2010,,
R-412,2010,10,2010,,
S-208,2010,10,2010,,
S-210,2010,10,2010,,
S-310,2010,10,2010,,
S-315,2010,10,2010,,
SG26,2010,10,2010,,
FG1_CP,2010,10,2010,,
RM1_CP,2010,10,2010,,
RM2_CP,2010,10,2010,,
SG1_CP,2010,10,2010,,
FG2_CP,2010,10,2010,,
RMJIT01,2010,10,2010,,
RMJIT02,2010,10,2010,,
SGJIT01,2010,10,2010,,
SGJIT02,2010,10,2010,,
FG29-1,2010,10,2010,,
FG6200,2010,10,2010,,
SG6100,2010,10,2010,,
FG6500,2010,10,2010,,
AVC_RBT_BASE_FRAME,2010,10,2010,,
AVC_RBT_CNTRL_CAB,2010,10,2010,,
AVC_RBT_D_ARM_50,2010,10,2010,,
AVC_RBT_L_ARM_45,2010,10,2010,,
AVC_RBT_SEALING,2010,10,2010,,
AVC_RBT_APPL_UNIT,2010,10,2010,,
AVC_RBT_BUNDLE,2010,10,2010,,
AVC_RBT_CNTRL_BRD,2010,10,2010,,
AVC_RBT_CNTRL_UNIT,2010,10,2010,,
AVC_RBT_ROBOT,2010,10,2010,,
TG11,1310,10,1310,,
FG126,1310,10,1310,,
RM12,1310,10,1310,,
RM120,1310,10,1310,,
RM122,1310,10,1310,,
RM124,1310,10,1310,,
RM128,1310,10,1310,,
RM13,1310,10,1310,,
RM14,1310,10,1310,,
RM16,1310,10,1310,,
RM20,1310,10,1310,,
RM27,1310,10,1310,,
SG124,1310,10,1310,,
SG21,1310,10,1310,,
SG22,1310,10,1310,,
SG224,1310,10,1310,,
SG25,1310,10,1310,,
FG29,1310,10,1310,,
SG24,1310,10,1310,,
SG23,1310,10,1310,,
RM129,1310,10,1310,,
FG228,1310,10,1310,,
RM33,1310,10,1310,,
RM34,1310,10,1310,,
SG27,1310,10,1310,,
FG233,1310,10,1310,,
SGPI001-V00,1310,10,1310,,
RMPI001,1310,10,1310,,
RMPI002,1310,10,1310,,
RMPI003,1310,10,1310,,
RMPI004,1310,10,1310,,
RMPI005,1310,10,1310,,
QM006,1310,10,1310,,
SDBOMERLAHD,1310,10,1310,,
SDBOMERLAIT01,1310,10,1310,,
SDBOMERLAIT02,1310,10,1310,,
SDBOMLUMFHD,1310,10,1310,,
SDBOMLUMFIT01,1310,10,1310,,
SDBOMLUMFIT02,1310,10,1310,,
CM-FL-V01,1310,10,1310,,
SF-FL-COMB,1310,10,1310,,
SF-FL-CWEIGHT,1310,10,1310,,
SF-FL-ELECTRIC,1310,10,1310,,
SF-FL-TIRE-CUSH,1310,10,1310,,
SF-FL-TIRE-PNEU,1310,10,1310,,
CM-MLFL-KM-VXX,1310,10,1310,,
SF-FL-FORKSEAT-VXX,1310,10,1310,,
CM-FL-V00,1310,10,1310,,
FG-FL-MV-V00,1310,10,1310,,
FG-FL-MV-V01,1310,10,1310,,
FG-FL-MV-V02,1310,10,1310,,
EWMS4-50,1310,10,1310,,
EWMS4-502,1310,10,1310,,
EWMS4-503,1310,10,1310,,
EWMS4-601,1310,10,1310,,
F-10A,1310,10,1310,,
F-10B,1310,10,1310,,
R-302,1310,10,1310,,
R-401,1310,10,1310,,
S-201,1310,10,1310,,
S-202,1310,10,1310,,
S-301,1310,10,1310,,
S-203,1310,10,1310,,
F-20A,1310,10,1310,,
R-311,1310,10,1310,,
R-410,1310,10,1310,,
R-411,1310,10,1310,,
R-412,1310,10,1310,,
S-208,1310,10,1310,,
S-210,1310,10,1310,,
S-310,1310,10,1310,,
S-315,1310,10,1310,,
SG26,1310,10,1310,,
FG1_CP,1310,10,1310,,
RM1_CP,1310,10,1310,,
RM2_CP,1310,10,1310,,
SG1_CP,1310,10,1310,,
FG2_CP,1310,10,1310,,
RMJIT01,1310,10,1310,,
RMJIT02,1310,10,1310,,
SGJIT01,1310,10,1310,,
SGJIT02,1310,10,1310,,
FG111,1310,10,1310,,
FG111_A,1310,10,1310,,
FG111_B,1310,10,1310,,
FG111_C,1310,10,1310,,
RM27_1,1310,10,1310,,
FG29-1,1310,10,1310,,
FG6200,1310,10,1310,,
SG6100,1310,10,1310,,
FG6500,1310,10,1310,,
AVC_RBT_BASE_FRAME,1310,10,1310,,
AVC_RBT_CNTRL_CAB,1310,10,1310,,
AVC_RBT_D_ARM_50,1310,10,1310,,
AVC_RBT_L_ARM_45,1310,10,1310,,
AVC_RBT_SEALING,1310,10,1310,,
AVC_RBT_APPL_UNIT,1310,10,1310,,
AVC_RBT_BUNDLE,1310,10,1310,,
AVC_RBT_CNTRL_BRD,1310,10,1310,,
AVC_RBT_CNTRL_UNIT,1310,10,1310,,
AVC_RBT_ROBOT,1310,10,1310,,
TG11,2210,10,2210,,
FG126,2210,10,2210,,
RM12,2210,10,2210,,
RM120,2210,10,2210,,
RM122,2210,10,2210,,
RM124,2210,10,2210,,
RM128,2210,10,2210,,
RM13,2210,10,2210,,
RM14,2210,10,2210,,
RM16,2210,10,2210,,
RM20,2210,10,2210,,
RM27,2210,10,2210,,
SG124,2210,10,2210,,
SG21,2210,10,2210,,
SG22,2210,10,2210,,
SG224,2210,10,2210,,
SG25,2210,10,2210,,
FG29,2210,10,2210,,
SG24,2210,10,2210,,
SG23,2210,10,2210,,
RM129,2210,10,2210,,
FG228,2210,10,2210,,
RM33,2210,10,2210,,
RM34,2210,10,2210,,
SG27,2210,10,2210,,
FG233,2210,10,2210,,
SGPI001-V00,2210,10,2210,,
RMPI001,2210,10,2210,,
RMPI002,2210,10,2210,,
RMPI003,2210,10,2210,,
RMPI004,2210,10,2210,,
RMPI005,2210,10,2210,,
QM006,2210,10,2210,,
SDBOMERLAHD,2210,10,2210,,
SDBOMERLAIT01,2210,10,2210,,
SDBOMERLAIT02,2210,10,2210,,
SDBOMLUMFHD,2210,10,2210,,
SDBOMLUMFIT01,2210,10,2210,,
SDBOMLUMFIT02,2210,10,2210,,
CM-FL-V01,2210,10,2210,,
SF-FL-COMB,2210,10,2210,,
SF-FL-CWEIGHT,2210,10,2210,,
SF-FL-ELECTRIC,2210,10,2210,,
SF-FL-TIRE-CUSH,2210,10,2210,,
SF-FL-TIRE-PNEU,2210,10,2210,,
CM-MLFL-KM-VXX,2210,10,2210,,
SF-FL-FORKSEAT-VXX,2210,10,2210,,
CM-FL-V00,2210,10,2210,,
FG-FL-MV-V00,2210,10,2210,,
FG-FL-MV-V01,2210,10,2210,,
FG-FL-MV-V02,2210,10,2210,,
EWMS4-50,2210,10,2210,,
EWMS4-502,2210,10,2210,,
EWMS4-503,2210,10,2210,,
EWMS4-601,2210,10,2210,,
F-10A,2210,10,2210,,
F-10B,2210,10,2210,,
R-302,2210,10,2210,,
R-401,2210,10,2210,,
S-201,2210,10,2210,,
S-202,2210,10,2210,,
S-301,2210,10,2210,,
S-203,2210,10,2210,,
F-20A,2210,10,2210,,
R-311,2210,10,2210,,
R-410,2210,10,2210,,
R-411,2210,10,2210,,
R-412,2210,10,2210,,
S-208,2210,10,2210,,
S-210,2210,10,2210,,
S-310,2210,10,2210,,
S-315,2210,10,2210,,
SG26,2210,10,2210,,
FG1_CP,2210,10,2210,,
RM1_CP,2210,10,2210,,
RM2_CP,2210,10,2210,,
SG1_CP,2210,10,2210,,
FG2_CP,2210,10,2210,,
RMJIT01,2210,10,2210,,
RMJIT02,2210,10,2210,,
SGJIT01,2210,10,2210,,
SGJIT02,2210,10,2210,,
FG111,2210,10,2210,,
FG111_A,2210,10,2210,,
FG111_B,2210,10,2210,,
FG111_C,2210,10,2210,,
RM27_1,2210,10,2210,,
FG29-1,2210,10,2210,,
FG6200,2210,10,2210,,
SG6100,2210,10,2210,,
FG6500,2210,10,2210,,
AVC_RBT_BASE_FRAME,2210,10,2210,,
AVC_RBT_CNTRL_CAB,2210,10,2210,,
AVC_RBT_D_ARM_50,2210,10,2210,,
AVC_RBT_L_ARM_45,2210,10,2210,,
AVC_RBT_SEALING,2210,10,2210,,
AVC_RBT_APPL_UNIT,2210,10,2210,,
AVC_RBT_BUNDLE,2210,10,2210,,
AVC_RBT_CNTRL_BRD,2210,10,2210,,
AVC_RBT_CNTRL_UNIT,2210,10,2210,,
AVC_RBT_ROBOT,2210,10,2210,,
TG11,2910,10,2910,,
FG126,2910,10,2910,,
RM12,2910,10,2910,,
RM120,2910,10,2910,,
RM122,2910,10,2910,,
RM124,2910,10,2910,,
RM128,2910,10,2910,,
RM13,2910,10,2910,,
RM14,2910,10,2910,,
RM16,2910,10,2910,,
RM20,2910,10,2910,,
RM27,2910,10,2910,,
SG124,2910,10,2910,,
SG21,2910,10,2910,,
SG22,2910,10,2910,,
SG224,2910,10,2910,,
SG25,2910,10,2910,,
FG29,2910,10,2910,,
