ISTAT,SPRAS,TXT04,TXT30
I0512,D,LGER,im Lager
I0514,D,GLA,geladen
I0516,D,PPVO,PPPI Vollständig
I0518,D,WAGE,gewogen
I0519,D,RESV,reserviert für PP
I0520,D,PPWA,PPPI Reservierung für WA-Buch.
I0521,D,PPRP,PPPI Reihenfolge geprüft
I0524,D,SGPR,sichtgeprüft
I0526,D,GNOK,Genehmigung: O.k.
I0527,D,GNAB,Genehmigung: Abgelehnt
I0529,D,CMSP,CM: Objekt gesperrt
I0530,D,CANG,CM: Angelegt
I0531,D,CBER,CM: Baselining erlaubt
I0532,D,CABG,CM: Objekt abgeschlossen
I0538,D,KARÜ,Keine automatische Rückmeldung
I0565,D,PROL,Prolongation
I0574,D,MKOS,Kostensammler angelegt
I0587,D,LrRv,Liste relev. Risiken verfügbar
I0610,D,SCHU,Schaltschutz
I0076,D,LÖVM,Löschvormerkung
I0631,D,PUSH,Push erfolgt
I0632,D,PANG,Push angenommen
I0633,D,PABG,Push abgelehnt
I0634,D,PZEI,Push Maximalzeit abgelaufen
I0635,D,PZUR,Push zurückgesetzt
I0636,D,PTAB,Push teilweise abgelehnt
I0661,D,PMAA,Prod.mat.anforderung angelegt
I0760,D,RSRV,Reserviert
I0804,D,QUIT,Quittiert
I0076,E,DLFL,Deletion Flag
I0861,D,Lie.,Lieferung
I0863,D,KapM,Kapitalmaßnahme
I0991,D,MPRT,Nach Drucken geändert
I1140,D,NREL,Nicht freigegeben
I2504,D,PLAF,Planauftrag zugeordnet
I2505,D,PRZP,Planungsrezept generiert
I2506,D,PRAF,Prozessauftrag zugeordnet
I2511,D,JOB,Hintergrundverarbeitung
I2515,D,QMPL,QM Planung abgeschlossen
I2550,D,PEIA,PE-Instanz angelegt
I2554,D,PEAA,Ausführung abgebrochen
I2562,D,PETR,PE teilweise rückgemeldet
I2563,D,PERU,PE rückgemeldet
I3333,D,NACH,aus Nacherfassung
I3901,D,NDIS,nicht Disponiert
I0139,D,KAUV,Kauf vorgesehen
I0140,D,KAUF,Gekauft
I0149,D,TLPT,Partielle Teilungserklärung
I0150,D,ABNA,Abnahme erfolgt
I0151,D,KAUT,Kaution ausgezahlt
I0153,D,BEST,Im Bestand
I0157,D,MERF,Maßnahme erfolgreich
I0158,D,OFMA,Offene Maßnahme(n) vorhanden
I0165,D,KALK,Kalkuliert
I0167,D,MARC,Meld. gesperrt f. Archivierung
I0201,D,VGER,Plan/Spezifik. erforderlich
I0202,D,MKAN,Merkmale sind anzulegen
I0205,D,VGZU,Plan/Spezifikation zugeordnet
I0206,D,MKAG,Prüfmerkmale angelegt
I0208,D,QLGE,Qualitätslage relevant
I0212,D,PRÜF,Prüfung aktiv
I0214,D,FEHL,Fehler wurden erfasst
I0222,D,QLAK,Qualitätslage aktualisiert
I0223,D,QIAK,Qualitätsinfosatz aktualisiert
I0231,D,QIGE,Q-Infosatz geändert
I0238,D,NOPR,keine Fertigungshilfsmittel
I0239,D,NPCP,keine Materialkomponenten
I0240,D,NMST,keine Ereignispunkte
I0242,D,NPRF,nicht geprüft
I0243,D,NTRP,nicht terminiert (Prognose)
I0249,D,LVSF,Fehler LVS-Bereitstellung
I0250,D,PKNT,Positionskontiert
I0259,D,PRAN,Objekt: Prüfanforderung Änder.
I0260,D,ÄMÖG,Objekt: Änderung möglich
I0261,D,ÄNER,Objekt: Änderung nicht erford.
I0262,D,ÄUNM,Objekt: Änderung nicht möglich
I0263,D,OBEA,Objekt: Zu bearbeiten
I0264,D,OIAR,Objekt: In Arbeit
I0266,D,OÄFR,Objekt: Änderung freigegeben
I0268,D,OGEP,Alle Objekte geprüft
I0269,D,OFRE,Alle Objekte freigegeben
I0281,D,PLOS,Prüflos zugeordnet
I0282,D,PZGG,(gepl.) Prüfmerkmale zugeordn.
I0283,D,QMDA,QM-Daten erfaßt
I0289,D,KLKO,Klassifizierung komplett
I0290,D,KLQM,Klassifizierung Kurzzeit
I0293,D,RCKP,Rückmeldung mit Personal-Id
I0295,D,KABO,Abgrenzungsdaten in Obj.währg.
I0296,D,KANO,Abgrenzungsdaten ohne ObjWährg
I0306,D,OBJF,Objekt: Änderung fehlerhaft
I0309,D,NTNA,AuftrNetztermine nicht aktuell
I0326,D,PVGN,Prozeßvorgaben generiert
I0328,D,VOGN,Arbeitsvorgang generiert
I0340,D,MABS,Material bestätigt
I0341,D,MOSP,Montagesperre
I0353,D,PRFT,Geprüft
I0355,D,MNAG,Maßnahme angelegt
I0356,D,MNER,Durch Maßnahme ersetzt
I0357,D,MNPL,Planung auf Maßnahme
I0361,D,MNEU,neue Mengenberechnung
I0362,D,PRNV,Probe verbraucht/zerstört
I0368,D,HMKU,HHM Kontierung unvollständig
I0371,D,UNT1,1 elektr. Unterschr. fehlt
I0372,D,UNT2,2 elektr. Unterschr. fehlen
I0373,D,UNT3,3 elektr. Unterschr. fehlen
I0374,D,UNT4,4 elektr. Unterschr. fehlen
I0380,D,KDZU,Kundenauftrag zugeordnet
I0381,D,LOSP,Lossperre für Chargenprotokoll
I0384,D,IREP,In Reparatur
I0387,D,KZEN,Kaufmännisch zu entscheiden
I0388,D,KENT,Kaufmännisch entschieden
I3905,D,GELA,Gelöscht (Anforderer)
I0013,Q,VYMA,Znak výmazu
I0013,R,ИДУД,Индикатор удаления
I5503,D,UCCR,Aufh. Vertragssperre angef.
I7100,D,NEWO,Neu/in Bearbeitung
I8001,D,CREA,Neue IP-Daten
I8011,D,MEBS,MEB-gesteuert
I8015,D,MDCI,Stammdaten anlegen gestartet
I8016,D,MDCU,Stammdaten angelegt/geändert
I8017,D,MDFL,Anlegen Stammdaten fehlerhaft
I8018,D,NUSD,Nicht verwendet
I8026,D,MBER,Messbelegerstellung erforderl.
I8540,D,XR40,Laufender Signaturprozess
I8803,E,UPRL,Released
I0098,D,ANGL,Angelegt
I8812,D,UPSE,Fehler beim Senden
I8911,D,LRCL,Grundbuch geschlossen
I8912,D,PLCL,Flurstück untergegangen
ICO01,D,init,Initiiert
ICO08,D,pass,Abgestimmt
ICO14,D,inva,Invalidiert
I0098,E,CRTE,Created
I0099,D,EFRE,Frei zur Verfügung
IFO06,D,RSLV,Beseitigt
IFO10,D,SBMT,Eingereicht
I0099,E,AVLB,Available
I0100,D,EEGB,Eingebaut
IHU05,D,GELA,Beladen
IMI01,D,MT01,CMTSBV Chargen fehlen
IMI02,D,MT02,CMTSBV Vorkalkulation Fehler
ISL01,D,GENE,Plombe generiert
ISL02,D,ISUD,Plombe vergeben
ISR02,D,LOPT,Ladeoptimierung angefordert
ISR09,D,VL,Beladen beendet
ISR10,D,OD,Am Tor angedockt
ISR22,D,IBGI,Rechnung angefordert
ISR30,D,TMSD,Nachricht an TMS gesendet
ISR31,D,MARC,Markiert für Archivierung
ISR35,D,NC,Nicht Konsistent
ISR37,D,TMEL,Endg. Laden an TMS senden
ISR38,D,PTF,Planzeiten fixiert
ISR40,D,LDC,Geladen / Angekuppelt
ITM05,D,LBEG,Laden Beginn
ITM06,D,LEND,Laden Ende
ITM07,D,INVL,Beleg ist invalidiert
ITM10,D,PMFX,Ausführung hat Planung fixiert
ITM31,D,PSHP,geplante Sendung
IU001,D,OINA,Nicht aktiv
IU002,D,OAKT,Aktiv/verwendbar
IU043,D,NGSP,Nicht gesperrt
IWA01,D,RINA,Route inaktiv
IWA02,D,RAKT,Route aktiv
IWA04,D,RLKZ,Löschkennzeichen gesetzt
IWA10,D,HLVM,EA Löschvormerkung
ICHC1,2,CHC1,สร้างแล้ว
IWA12,D,PAUS,EA Pos. ausgegeben
IWA15,D,PZUR,EA-Position zurückgestellt
IWA16,D,PABG,EA-Position abgerechnet
IWA17,D,PLST,EA Pos. Lastschrift erzeugt
IWA18,D,PBEH,EA Pos. Behälterbew. erfolgt
IWA19,D,PBCH,EA Pos. Behälter E/A/W erfolgt
IWA20,D,HLKZ,EA Löschkennzeichen
IWA21,D,PRVW,EA Pos. überprüft
IWA22,D,PCNC,EA Pos. storniert
IWA23,D,HPZM,EA positiv zurückgemeldet
IWA24,D,HNZM,EA negativ zurückgemeldet
IWA25,D,HRVW,EA überprüft
IWA28,D,WANG,EA Wiegenote angelegt
IWA29,D,WBOK,EA Wiegenote gebucht
IWA30,D,WCNC,EA Wiegenote storniert
IWA31,D,PCOB,EA Pos. CO Buchung erfolgt
IWA32,D,WCOB,EA Wiegenote CO Buchung erfolg
IWA33,D,PLSS,EA Lastschrifterz. unterdrückt
IWA36,D,WVLE,logistisch erledigt
I0100,E,INST,Installed
I1708,D,ABNA,Abnahme abgelehnt
I1711,D,NRLV,Nicht relevant
I1724,D,VTLA,Datenübertragung nicht aktuell
I1728,D,RSOS,Einschritt-Rollenbesetzung
I1729,D,RSPP,Besetzung in Vorbereitung
I1730,D,RSIP,Besetzung in Bearbeitung
I1731,D,RSFN,Besetzung abgeschlossen
I1732,D,RSEM,Besetzung in Bearb - Easy Mode
I1734,D,KTRT,Kontiert
I7L01,D,L701,Bereit für Abgleich
I7L02,D,L702,Abgeglichen
I7R01,D,R701,Bereit für Anwendung
I7R03,D,R703,Abrechnungsbereit Erlösrealis.
I7S01,D,S701,Abrechnung nicht relevant
I7S02,D,S702,Abrechnungsbereit
I7S07,D,S707,Endgültige Abrechn. storniert
I7S11,D,S711,N. relevant für Lagerabrechn.
I7S12,D,S712,Bereit für Lagerabrechnung
I7S13,D,S713,Lagerung zwischenabgerechnet
I7S14,D,S714,Lagerung endgültig abgerechnet
I7S55,D,SAIH,Abrechnung Rechnung merken
I7S59,D,SBHI,Brasilien Abr. Rechnung merken
I7S60,D,SACC,Abrechnung abgegrenzt
I7U06,D,U706,OF-Ermittlung erfolgreich
I0116,D,EHEQ,Übergeodn. Eqmt. zugeordnet
IBC26,D,AUSG,Ausgeglichen
I0204,D,LZPR,Langzeitprüfung
I0218,D,VE,Verwendungsentscheid getroffen
I0224,D,LSTO,Los storniert
I0225,D,ARSP,Gesperrt für Archivierung
I0226,D,ARCH,Los archiviert
I0232,D,LSTV,Losstorno vorgemerkt
I0284,D,CHER,Chargenzuordnung erforderlich
I0307,D,PLPD,Prüfl. Teil d. Auft.Protokolls
I0325,D,GNNE,Genehmigung nicht erteilt
I1105,D,INAK,inaktiv
I1703,D,ABBR,Abgebrochen
I1850,D,QI01,Angelegt
I0013,S,INBO,Indicador de borrado
I1852,D,QI03,Gesperrt
I1853,D,QI04,Entscheidung getroffen
I1854,D,QI05,Storniert
I1855,D,QI06,Zu archivieren
I1856,D,QI07,Archiviert
I1857,D,QI08,Druck erfolgt
I1860,D,QI09,Externe Prüfung geplant
I0013,T,SGÖS,Silme göstergesi
I0043,E,LKD,Locked
I1863,D,QI12,Prüfung in ext. Syst. begonnen
I1864,D,QI13,Prüfg in ext. Syst. fehlerhaft
I1865,D,QI14,Prüfung in ext. Syst. beendet
I2556,D,PEPF,Planungsentwurf freigegeben
I2559,D,PEBW,Bewertet
I0116,E,ASEQ,Allocated to superior equipt
I7A18,D,ACSA,Verschrottung d. Drittanbieter
I7C07,D,A716,Wareneingang
I7F01,D,F701,Entwurf
I7F02,D,F702,Inaktiv
I7F03,D,F703,Aktiv
I0013,U,POTS,Poistotunnus
I0013,V,RAD.,Raderingsindikator
I0013,W,ИЗТР,Индикатор за изтриване
I0013,X,DLT,Naikinimo indikatorius
I0013,Y,DLT,Dzēšanas indikators
IBI03,1,BI01,由盘点库存冻结
IBI03,3,BI01,재고 실사별 보류
IBI03,F,BI01,bloqué par l'inventaire
IBI03,H,BI01,Leltár által zárolva
I1001,5,KREI,Kreirano
I0043,D,SPER,Gesperrt
I0180,D,NFHM,FHM nicht einsatzbereit
I0180,E,NPRT,PRT not ready for use
I0184,D,ELAG,Im Lager
I0013,c,SUPR,Indicador de supressió
I0013,d,BRIS,Pokazatelj brisanja
I0184,E,ESTO,In the warehouse
I0047,D,RVER,Relevant für Verteilung an MES
I0047,E,RDIS,Relevant for Distrib. to MES
I0048,D,VERT,Verteilt an MES
I0186,D,ELIE,Im Lieferschein zugeordnet
I8809,D,UPPO,Eingebucht
I0275,D,FTC5,Kontrolle: Ausfuhrgenehmigung
I0275,E,EXLS,Export control
I0665,T,MPE,Üretim alanı siparişi
I0666,T,HAOP,Üretime aktarıldı
I0667,T,CHRS,Değişiklikler sınırlandırıldı
IBC26,T,DNKL,Denkleştirilmiş
I0156,D,MAER,Maßnahme erledigt
I0156,E,TSCO,Task Completed
I0994,D,SCSU,Vertragsfindung unterdrückt
I0994,E,SCSU,Contract Determin. Suppressed
I0995,D,SCSP,Vertragsfindung unterdrückt
I0995,E,SCSP,Contract Determin. Suppressed
I1800,E,AM00,Being Created
I1800,D,AM00,In Erstellung
I1801,D,AM01,In Bearbeitung
I1801,E,AM01,In Process
I1803,D,AM03,Abgeschlossen
I1802,D,AM02,Freigegeben
I1802,E,AM02,Released
I1803,E,AM03,Completed
I1804,D,AM04,Gesperrt
I1804,E,AM04,Locked
I1805,D,AM05,Zu Archivieren
I1805,E,AM05,To Be Archived
I1806,D,AM06,Archiviert
I1806,E,AM06,Archived
I1063,B,CDEN,מיועד לתיוק
I0994,B,SCSU,קביעת חוזה מוסתרת
I0995,B,ה.ח.,קביעת חוזה מוסתרת
I8600,B,CLM,נתבע
IHUII,5,Pop.,Popisano
IHU01,5,PLAN,Planirano/obveščeno
IHU02,5,NaZa,Na zalogi
IHU03,5,IB,Izdaja blaga knjižena
IHU04,5,Raz.,Raztovarjanje
IHU05,5,Nat.,Natovorjeno
IHU06,5,TE,Transportna enota dodeljena
IHUIV,5,INIV,Na zalogi
I1001,d,KRNO,Kreirano
I1006,d,DIST,Distribuirano
IBC80,1,BBPC,已创建 Ping 请求
IBC81,1,BBWR,等待响应
IBC82,1,BBRR,已接收 Ping 响应
IBC83,1,BBPF,Ping 已成功完成
IBC90,1,bbfc,文件已创建
IBC91,1,bbsn,文件已发送到 FSN
IBC92,1,bbrn,已从 FSN 中接收文件
IBC93,1,bbsp,文件已处理
IBC94,1,bbep,文件处理中出错
IBC95,1,bbmp,需手动处理
IBC96,1,bbrm,已由 SAP MBC 接收
I1105,d,NAKT,Neaktivno
I0186,E,EDEL,Assigned in delivery note
I0188,D,EKUN,Beim Kunden
I0012,D,GLFT,Geliefert
I0012,E,DLV,Delivered
I8809,E,UPPO,Posted
I0188,E,ECUS,At customer site
I0042,E,PREL,Partially released
I0042,D,TFRE,Teilfrei
I0190,D,ESPR,gesperrt
I0190,E,ELOK,Locked
I0154,D,MAOF,Maßnahme offen
I0154,E,TSOS,Task Outstanding
I0155,D,MAFR,Maßnahme freigegeben
I0155,E,TSRL,Task Released
I0193,D,EHUZ,Handling Unit zugeordnet
I8860,D,PAAC,OLTP Teilweise bestätigt
I8860,E,PAAC,OLTP Partially Acknowledged
I8868,D,COAK,OLTP Vollständig bestätigt
I0235,D,NEFT,Keine Einzelfertigung
I0235,E,NoMP,No make-to-order prod.
I0402,D,PKSA,Produktkostensammler verwendet
I0402,E,PCC,Product cost collector used
I0480,D,OLGE,Objektliste generiert
I0480,E,OLGE,Object list generated
I0004,I,MADM,Mancanza di materiale
I0004,R,НМАТ,Дефицит материала
I0016,1,PRC,预成本核算
IBI01,6,BP01,Blokirano za uskladištenje
I0281,3,ILAS,검사 로트 지정됨
I0321,3,GMPS,자재 이동 전기됨
I0340,1,MACM,已承诺物料
I0340,3,MACM,자재 약정됨
I0369,1,BCRQ,按批次处理订单
I0760,4,RSRV,Rezervat
I0760,5,Rez.,Rezervirano
I8911,4,LRCL,Carte funciară închisă
I8912,4,PRCS,Parcelă nu mai există
I8911,5,ZKZ,Zemljiška knjiga zaprta
I8912,5,PRCS,Parcela prenehala obstajati
I8915,5,OFRJ,Zavrnjeno
I8915,4,OFRJ,Respins
I8918,4,RELF,Eliberare interzisă
I8918,5,RELF,Lansiranje prepovedano
IBOS3,d,STOR,List unosa usluga storniran
I8868,E,COAK,OLTP Completely Acknowledged
I0193,E,HUAS,Handling Unit Assigned
I0001,1,CRTD,已创建
I0023,D,DVL1,Vorgangsliste 1 gedruckt
I0024,D,DVL2,Vorgangsliste 2 gedruckt
I0025,D,DVL3,Vorgangsliste 3 gedruckt
I0026,D,DVL4,Vorgangsliste 4 gedruckt
I008B,D,DRUV,Vorabgedruckt (vor Freigabe)
I0305,D,DFHL,Änderungsauf.: Durchf.fehlerh.
I0405,D,DFSZ,Freischaltzettel gedruckt
I0431,D,DTFZ,Testzettel gedruckt
I2106,D,DELP,Löschung vorgesehen
I2121,D,DPLA,Geplant
I2123,D,DREL,Freigabe durch Materialverantw
I2126,D,DDLP,Löschung vorgesehen
I2127,D,DDLA,Löschung beantragt
I2128,D,DOBS,Obsolet
I2129,D,DREJ,Abgelehnt
I2502,D,DEFI,Versuchsdefinition abgeschlos.
I3902,D,DISP,Eingeplant
I7103,D,DIST,Verteilbar
I0019,D,DGL1,Generalliste 1 gedruckt
I0020,D,DGL2,Generalliste 2 gedruckt
I0021,D,DGL3,Generalliste 3 gedruckt
I0022,D,DGL4,Generalliste 4 gedruckt
I008T,D,DRUN,Nachgedruckt (nach Abschluss)
I0194,D,EINV,Inventur aktiv
I0194,E,PIAC,Inventory Active
I0320,D,INAK,Objekt inaktiv
I8872,D,UPS2,XXX
I8872,E,UPS2,XXX
I8873,D,UPS3,XXX
I8873,E,UPS3,XXX
I8875,E,UPS5,XXX
I8874,D,UPS4,XXX
I8874,E,UPS4,XXX
I8875,D,UPS5,XXX
I8876,E,UPS6,XXX
I8877,D,UPS7,XXX
I8876,D,UPS6,XXX
I8877,E,UPS7,XXX
I8879,D,UPS9,XXX
I8878,D,UPS8,XXX
I8878,E,UPS8,XXX
I8879,E,UPS9,XXX
ICHA2,D,CHA2,Freigegeben
ICHA2,E,CHA2,Released
ICHA3,D,CHA3,Abgelehnt
ICHA3,E,CHA3,Rejected
ICHC1,D,CSK1,Angelegt
ICHC1,E,CHC1,Created
ICHC2,D,CSK2,In Bearbeitung
ICHC2,E,CHC2,Processing
ICHC3,D,CSK3,Freizugeben
ICHC3,E,CHC3,To be released
I0016,W,ПРКЛ,Предварително калкулирано
ICHC4,D,CSK4,Freigegeben
ICHC4,E,CHC4,Released
ICHC5,D,CSK5,Abgelehnt
ICHC5,E,CHC5,Rejected
ICHC6,D,CSK6,Abgeschlossen
ICHC6,E,CHC6,Completed
ICHC7,D,CSK7,Storniert
ICHC7,E,CHC7,Reversed
ICRR4,D,CRR4,Freigegeben
ICRR4,E,CRR4,Released
ICRR7,D,CRR7,Zur Freigabe vormerken
ICRR7,E,CRR7,Mark for Release
ICRR8,D,CRR8,Storniert
ICRR8,E,CRR8,Reversed
IDAC-,D,DAC-,/
IDAC-,E,DAC-,/
IDACX,D,DACX,/
IDACX,E,DACX,/
IDAD0,D,DAD0,/
IDAD0,E,DAD0,/
IDAD1,D,DAD1,/
IDAD1,E,DAD1,/
IDAD2,D,DAD2,/
IDAD2,E,DAD2,/
IDAD9,D,DAD9,/
IDAD9,E,DAD9,/
IDAR-,D,DAR-,/
IDAR-,E,DAR-,/
IDARX,D,DARX,/
IDARX,E,DARX,/
IDAS-,D,DAS-,/
IDAS-,E,DAS-,/
IDASX,D,DAS,/
IDASX,E,DAS,/
IDAV0,D,DAV0,/
IDAV0,E,DAV0,/
IDAV1,D,DAV1,/
IDAV1,E,DAV1,/
IDAV2,D,DAV2,Teilweise bestätigt
IDAV2,E,DAV2,Partly Confirmed
IDAV7,D,DAV7,Überbestätigt
IDAV7,E,DAV7,Overconfirmed
IDAV9,D,DAV9,Bestätigt
IDAV9,E,DAV9,Confirmed
IDBC-,D,DBC-,/
IDBC-,E,DBC-,/
IDBCX,D,DBCX,/
IDBCX,E,DBCX,/
IDBD-,D,DBD-,/
IDBD-,E,DBD-,/
IDBDX,D,DBDX,/
IDBDX,E,DBDX,/
IDBG-,D,DBG-,/
IDBG-,E,DBG-,/
IDBGX,D,DBGX,/
IDBGX,E,DBGX,/
IDBO-,D,DBO-,/
IDBO-,E,DBO-,/
IDBOX,E,DBOX,/
IDBOX,D,DBOX,/
IDBP-,D,DBP-,/
IDBP-,E,DBP-,/
IDBPX,D,DBPX,/
IDBPX,E,DBPX,/
IDBS-,D,DBS-,/
IDBS-,E,DBS-,/
IDBSX,E,DBSX,/
IDBSX,D,DBSX,/
IDBT-,D,DBT-,/
IDBT-,E,DBT-,/
IDBTX,D,DBTX,/
IDBTX,E,DBTX,/
IDBU0,D,DBU0,/
IDBU0,E,DBU0,/
IDBU1,D,DBU1,/
IDBU1,E,DBU1,/
IDBU2,D,DBU2,/
IDBU2,E,DBU2,/
IDBU9,D,DBU9,/
IDBU9,E,DBU9,/
IDBV-,D,DBV-,/
IDBV-,E,DBV-,/
IDBVX,D,DBVX,/
IDBVX,E,DBVX,/
IDBW-,D,DBW-,/
IDBW-,E,DBW-,/
IDBWX,D,DBWX,/
IDBWX,E,DBWX,/
IDCA0,D,DCA0,/
IFO01,D,DRFT,Entwurf
IP017,D,DRAF,Vorerfasst
I0423,D,DNEU,Neue Dummy-Mengenberechnung
I0470,D,DSAC,Digitale Signatur in Arbeit
I0471,D,DSCL,Digitale Signatur beendet
I0533,D,CPER,CM: Prozesse erlaubt
I0534,D,CBRE,CM: Baseline angefordert
I0535,D,CBAS,Baselined (fixiert)
I0537,D,DRKT,AE für direkt kontierte Kosten
I0541,D,EIGT,Eigentümerabrechnung
I0549,D,SEPA,Separierter Auftrag
I0554,D,AKUE,Kündigung
I0555,D,AZUR,Abzurechnen
I0557,D,GZER,Gegenbestätigung erforderlich
I0558,D,AZAE,Geändert
I0564,D,FIXD,Fixing durchgeführt
I0569,D,AANG,Angebot
I0611,D,DAE,Arbeitserlaubnis gedruckt
I0642,D,AEAG,Arbeitserlaubnis ausgegeben
I0704,D,AFWL,Darlehenserfüllung
I0706,D,AFWI,Darlehen erfüllt
I0707,D,GAnp,Geschäftsanpassung
I0708,D,GKor,Geschäftskorrektur
I0709,D,Fix.,NDF-Instrument fixieren
I0812,D,1102,löschbar
I0818,D,AALÜ,An Aufgabenliste übergeben
I0819,D,AUGE,Aufgabe geändert
I0862,D,DAnp,Dividendenanpassung
I0990,D,DSIG,Dig. Signatur zum Auftrag OP
I0993,D,BAPR,Budget genehmigt
I1065,D,CCOM,Nicht kontaktieren
I2200,D,CNEW,in Bearbeitung
I2203,D,CINC,inkonsistent
I3903,D,GELD,Gelöscht (Disponent)
I0142,D,ABRI,Abriß
I0147,D,BWSP,Bewegungsdaten gesperrt
I0159,D,AMER,Alle Maßnahmen erledigt
I0160,D,EIGV,Meldung eigenverursacht
I0161,D,FRDV,Meldung fremdverursacht
I0162,D,FHLS,Fehlererfassung
I0163,D,AiB,Anlage im Bau vorhanden
I0166,D,FOA,Folgeaktion durchgeführt
I0170,D,CRCO,Angelegt aus Kundenauftrag
I0171,D,CRTR,Angelegt aus Transport
I0183,D,AUSS,Ausschuß ermittelt
I0185,D,EAUF,In SD-Auftrag zugeordnet
IDCA0,E,DCA0,/
I0187,D,ESER,Im Servicevertrag zugeordnet
I0191,D,ETRA,Im Transportbestand
I0192,D,EAUS,Aus dem Lager entnommen
IDCA1,D,DCA1,/
IDCA1,E,DCA1,/
I0203,D,BERF,Mengenbuchung erforderlich
I0210,D,DRPZ,Probeziehanweisung gedruckt
I0211,D,DRPA,Prüfanweisung gedruckt
I0215,D,SSAP,Objekt angelegt
I0219,D,BTEI,Bestandsbuchung begonnen
I0220,D,BEND,Bestand vollständig entlastet
I0221,D,STAK,Statistik aktualisiert
I0227,D,REO3,Detaildaten zum Los gelöscht
I0228,D,REO2,Probendaten zum Los gelöscht
I0229,D,REO1,Merkmale + Vorgänge gelöscht
I0230,D,SUB,An Subsystem übertragen
I0234,D,EFTG,Einzelfertigung
I0236,D,HCNF,Rückmeldung zum Auftragskopf
I0237,D,ENTN,Komp. ausgebucht von Rückmeld.
I0244,D,CYGS,gesplittet
I0265,D,CCOA,Objekt: Änderung abgeschlossen
I0270,D,CREF,ArbPlatz bis Freigabe erlaubt
I0274,D,FTC1,Kontrolle: Sanctioned Party
I0278,D,EBRR,Auftragsprotokoll erforderlich
I0279,D,EBRC,Auftragsprotokoll archiviert
I0280,D,EBRA,Auftragsprotokoll abgebrochen
I0285,D,CHZU,Charge zugeordnet
I0288,D,CAPB,CAP berechnet
I0291,D,CUGT,Merkmalsbewertung übernommen
I0292,D,FKTF,Fehler bei Funktionsbearbeit.
I0298,D,SRTR,Sekundärressource teilrückgem.
I0299,D,SRRU,Sekundärressource rückgemeldet
I0310,D,FTC2,Kontrolle: Embargo
I0311,D,FTC3,Kontrolle: Fehlende Stammdaten
I0312,D,FTC4,Kontrolle: Genehmigungsfindung
I0322,D,GNE,Genehmigung erteilt
I0323,D,GNEZ,Einzelgenehmigung erteilt
I0324,D,GNRZ,genehm. Rezept liegt zugrunde
I0327,D,GNZG,Genehmigung zurückgenommen
I0330,D,GBST,Bestätigt
I0331,D,GBTS,Gegenbestätigt
I0333,D,BUGÜ,Ausgeübt
I0337,D,AO01,Fehler bei VerfügbPrüfung
I0339,D,AO03,Liefergruppen vorhanden
I0360,D,AFAS,AFA-Simulation vorhanden
I0363,D,AUFB,Aufbewahrung durchgeführt
I0369,D,CHPF,Auftrag chargenpflichtig
I0370,D,CHZG,Chargen vollständig zugeordnet
I0376,D,GNPZ,Geneh. Prüfplan liegt zugrunde
I0382,D,SERP,Pflege Serialnummern notwendig
I0383,D,CHNZ,Charge nicht zugeordnet
I0386,D,REPA,Repariert
I3907,D,RESM,Benachrichtigt
I3910,D,AUFE,Auftrag erstellt
I4444,D,AHNA,Aus Historienneuaufbau
I4446,D,SIH,Schlanke Instandhaltung
I5505,D,COCH,Leistungspflicht geprüft
I5506,D,BEDE,Leistung anerkannt
I5507,D,FORE,Fondsorder angefordert
I5508,D,FOCO,Fondsorder bestätigt
I5512,D,BCCR,Rückn. Vertragsumgest. angef.
I5513,D,BCCC,Rückn. Vertragsumgest. best.
I5514,D,CLCL,Leistungsfall geschlossen
I5515,D,CLRE,Leistungsfall abgelehnt
I5520,D,FOSR,Fondsorder Storno angefordert
I5521,D,FOSC,Fondsorder Storno bestätigt
I8002,D,CGAT,Geändert nach Revision
I8006,D,DELD,Gelöscht nach Revision
I8008,D,CBEX,CM: Baseline aufgelöst
I8010,D,CMBG,CM: Hintergrundbearbeitung
I8012,D,AFER,Auftrag angelegt durch MEB
I8013,D,AFEE,Auftragserzeugung erforderlich
I8024,D,ABBE,Abschluss bestätigt
I8025,D,ABTB,Abschluss teilweise bestätigt
I0013,묩,DLT,हटाने का संकेतक
I8028,D,ENDE,Beendet
I8827,D,EINF,Einfahrt erfolgt
I8828,D,BLBG,Beladung begonnen
I8829,D,BLTB,Beladung teilweise beendet
I8830,D,BLAB,Beladung abgeschlossen
I8834,D,BWPR,Bewegungsprozess
I8837,D,BLBE,Beladebereit
I8839,D,BEBW,Bereit zur Bewegung
I8840,D,BEAU,Ausfahrbereit
IBI01,D,BP01,gesperrt für Einlagerung
IBI02,D,BP02,gesperrt für Auslagerung
IBI04,D,BII1,Initialisieren
IBI05,D,BB01,Blocklagersperre
I0320,E,INAC,Object Deactivated
I0329,D,NICV,Nur Intercompany Vermietung
ICO06,D,ges.,Gesendet
ICO11,D,Beau,Bestätigung ausstehend
ICO13,D,FbVe,Fehler b. Versenden
ICO15,D,AwEr,Kanalantwort erhalten
IDCA2,E,DCA2,/
IDCA2,D,DCA2,/
IDCA9,D,DCA9,/
IDCA9,E,DCA9,/
IDCC0,D,DCC0,/
IDCC0,E,DCC0,/
IDCC1,D,DCC1,/
IDCC1,E,DCC1,/
IDCC2,D,DCC2,/
IDCC2,E,DCC2,/
IDCC9,D,DCC9,/
IDCC9,E,DCC9,/
IDCM-,D,DCM-,/
IDCM-,E,DCM-,/
