MANDT,SPRAS,MSEHI,MSEH3,MSEH6,MSEHT,MSEHL
400,J,MC2,MC2,MC2,MC2 14.730,千立方フィート 14.73 PSI
400,E,MC2,MC2,MC2,"MC2 14,730","One Thousand Cu. Ft 14,73 PSI"
400,J,MC3,MC3,MC3,MC3 14.650,千立方フィート 14.65 PSI
400,E,MC3,MC3,MC3,"MC3 14,650","One Thousand Cu. Ft 14,65 PSI"
400,J,MCF,MCF,MCF,MCF,百万立方フィート
400,E,MCF,MCF,MCF,MCF,One Million Cubic Feet
400,K,MEJ,MEJ,MJ,MJ,Megajoule
400,J,MEJ,MEJ,MJ,MJ,メガジュール
400,E,MEJ,MEJ,MJ,MJ,Megajoule
400,K,MG,MG,mg,mg,Milligram
400,J,MG,MG,mg,mg,ミリグラム
400,E,MG,MG,mg,mg,Milligram
400,K,MGF,MGF,mg/cm2,mg/cm2,Milligram/kvadratcentimeter
400,J,MGF,MGE,mg/cm2,mg/cm2,ミリグラム毎平方センチメートル
400,E,MGF,MGE,mg/cm2,mg/cm2,Milligram/Square centimeter
400,J,MGQ,MGQ,mg/m3,mg/m3,ミリグラム毎立方メートル
400,E,MGQ,MGQ,mg/m3,mg/m3,Milligram/cubic meter
400,K,MGT,MGT,mg/t,mg/t,Milligram/ton
400,J,MGT,MGT,mg/t,mg/t,ミリグラム/トン
400,E,MGT,MGT,mg/t,mg/t,Milligram/Ton
400,K,MGW,MGW,Mo,Mo,Megawatt
400,J,MGW,MGW,MW,MW,メガワット
400,E,MGW,MGW,MW,MW,Megawatt
400,J,MGq,MGq,mg/tm3,mg/10m3,ミリグラム毎 10 立方メートル
400,E,MGq,MGq,mg/tm3,mg/10m3,Milligram/10 Cubic Meters
400,K,MGG,MGG,mg/g,mg/g,Milligram/gram
400,J,MGG,MGG,mg/g,mg/g,ミリグラム毎グラム
400,E,MGG,MGG,mg/g,mg/g,Milligram/gram
400,J,MGJ,MGJ,g/m3/k,g/m3/kpa,グラム/立方メートル/Kilopascal
400,E,MGJ,MGJ,g/m3/k,g/m3/kpa,Gram/Cubic Meter/Kilopascal
400,K,MGK,MGK,mg/kg,mg/kg,Milligram/kilogram
400,J,MGK,MGK,mg/kg,mg/kg,ミリグラム毎キログラム
400,E,MGK,MGK,mg/kg,mg/kg,Milligram/kilogram
400,K,MGL,MGL,mg/l,mg/l,Milligram/liter
400,J,MGL,MGL,mg/l,mg/l,ミリグラム毎リットル
400,E,MGL,MGL,mg/l,mg/l,Milligram/liter
400,K,MHZ,MHZ,MHz,MHz,Megahertz
400,J,MHZ,MHZ,MHz,MHz,メガヘルツ
400,E,MHZ,MHZ,MHz,MHz,Megahertz
400,K,MI,MI,mil,Mil,Mil
400,J,MI,MI,Mile,Mile,マイル
400,E,MI,MI,mile,Mile,Mile
400,K,MI2,MI2,Mil2,Kvadratmil,Kvadratmil
400,J,MI2,MI2,Mile2,Mile2,平方マイル
400,E,MI2,MI2,Mile2,Mile2,Square Mile
400,J,MIL,Mil,mil,ミリインチ,ミリインチ
400,E,MIL,mil,mil,Milliinch,Milliinch
400,K,MIM,µM,µm,µm,Mikrometer
400,J,MIM,μM,μm,μm,マイクロメートル
400,E,MIM,µM,µm,µm,Micrometer
400,J,MIN,MIN,min,分,分
400,E,MIN,MIN,min,Minutes,Minutes
400,K,MIS,MIS,µs,µs,Mikrosekund
400,J,MIS,MIS,μs,μs,マイクロセカンド
400,E,MIS,MIS,µs,µs,Microsecond
400,K,MJ,MIJ,mJ,mJ,Millijoule
400,J,MJ,MIJ,mJ,mJ,ミリジュール
400,E,MJ,MIJ,mJ,mJ,Millijoule
400,E,MLR,MLR,Ml,Mega Liter,Mega Liter
400,J,MLW,MLI,mlai,ml有効成分,ミリリットル有効成分
400,E,MLW,MLI,mlai,ml act.in.,Milliliter Active Ingredient
400,K,MM,MM,mm,mm,Millimeter
400,J,MM,MM,mm,mm,ミリメートル
400,E,MM,MM,mm,mm,Millimeter
400,K,MM2,MM2,mm2,mm2,Kvadratmillimeter
400,J,MM2,MM2,mm2,mm2,平方ミリメートル
400,E,MM2,MM2,mm2,mm2,Square millimeter
400,K,MMA,KMA,mm/å,mm/å,Millimeter/år
400,J,MMA,MMA,mm/a,mm/a,ミリメートル毎年
400,E,MMA,MMA,mm/a,mm/a,Millimeter/year
400,K,MMG,MMG,mmol/g,mmol/g,Millimol/gram
400,J,MMG,MMG,mmol/g,mmol/g,ミリモル毎グラム
400,E,MMG,MMG,mmol/g,mmol/g,Millimole/Gram
400,J,MMH,MMH,mm/h,mm/h,ミリメートル毎時
400,E,MMH,MMH,mm/h,mm/h,Millimeter/hour
400,K,MMK,MMK,m_/kg,mmol/kg,Millimol/kilogram
400,J,MMK,MMK,m_/kg,mmol/kg,ミリモル毎キログラム
400,E,MMK,MMK,m_/kg,mmol/kg,Millimole/Kilogram
400,K,MJK,MJK,MJ/kg,MJ/kg,Megajoule/kilogram
400,J,MJK,MJK,MJ/kg,MJ/kg,メガジュール毎キログラム
400,E,MJK,MJK,MJ/kg,MJ/kg,Megajoules/Kilogram
400,K,ML,ML,ml,ml,Milliliter
400,J,ML,ML,ml,ml,ミリリットル
400,E,ML,ML,ml,ml,Milliliter
400,J,MLK,MLK,ml/m3,ml/m3,ミリリットル毎立方メートル
400,E,MLK,MLK,ml/m3,ml/m3,Milliliter/cubic meter
400,K,MLR,MLR,Mlr,Megaliter,Megaliter
400,J,MLR,MLR,Ml,メガ Liter,メガリットル
400,K,MMO,MMO,mmol,mmol,Millimol
400,J,MMO,MMO,mmol,mmol,ミリモル
400,E,MMO,MMO,mmol,mmol,Millimole
400,K,MMQ,MM3,mm3,mm3,Kubikmillimeter
400,J,MMQ,MM3,mm3,mm3,立方ミリメートル
400,E,MMQ,MM3,mm3,mm3,Cubic millimeter
400,K,MMS,MMS,mm/s,mm/s,Millimeter/sekund
400,J,MMS,MMS,mm/s,mm/s,ミリメートル毎秒
400,E,MMS,MMS,mm/s,mm/s,Millimeter/second
400,K,MNM,MNM,mN/m,mN/m,Millinewton/meter
400,J,MNM,MNM,mN/m,mN/m,ミリニュートン毎メートル
400,E,MNM,MNM,mN/m,mN/m,Millinewton/meter
400,K,MOK,MOK,mol/kg,mol/kg,Mol/kilogram
400,J,MOK,MOK,mol/kg,mol/kg,モル毎キログラム
400,E,MOK,MOK,mol/kg,mol/kg,Mole/Kilogram
400,K,MOL,MOL,mol,mol,Mol
400,J,MOL,MOL,mol,mol,モル
400,E,MOL,MOL,mol,mol,Mole
400,J,MON,MON,月,月,月
400,E,MON,MON,Months,Months,Months
400,K,MPA,MPA,MPa,MPa,Megapascal
400,J,MPA,MPA,MPa,MPa,メガパスカル
400,E,MPA,MPA,MPa,MPa,Megapascal
400,E,MS,MSE,ms,ms,Millisecond
400,K,MS2,MS2,m/s2,m/s2,Meter/kvadratsekund
400,J,MS2,MS2,m/s2,m/s2,メートル毎秒毎秒
400,E,MS2,MS2,m/s2,m/s2,Meter/Square Second
400,J,MSH,MSH,mSv/h,mSv/h,ミリシーベルト毎時
400,E,MSH,MSH,mSv/h,mSv/h,Millisieverts per hour
400,K,MTE,MTE,mT,mT,Millitesla
400,J,MTE,MTE,mT,mT,ミリテスラ
400,E,MTE,MTE,mT,mT,Millitesla
400,J,MPT,MPT,ppt(m),ppt(m),質量一兆分率
400,E,MPT,MPT,ppt(m),ppt(m),Mass parts per trillion
400,K,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/sekund
400,J,MPZ,MPZ,m.Pa/s,m.Pa/s,メートルパスカル毎秒
400,E,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/second
400,J,MQH,M3H,m3/h,m3/h,立方メートル/時
400,E,MQH,M3H,m3/h,m3/h,Cubic Meter/Hour
400,K,MS,MS,ms,ms,Millisekund
400,J,MS,MSE,ms,ms,ミリセカンド
400,J,MPB,MPB,ppb(m),ppb(m),質量十億分率
400,E,MPB,MPB,ppb(m),ppb(m),Mass parts per billion
400,J,MPG,MPG,MPG US,Mi/Gal(US),マイル毎ガロン (US)
400,E,MPG,MPG,MPG US,Mi/Gal(US),Miles per gallon (US)
400,J,MPM,MPM,ppm(m),ppm(m),質量百万分率
400,E,MPM,MPM,ppm(m),ppm(m),Mass parts per million
400,J,MPS,MPS,mPa.s,mPa.s,ミリパスカル秒
400,E,MPS,MPS,mPa.s,mPa.s,Millipascal Seconds
400,J,MTM,MTM,Mppcm,Mppcm,100 万粒子毎立方フィート
400,E,MTM,MTM,Mppcm,Mppcm,Million Particles/Cubic Foot
400,J,MTS,MPH,m/h,m/h,メートル毎時
400,E,MTS,M/H,m/h,m/h,Meter/Hour
400,J,MTf,MTf,Mppcf,Mppcf,100 万粒子毎立方フィート
400,E,MTf,MTf,Mppcf,Mppcf,Million Particles/Cubic Foot
400,K,MV,MF,mV,mV,Millivolt
400,J,MV,MV,mV,mV,ミリボルト
400,E,MV,MV,mV,mV,Millivolt
400,K,MVA,MVA,MVA,MVA,Megavoltampere
400,J,MVA,MVA,mva,MVA,メガボルトアンペア
400,E,MVA,MVA,MVA,MVA,Megavoltampere
400,K,MW,MO,mW,mW,Milliwatt
400,J,MW,MW,mW,mW,ミリワット
400,E,MW,MW,mW,mW,Milliwatt
400,J,MWH,MWH,Mwh,Mwh,メガワット時
400,E,MWH,MWH,Mwh,Mwh,Megawatt hour
400,K,N,N,N,N,Newton
400,J,N,N,n,N,ニュートン
400,E,N,N,N,N,Newton
400,K,NAM,NAM,Nm,Nm,Nanometer
400,J,NAM,NAM,nm,nm,ナノメートル
400,E,NAM,NAM,nm,nm,Nanometer
400,J,NCH,NCH,ng/c2h,ng/(cm2*h),ナノグラム/平方センチ 時間
400,E,NCH,NCH,ng/c2h,ng/(cm2*h),Nanogram/Square Centim. Hr
400,K,NGT,NGT,ng/t,ng/t,Nanogram/ton
400,J,NGT,NGT,ng/t,ng/t,ナノグラム/トン
400,E,NGT,NGT,ng/t,ng/t,Nanogram/Ton
400,K,NM,NM,N/m,N/m,Newton/meter
400,J,NM,NM,N/m,N/m,ニュートン毎メートル
400,E,NM,NM,N/m,N/m,Newton/meter
400,K,NS,NS,Ns,Ns,Nanosekund
400,J,NS,NS,ns,ns,ナノセカンド
400,E,NS,NS,ns,ns,Nanosecond
400,J,OCM,OCM,Ohcm,Ohm*cm,電気抵抗率
400,E,OCM,OCM,Ohcm,Ohm*cm,Specific Electrical Resistance
400,K,OHM,OHM,Ohm,Ohm,Ohm
400,J,OHM,OHM,Ohm,Ohm,Ohm
400,E,OHM,OHM,Ohm,Ohm,Ohm
400,J,OM,OM,Ohmm,Ohm*m,電気抵抗率
400,E,OM,OM,Ohmm,Ohm*m,Specific Electrical Resistance
400,K,PAA,PAA,Par,Par,Par
400,J,PAA,PAA,ペア,ペア,ペア
400,E,PAA,PAA,PAIR,Pair,Pair
400,J,PAK,PAC,Pac,Pack,Pack
400,E,PAK,PAC,PAC,Pack,Pack
400,J,PAL,PAL,Pal,Pallet,パレット
400,E,PAL,PAL,PAL,Pallet,Pallet
400,K,PAS,PAS,Pa.s,Pa.s,Pascalsekund
400,J,PAS,PAS,Pas,Pas,パスカル秒
400,J,OZ,OZ,oz,オンス,オンス
400,E,OZ,OZ,oz,Ounce,Ounce
400,K,OZA,FOZ,foz US,Fld oz US,Fluid Ounce US
400,J,OZA,FOZ,foz US,Fld.oz US,液量オンス US
400,E,OZA,FOZ,foz US,Fld.oz US,Fluid Ounce US
400,J,P,P,p,ポイント,ポイント
400,E,P,P,P,Points,Points
400,K,PA,PA,pa,pa,Pascal
400,J,PA,PA,Pa,Pa,パスカル
400,E,PA,PA,Pa,Pa,Pascal
400,K,PRM,PRM,µg/c2m,µg/cm2*min,Permeationsrate
400,J,PRM,PRM,ug/c2m,ug/cm2*分,浸透率
400,E,PRM,PRM,ug/c2m,ug/cm2*min,Permeation Rate
400,J,PRS,PRS,Prs,人,人
400,E,PRS,PRS,PRS,Persons,Number of Persons
400,K,PS,PS,ps,ps,Pikosekund
400,J,PS,PS,ps,ps,ピコ秒
400,E,PS,PS,ps,ps,Picosecond
400,J,PSI,PSI,psi,PSI,ポンド/平方インチ
400,E,PSI,PSI,PSI,PSI,Pound/Square Inch
400,E,PAS,PAS,Pas,Pascal sec,Pascal second
400,J,PCT,PRC,PrC,Group 比率,グループ比率
400,E,PCT,PRC,PrC,Group prop,Group proportion
400,J,PDA,PDA,PDays,Cons. 日数,コンサルタント日数
400,E,PDA,PDA,PDays,Cons. Days,Consultant Days
400,K,PMI,PMI,1/min,1/min,1/minut
400,J,PMI,PMI,1/min,1/min,毎分
400,E,PMI,PMI,1/min,1/min,1/minute
400,J,PMR,PMR,kg/m2s,kg/m2*s,浸透率 SI
400,E,PMR,PMR,kg/m2s,kg/m2*s,Permeation Rate SI
400,J,PPB,PPB,ppb,ppb,十億分率
400,E,PPB,PPB,ppb,ppb,Parts per billion
400,K,PPM,PPM,ppm,ppm,Parts per million
400,J,PPM,PPM,ppm,ppm,百万分率
400,E,PPM,PPM,ppm,ppm,Parts per Million
400,J,PPT,PPT,ppt,ppt,一兆分率
400,E,PPT,PPT,ppt,ppt,Parts per trillion
400,J,THA,tha,t/ha,t/ha,ヘクタールあたりトン
400,E,THA,tha,t/ha,t/ha,Ton per Hectare
400,J,PT,PT,pt US,Pint US l,パイント、US 液量
400,E,PT,PT,pt US,Pint US l,"Pint, US Liquid"
400,J,QMM,QMM,QMM,cbm/m,立方メートル/メートル
400,E,QMM,QMM,QMM,cbm per m,Cubic meter per meter
400,J,QT,QT,qt US,Quart US l,クォート、US 液量
400,E,QT,QT,qt US,Quart US l,"Quart, US Liquid"
400,J,RHO,RHO,g/cm3,g/cm3,グラム/立方センチメートル
400,E,RHO,RHO,g/cm3,g/cm3,Gram/Cubic Centimeter
400,J,RKG,RKG,1/kg,1/kg,逆数キログラム
400,E,RKG,RKG,1/kg,1/kg,Reciprocal Kilogram
400,J,RMG,RQt,1/mg,1/mg,逆数ミリグラム
400,E,RMG,RQt,1/mg,1/mg,Reciprocal Milligram
400,J,ROL,ROL,Rol,Roll,ロール
400,E,ROL,ROL,ROL,Roll,Roll
400,K,S,S,s,Sekunder,Sekunder
400,J,S,S,s,秒,秒
400,E,S,S,s,Seconds,Seconds
400,J,TJH,TYR,t/yr,トン/年,トン/年
400,E,TJH,TYR,t/yr,t/Year,Ton/Year
400,J,ST,PC,pc,個,個
400,E,ST,PC,PC,Piece,Piece
400,K,STD,TIM,Time,Timer,Timer
400,J,STD,時,hrs,時間,時間
400,E,STD,HR,hrs,Hours,Hours
400,J,SVH,SVH,Sv/h,Sv/h,シーベルト毎時
400,E,SVH,SVH,Sv/h,Sv/h,Sieverts per hour
400,K,SVS,SVS,Sv/s,Sv/s,Sievert/sekund
400,J,SVS,SVS,Sv/s,Sv/s,シーベルト毎秒
400,K,TKL,tkl,t/kl,t/kl,Ton/1000 liter
400,J,TKL,TKL,t/kl,t/kl,トン/1000 リットル
400,E,TKL,tkl,t/kl,t/kl,Ton/1000 Liter
400,K,TKT,TKT,t/kt,t/kt,Ton/kiloton
400,J,TKT,TKT,t/kt,t/kt,トン/キロトン
400,E,TKT,TKT,t/kt,t/kt,Ton/Kiloton
400,E,SVS,SVS,Sv/s,Sv/s,Sieverts per second
400,J,TAG,DAY,Days,日,日数
400,E,TAG,DAY,Days,Days,Days
400,K,TBQ,TBQ,TBq,TBq,Terabecquerel
400,J,TBQ,TBQ,TBq,TBq,テラベクレル
400,E,TBQ,TBQ,TBq,TBq,Terabecquerel
400,J,TC3,TC3,1/cm3,1/cm3,毎立方センチメートル
400,E,TC3,TC3,1/cm3,1/cm3,1/cubic centimeter
400,J,TCM,TCM,ppcm3,ppcm3,粒子毎立方センチメートル
400,E,TCM,TCM,ppcm3,ppcm3,Particle/Cubic Centimeter
400,K,TES,TES,T,T,Tesla
400,J,TES,TES,D,D,テスラ
400,E,TES,TES,D,D,Tesla
400,J,TEU,TEU,teu,TEU,20 フィートコンテナ換算
400,E,TEU,TEU,TEU,TEU,Twenty-Foot Equivalent Unit
400,J,TH,TS,千,千,千
400,E,TH,TS,thou,Thousands,Thousands
400,J,TM3,TM3,1/m3,1/m3,毎立方メートル
400,E,TM3,TM3,1/m3,1/m3,1/cubic meter
400,K,TO,TO,t,t,Ton
400,J,TO,TO,t,t,トン
400,E,TO,TO,t,t,Ton
400,J,TON,TON,ton,US トン,US トン
400,E,TON,TON,ton,US Ton,US Ton
400,J,Tmt,TMO,t/mth,トン/月,メートルトン/月
400,E,Tmt,TMO,t/mth,t/Month,Tonne/Month
400,J,ToS,TPH,t/h,t/h,メートルトン/時
400,E,ToS,TPH,t/h,t/h,Tonne/Hour
400,J,Tot,T/t,t/トン,t/トン,トン/US トン
400,E,Tot,Tot,t/ton,t/ton,Ton/US Ton
400,K,UG,UG,UG,µg,µg
400,J,UG,UG,UG,µg,µg
400,E,UG,UG,UG,µg,µg
400,J,UG6,UG6,UG6,US Gal 60F,US ガロン 60F
400,E,UG6,UG6,UG6,US Gal 60F,US Gallons 60F
400,K,UGL,µGL,µg/l,µg/l,Mikrogram/liter
400,J,UGL,ｵGL,μg/l,μg/l,マイクログラム毎リットル
400,E,UGL,µGL,µg/l,µg/l,Microgram/liter
400,J,USH,USH,uSv/h,uSv/h,マイクロシーベルト毎時
400,E,USH,USH,uSv/h,uSv/h,Microsieverts per hour
400,K,V,V,V,V,Volt
400,J,V,V,v,V,ボルト
400,E,V,V,V,V,Volt
400,J,V%,V%,%(V),%(V),体積百分率
400,E,V%,V%,%(V),%(V),Percent volume
400,J,V%O,V%O,%O(V),%O(V),体積千分率
400,E,V%O,V%O,%O(V),%O(V),Permille volume
400,J,V01,MSC,μS/cm,μS/cm,ミクロジーメンス/cm
400,E,V01,MSC,µS/cm,µS/cm,Microsiemens per centimeter
400,J,V02,MPL,mMol/l,Millimol/l,ミリモル毎リットル
400,E,V02,MPL,mMol/l,Millimol/l,Millimole per Liter
400,J,VAL,VAL,val,金額,金額管理品目
400,E,VAL,VAL,val,Value,Value-Only Material
400,J,VPB,VPB,ppb(V),ppb(V),体積十億分率
400,E,VPB,VPB,ppb(V),ppb(V),Volume parts per billion
400,K,VPM,VPM,ppm(v),ppm(v),Volumen-parts per million
400,J,VPM,VPM,ppm(V),ppm(V),体積百万分率
400,E,VPM,VPM,ppm(V),ppm(V),Volume parts per million
400,K,VPT,VPT,ppt(v),ppt(v),Volumen-parts per trillion
400,J,VPT,VPT,ppt(V),ppt(V),体積一兆分率
400,E,VPT,VPT,ppt(V),ppt(V),Volume parts per trillion
400,K,W,W,W,V,Watt
400,J,W,W,w,W,ワット
400,E,W,W,W,W,Watt
400,J,WCH,WK,週,週,週
400,E,WCH,WK,Weeks,Weeks,Weeks
400,J,WMK,WMK,W/mk,W/(m*K),熱伝導率
400,E,WMK,WMK,W/mk,W/(m*K),Heat Conductivity
400,J,WMP,WMP,Wm2ppb,Wm-2 ppb-1,ワット/平方メートル/十億分率
400,E,WMP,WMP,Wm2ppb,Wm-2 ppb-1,Watt/sqm./parts per billon
400,J,WTL,WKY,kg/sm2,kg/s*m2,蒸発速度
400,E,WTL,WKY,kg/sm2,kg/s*m2,Evaporation Rate
400,K,YD,YD,yd,Yard,Yard
400,J,YD,YD,yd,ヤード,ヤード
400,E,YD,YD,yd,Yards,Yards
400,J,YD2,YD2,yd2,平方ヤード,平方ヤード
400,E,YD2,YD2,yd2,Yard2,Square Yard
400,J,YD3,YD3,yd3,立方ヤード,立方ヤード
400,E,YD3,YD3,yd3,Cubic yard,Cubic yard
400,J,bJH,BYr,BTU/年,BTU/年,英国熱単位/年
400,E,bJH,BYr,BTU/Yr,BTU/Year,British Thermal Unit/Year
400,J,bMO,BMO,BTU/月,BTU/月,英国熱単位/月
400,E,bMO,Bmo,BTU/M,BTU/Month,British Thermal Unit/Month
400,K,bbl,bbl,Bt/bbl,Btu/bbl,British Thermal Unit/US Barrel
400,J,bbl,bbl,Bt/bbl,Btu/バレル,英国熱単位/年/US バレル
400,E,bbl,bbl,Bt/bbl,Btu/bbl,British Thermal Unit/US Barrel
400,J,bft,BFT,Bt/ft3,Btu/ft3,英国熱単位毎立方フィート
400,E,bft,bft,Bt/ft3,Btu/ft3,British Thermal Unit/Cubic Ft
400,K,bgl,bgl,Bt/gal,Btu/gal,British Thermal Unit/US Gallon
400,J,bgl,BGL,Bt/gal,Btu/ガロン,英国熱単位/US ガロン
400,E,bgl,bgl,Bt/gal,Btu/gal,British Thermal Unit/US Gallon
400,J,bsc,BSC,BTU/SC,BTU/SCF,英国熱単位/標準立方フィート
400,E,bsc,BSC,BTU/SC,BTU/SCF,BTU/Standard Cubic Foot
400,J,btl,BTL,Btu/lb,Btu/lb,英国熱単位/US ポンド
400,E,btl,btl,Btu/lb,Btu/lb,British Thermal Unit/US Pound
400,J,fcm,FCM,fb/cm3,Fibers/cm3,ファイバ毎立方センチメートル
400,E,fcm,fcm,fb/cm3,Fibers/cm3,Fibers/Cubic Centimeter
400,J,fm3,FM3,fb/m3,Fibers/m3,ファイバ毎立方メートル
400,E,fm3,fm3,fb/m3,Fibers/m3,Fibers/Cubic Meter
400,J,fml,FML,fb/ml,Fibers/ml,ファイバ毎ミリメートル
400,E,fml,fml,fb/ml,Fibers/ml,Fibers/Milliliter
400,K,gGJ,gGJ,g/GJ,g/GJ,Gram/gigajoule
400,J,gGJ,GGJ,g/GJ,g/GJ,グラム/ギガジュール
400,E,gGJ,gGJ,g/GJ,g/GJ,Gram/Gigajoule
400,J,gj3,GJ3,GJ/tm3,GJ/1000m3,ギガジュール/1000 立方メートル
400,E,gj3,gj3,GJ/tm3,GJ/1000m3,Gigajoule/1000 Cubic Meters
400,J,gjm,GJM,GJ/m3,GJ/m3,ギガジュール/立方メートル
400,E,gjm,gjm,GJ/m3,GJ/m3,Gigajoule/Cubic Meter
400,J,gjt,gjt,GJ/ton,GJ/ton,ギガジュール/US トン
400,E,gjt,gjt,GJ/ton,GJ/ton,Gigajoule/US Ton
400,K,jm3,jm3,J/m3,J/m3,Joule/kubikmeter
400,J,jm3,jm3,J/m3,J/m3,ジュール/立方メートル
400,E,jm3,jm3,J/m3,J/m3,Joule/Cubic Meter
400,J,kgb,KGB,kg/bbl,kg/bbl,キログラム/US バレル
400,E,kgb,kgb,kg/bbl,kg/bbl,Kilogram/US Barrel
400,J,kgg,KGG,kg/gal,kg/gal,キログラム/US ガロン
400,E,kgg,kgg,kg/gal,kg/gal,Kilogram/US Gallon
400,K,kgj,kgj,kg/J,kg/J,Kilogram/joule
400,J,kgj,kgj,kg/J,kg/J,キログラム/ジュール
400,E,kgj,kgj,kg/J,kg/J,Kilogram/Joule
400,J,kgm,kgm,kg/MB,kg/MMBtu,キログラム/百万 BTU
400,E,kgm,kgm,kg/MB,kg/MMBtu,Kilogram/Million BTU
400,J,kgs,kgs,kg/scf,kg/scf,キログラム/標準立方フィート
400,E,kgs,kgs,kg/scf,kg/scf,Kilogram/Standard Cubic Foot
400,J,kgt,kgt,kg/ton,kg/ton,キログラム/US トン
400,E,kgt,kgt,kg/ton,kg/ton,Kilogram/US Ton
400,K,kml,kml,kg/kgm,kg/kg mol,Kilogram/kilogram mol
400,J,kml,kml,kg/kgm,kg/kg モル,キログラム/キログラムモル
400,E,kml,kml,kg/kgm,kg/kg mole,Kilogram/Kilogram Mole
400,J,kwk,kwk,kWh/kg,kWh/kg,キロワット時/キログラム
400,E,kwk,kwk,kWh/kg,kWh/kg,Kilowatt Hour/Kilogram
400,J,lbb,lbb,lb/Btu,lb/Btu,US ポンド/英熱量
400,E,lbb,lbb,lb/Btu,lb/Btu,US Pound/British Thermal Unit
400,J,lbg,lbg,lb/gal,lb/gal,US ポンド/US ガロン
400,E,lbg,lbg,lb/gal,lb/gal,US Pound/US Gallon
400,J,lbl,lbl,lb/lbm,lb/lb モル,US ポンド/US ポンドモル
400,E,lbl,lbl,lb/lbm,lb/lb mol,US Pound/US Pound Mole
400,J,lbm,lbm,lb/MB,lb/MMBtu,US ポンド/百万 BTU
400,E,lbm,lbm,lb/MB,lb/MMBtu,US Pound/Million BTU
400,J,lbs,lbs,lb/scf,lb/scf,US ポンド/標準立方フィート
400,E,lbs,lbs,lb/scf,lb/scf,US Pound/Standard Cubic Foot
400,J,lbt,lbt,lb/ton,lb/ton,US ポンド/US トン
400,E,lbt,lbt,lb/ton,lb/ton,US Pound/US Ton
400,J,lcm,lcm,l/cm3,l/cm3,リットル毎立方センチメートル
400,E,lcm,lcm,l/cm3,l/cm3,Liter/Cubic Centimeter
400,J,lhh,lhh,lb/Hph,lb/Hph,US ポンド/馬力時
400,E,lhh,lhh,lb/Hph,lb/Hph,US Pound/Horsepower Hour
400,J,lht,lht,lb/HTH,lb/HTHph,"US ポンド/100,000 馬力時"
400,E,lht,lht,lb/HTH,lb/HTHph,"US Pound/100,000 Hp Hr"
400,J,lmf,lmf,lb/Mf3,lb/Mft3,US ポンド/100 万立方フィート
400,E,lmf,lmf,lb/Mf3,lb/Mft3,US Pound/Million Cubic Feet
400,J,lmg,lmg,lb/Mgl,lb/Mgal,US ポンド/100 万 US ガロン
400,E,lmg,lmg,lb/Mgl,lb/Mgal,US Pound/Millions US Gallons
400,J,ltb,ltb,lb/Tbl,lb/Tbbl,US ポンド/1000 US バレル
400,E,ltb,ltb,lb/Tbl,lb/Tbbl,US Pound/1000 US Barrels
400,J,ltf,ltf,lb/Tf3,lb/Tft3,US ポンド/1000 立方フィート
400,E,ltf,ltf,lb/Tf3,lb/Tft3,US Pound/1000 Cubic Feet
400,J,ltg,ltg,lb/Tgl,lb/Tgal,US ポンド/1000 US ガロン
400,E,ltg,ltg,lb/Tgl,lb/Tgal,US Pound/Thousand US Gallons
400,J,lth,lth,lb/TH,lb/THph,US ポンド/1000 馬力時
400,E,lth,lth,lb/TH,lb/THph,US Pound/1000 Horsepower Hr.
400,K,mGJ,mGJ,mg/GJ,mg/GJ,Milligram/gigajoule
400,J,mGJ,mGJ,mg/GJ,mg/GJ,ミリグラム/ギガジュール
400,E,mGJ,mGJ,mg/GJ,mg/GJ,Milligram/Gigajoule
400,J,mHg,mHg,mmHg,mmHg,水銀柱ミリメートル
400,E,mHg,mHg,mmHg,mmHg,Millimeters of Mercury
400,J,mbb,mbb,MB/bbl,MMBtu/bbl,百万 BTU/US バレル
400,E,mbb,mbb,MB/bbl,MMBtu/bbl,Million BTU/US Barrel
400,J,mbg,mbg,MB/gal,MMBtu/gal,百万 BTU/US ガロン
400,E,mbg,mbg,MB/gal,MMBtu/gal,Million BTU/US Gallon
400,J,mbk,mbk,MB/kg,MMBtu/kg,百万 BTU/キログラム
400,E,mbk,mbk,MB/kg,MMBtu/kg,Million BTU/Kilogram
400,J,mbl,mbl,MB/lb,MMBTU/lb,100 万 BTU/ポンド
400,E,mbl,mbl,MB/lb,MMBTU/lb,Millions BTU/Pound
400,J,mbm,mbm,MB/Msc,MMBtu/Mscf,100万BTU/100万標準立方フィート
400,E,mbm,mbm,MB/Msc,MMBtu/Mscf,MMBtu/Mill. Std Cubic Foot
400,J,mbs,mbs,MB/scf,MMBtu/scf,100 万 BTU/標準立方フィート
400,E,mbs,mbs,MB/scf,MMBtu/scf,Million BTU/Std Cubic Foot
400,J,mbt,mbt,MB/ton,MMBtu/ton,100 万 BTU/US トン
400,E,mbt,mbt,MB/ton,MMBtu/ton,Million BTU/US Ton
400,J,mjm,mjm,MJ/m3,MJ/m3,メガジュール/立方メートル
400,E,mjm,mjm,MJ/m3,MJ/m3,Megajoule/Cubic Meter
400,K,mkG,µGJ,µg/GJ,µg/GJ,Mikrogram/gigajoule
400,J,mkG,UGJ,mcg/GJ,mcg/GJ,マイクログラム/ギガジュール
