PLNTY,PLNNR,PLNKN,VORNR,ARBID,WERKS,STEUS,BMSCH,VGW01,VGW02,VGW03
N,410CM004,00000003,0040,10000066,1010,YBP1,100,0,0,0
N,410CM004,00000004,0050,10000066,1010,YBP1,100,0,0,0
N,410CM004,00000005,0055,10000066,1010,YBP1,100,0,0,0
N,410CM004,00000006,0060,10000066,1010,YBP1,100,0,0,0
N,410CM004,00000007,0065,10000066,1010,YBP1,100,0,0,0
N,410CM004,00000008,0070,10000066,1010,YBP1,100,0,0,0
N,41710039,00000005,0011,10000048,1710,YBP1,1,0,0,0
N,50000018,00000001,0010,10000000,1710,PD01,1,10,30,20
A,00000005,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000005,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000005,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000005,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000006,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000006,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000006,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000006,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000007,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000007,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000007,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000007,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000008,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000008,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000008,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000008,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000009,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000009,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000009,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000009,00000004,0040,10000013,1710,YBM1,1,0,0,0
N,41710046,00000005,0010,10000000,1710,YBP1,100,30,200,200
N,41710046,00000006,0020,10000001,1710,YBP1,100,30,200,200
N,41710046,00000007,0030,10000002,1710,YBP1,100,30,200,200
N,41710046,00000008,0040,10000001,1710,YBP1,100,30,200,200
N,50000019,00000001,0010,10000056,1710,YBP1,1,15,3,3
N,50000019,00000002,0020,10000055,1710,YBP1,1,15,2,2
N,50000019,00000003,0010,10000082,1710,YBP1,1,15,1,1
N,50000019,00000004,0020,10000055,1710,YBP1,1,15,2,2
N,50000020,00000001,0010,10000052,1710,YBP1,1,30,5,5
N,50000020,00000002,0020,10000053,1710,YBP1,1,30,25,25
N,50000020,00000003,0030,10000054,1710,YBP1,1,30,5,5
N,50000020,00000004,0040,10000055,1710,YBP1,1,15,2,2
N,50000020,00000005,0010,10000052,1710,YBP1,1,30,5,5
N,50000020,00000006,0020,10000081,1710,YBP1,1,30,10,10
N,50000020,00000007,0030,10000054,1710,YBP1,1,30,5,5
N,50000020,00000008,0040,10000055,1710,YBP1,1,15,2,2
N,50000021,00000001,0010,10000056,1710,YBP1,1,15,3,3
N,50000021,00000002,0020,10000055,1710,YBP1,1,15,2,2
N,50000021,00000003,0010,10000082,1710,YBP1,1,15,1,1
N,50000021,00000004,0020,10000055,1710,YBP1,1,15,2,2
N,00000010,00000001,0010,10000056,1710,YBP1,1,15,3,3
N,00000010,00000002,0020,10000055,1710,YBP1,1,15,2,2
N,41710046,00000009,0010,10000056,1710,YBP1,1,15,3,3
N,41710046,00000010,0020,10000055,1710,YBP1,1,15,2,2
N,41010004,00000002,0010,10000093,1010,YBP3,100,10,10,30
N,41010070,00000001,0010,10000068,1010,YBP1,1,60,120,180
N,50000022,00000001,0010,10000000,1710,PP01,1,10,20,0
N,50000022,00000002,0010,10000000,1710,PP01,1,0,0,0
A,00000012,00000001,0010,10000015,1710,YBM1,1,0,0,0
A,00000013,00000001,0010,10000015,1710,YBM1,1,0,0,0
A,00000017,00000001,0010,10000015,1710,YBM1,1,0,0,0
A,00000020,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000020,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000020,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000020,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000022,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000022,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000022,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000022,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000023,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000023,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000023,00000003,0040,10000013,1710,YBM1,1,0,0,0
A,00000023,00000004,0030,10000013,1710,YBM1,1,0,0,0
A,00000024,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000024,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000024,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000024,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000019,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000019,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000019,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000019,00000004,0040,10000013,1710,YBM1,1,0,0,0
2,41710077,00000001,0010,10000099,1710,YPI1,110,0,0,0
A,00000003,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000003,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000003,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000003,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000003,00000005,0010,10000013,1710,YBM1,1,0,0,0
A,00000003,00000006,0020,10000013,1710,YBM1,1,0,0,0
A,00000003,00000007,0030,10000013,1710,YBM1,1,0,0,0
A,00000003,00000008,0040,10000013,1710,YBM1,1,0,0,0
A,00000003,00000009,0010,10000013,1710,YBM1,1,0,0,0
A,00000003,00000010,0020,10000013,1710,YBM1,1,0,0,0
A,00000003,00000011,0030,10000013,1710,YBM1,1,0,0,0
A,00000003,00000012,0040,10000013,1710,YBM1,1,0,0,0
A,00000003,00000013,0010,10000013,1710,YBM1,1,0,0,0
A,00000003,00000014,0020,10000013,1710,YBM1,1,0,0,0
A,00000003,00000015,0030,10000013,1710,YBM1,1,0,0,0
A,00000003,00000016,0040,10000013,1710,YBM1,1,0,0,0
A,00000003,00000017,0010,10000013,1710,YBM1,1,0,0,0
A,00000003,00000018,0020,10000013,1710,YBM1,1,0,0,0
A,00000003,00000019,0030,10000013,1710,YBM1,1,0,0,0
A,00000003,00000020,0040,10000013,1710,YBM1,1,0,0,0
A,00000027,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000027,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000027,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000027,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000029,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000029,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000029,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000029,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000030,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000030,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000030,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000030,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000031,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000031,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000031,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000031,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000033,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000033,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000033,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000033,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000037,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000037,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000037,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000037,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000039,00000001,0010,10000013,1710,YBM1,1,0,0,0
A,00000039,00000002,0020,10000013,1710,YBM1,1,0,0,0
A,00000039,00000003,0030,10000013,1710,YBM1,1,0,0,0
A,00000039,00000004,0040,10000013,1710,YBM1,1,0,0,0
A,00000018,00000001,0010,10000104,1710,YBM1,1,0,0,0
A,00000018,00000002,0020,10000104,1710,YBM1,1,0,0,0
A,00000018,00000003,0030,10000104,1710,YBM1,1,0,0,0
A,00000025,00000001,0010,10000104,1710,YBM1,1,0,0,0
A,00000025,00000002,0020,10000104,1710,YBM1,1,0,0,0
A,00000026,00000001,0010,10000104,1710,YBM1,1,0,0,0
A,00000026,00000002,0020,10000104,1710,YBM1,1,0,0,0
A,00000026,00000003,0030,10000104,1710,YBM1,1,0,0,0
Q,51010071,00000001,0010,10000043,1010,QM01,1,0,0,0
Q,51010070,00000001,0010,10000043,1010,QM01,1,0,0,0
Q,50171090,00000001,0010,10000016,1710,QM01,1,0,0,0
Q,50171091,00000001,0010,10000016,1710,QM01,1,0,0,0
N,41010100,00000001,0010,10000112,1010,YBP1,1,10,16,18
N,41010101,00000001,0010,10000114,1010,YBP1,1,10,16,18
N,41010102,00000001,0010,10000115,1010,YBP1,1,10,16,18
N,41010103,00000001,0010,10000116,1010,YBP1,1,10,16,18
N,41010104,00000001,0010,10000117,1010,YBP1,1,10,16,18
N,41710100,00000001,0010,10000124,1710,YBP1,1,10,16,18
N,41710101,00000001,0010,10000126,1710,YBP1,1,10,16,18
N,41710102,00000001,0010,10000127,1710,YBP1,1,10,16,18
N,41710103,00000001,0010,10000128,1710,YBP1,1,10,16,18
N,41710104,00000001,0010,10000129,1710,YBP1,1,10,16,18
N,41010015,00000001,0010,10000000,1010,YB99,100,1,1,1
S,41010005,00000001,0010,10000011,1010,YBRW,1,0,0,10
N,41010000,00000001,0010,10000000,1010,YBP1,100,30,10,10
N,41010000,00000002,0020,10000001,1010,YBP1,100,30,10,10
N,41010000,00000003,0030,10000002,1010,YBP1,100,30,10,10
N,41010000,00000004,0040,10000001,1010,YBP1,100,30,10,10
N,41010001,00000001,0010,10000010,1010,YBP1,100,30,10,10
N,41010001,00000002,0020,10000001,1010,YBP1,100,30,10,10
N,41010061,00000001,0010,10000000,1010,YBP1,100,30,10,10
N,41010061,00000002,0020,10000001,1010,YBP1,100,30,10,10
N,41010061,00000003,0030,10000002,1010,YBP1,100,30,10,10
N,41010061,00000004,0040,10000001,1010,YBP1,100,30,10,10
N,41010010,00000001,0010,10000000,1010,YBP1,100,50,150,150
N,41010010,00000002,0020,10000011,1010,YBP1,100,50,150,150
N,41010010,00000003,0030,10000002,1010,YBP1,100,50,150,150
N,41010011,00000001,0010,10000000,1010,YBP1,100,50,150,150
2,41010007,00000001,0010,10000006,1010,YPI1,10000,0,0,0
2,41010007,00000002,0030,10000005,1010,YBP4,10000,0,0,0
2,41010007,00000003,0020,00000000,1010,YPI1,10000,1,2,0
2,41010007,00000004,0040,00000000,1010,YBP4,10000,0.5,1,0
2,41010008,00000001,0010,10000012,1010,YBP4,1000,0,0,0
2,41010008,00000002,0020,00000000,1010,YBP4,1000,2,2,0
2,41010007,00000005,0010,10000006,1010,YPI1,10000,0,0,0
2,41010007,00000006,0030,10000005,1010,YBP4,10000,0,0,0
2,41010007,00000007,0020,00000000,1010,YPI1,10000,1,2,0
2,41010007,00000008,0040,00000000,1010,YBP4,10000,0.5,1,0
N,41010046,00000001,0010,10000000,1010,YBP1,100,30,200,200
N,41010046,00000002,0020,10000001,1010,YBP1,100,30,200,200
N,41010046,00000003,0030,10000002,1010,YBP1,100,30,200,200
N,41010046,00000004,0040,10000001,1010,YBP1,100,30,200,200
N,41010003,00000001,0010,10000010,1010,YBP1,100,30,10,10
N,41010003,00000002,0020,10000001,1010,YBP3,100,30,10,10
N,41010004,00000001,0010,10000004,1010,YBP3,100,10,10,30
N,41010000,00000005,0010,10000011,1010,YBP1,1,30,10,10
N,41010012,00000001,0010,10000004,1010,YBP3,100,10,10,30
N,41010009,00000001,0010,10000004,1010,YBP3,100,10,10,30
N,41010047,00000001,0010,10000010,1010,YBP1,100,10,10,30
N,41010047,00000002,0020,10000001,1010,YBP3,100,10,10,30
Q,51010001,00000001,0010,10000017,1010,QM01,1,0,0,0
N,41010010,00000004,0010,10000000,1010,YBP1,100,50,150,150
N,41010010,00000006,0030,10000002,1010,YBP1,100,50,150,150
N,41010011,00000002,0010,10000000,1010,YBP1,100,50,150,150
N,41010010,00000005,0020,10000011,1010,YBQ1,100,50,150,150
N,41010014,00000001,0010,10000019,1010,YBP1,10,1,2,0
N,41010014,00000002,0020,10000018,1010,YBP1,10,0.5,1,0
N,41010014,00000003,0030,10000020,1010,YBP5,10,2,2,0
N,41010062,00000001,0010,10000019,1010,YBP1,10,1,2,0
N,41010062,00000002,0020,10000018,1010,YBP1,10,0.5,1,0
N,41010062,00000003,0030,10000020,1010,YBP5,10,2,2,0
N,41010016,00000001,0010,10000019,1010,YBP1,10,1,2,0
N,41010016,00000002,0020,10000018,1010,YBP1,10,0.5,1,0
N,41010016,00000004,0040,10000020,1010,YBP5,10,2,2,0
N,41010016,00000003,0030,10000017,1010,QM01,10,0,0,0
Q,50101001,00000001,0010,10000017,1010,QM01,1,0,0,0
Q,50101002,00000001,0010,10000017,1010,QM01,1,0,0,0
Q,50101004,00000001,0010,10000017,1010,QM01,1,0,0,0
Q,50101007,00000001,0010,10000017,1010,QM01,1,0,0,0
Q,50101005,00000001,0010,10000017,1010,QM01,1,0,0,0
N,41010039,00000001,0010,10000021,1010,YBP1,1,30,200,200
N,41010039,00000002,0031,10000021,1010,YBP1,1,30,200,200
N,41010039,00000003,0032,10000021,1010,YBP1,1,30,200,200
N,41010031,00000001,0010,10000021,1010,YBP1,1,60,120,180
Q,00000001,00000001,0010,00000000,1010,QM01,1,0,0,0
N,41010200,00000001,0010,10000022,1010,YBP1,100,30,10,10
N,41010023,00000001,0010,10000023,1010,YBP1,100,30,10,10
N,41010024,00000001,0010,10000024,1010,YBP1,100,30,10,10
N,41010025,00000001,0010,10000025,1010,YBP1,100,30,10,10
N,41010026,00000001,0010,10000026,1010,YBP1,100,30,10,10
N,41010041,00000001,0010,10000023,1010,YBP1,100,30,10,10
N,41010042,00000001,0010,10000025,1010,YBP1,100,30,10,10
N,41010043,00000001,0010,10000025,1010,YBP1,100,30,10,10
N,41010044,00000001,0010,10000026,1010,YBP1,100,30,10,10
N,41010045,00000001,0010,10000026,1010,YBP1,100,30,10,10
Q,50101089,00000001,0010,10000017,1010,QM01,1,0,0,0
N,41010063,00000001,0010,10000027,1010,YBP1,1,30,25,25
N,41010063,00000002,0020,10000028,1010,YBP1,1,30,25,25
N,41010063,00000003,0030,10000029,1010,YBP1,1,30,5,5
N,41010063,00000004,0040,10000030,1010,YBP1,1,15,8,8
N,41010063,00000005,0050,10000030,1010,YBP1,1,15,2,2
N,41010064,00000001,0010,10000031,1010,YBP1,1,15,3,3
N,41010064,00000002,0020,10000030,1010,YBP1,1,15,2,2
N,41010063,00000006,0010,10000027,1010,YBP1,1,30,25,25
N,41010063,00000007,0020,10000032,1010,YBP1,1,30,10,25
N,41010063,00000008,0030,10000029,1010,YBP1,1,30,5,5
N,41010063,00000009,0040,10000030,1010,YBP1,1,15,8,8
N,41010063,00000010,0050,10000030,1010,YBP1,1,15,2,2
N,41010064,00000003,0010,10000033,1010,YBP1,1,15,1,3
N,41010064,00000004,0020,10000030,1010,YBP1,1,15,2,2
2,41010065,00000001,0010,10000036,1010,YPI1,1500,0,0,0
2,41010065,00000002,0030,10000034,1010,YBP4,1500,0,0,0
2,41010065,00000003,0020,00000000,1010,YPI1,1500,1,1,0
2,41010065,00000004,0040,00000000,1010,YPI1,1500,2,2,0
2,41010065,00000005,0050,00000000,1010,YBP4,1500,1,1,0
2,41010065,00000006,0010,10000036,1010,YPI1,1500,0,0,0
2,41010065,00000007,0030,10000035,1010,YBP4,1500,0,0,0
2,41010065,00000008,0020,00000000,1010,YPI1,1500,1,1,0
2,41010065,00000009,0040,00000000,1010,YPI1,1500,1.5,1.5,0
2,41010065,00000010,0050,00000000,1010,YBP4,1500,1,1,0
2,41010066,00000001,0010,10000037,1010,YBP4,100,0,0,0
2,41010066,00000002,0020,00000000,1010,YBP4,100,2,2,0
2,41010066,00000003,0010,10000038,1010,YBP4,100,0,0,0
2,41010066,00000004,0020,00000000,1010,YBP4,100,1,1,0
N,41010004,00000002,0010,10000039,1010,YBP3,100,10,10,30
N,41010004,00000003,0010,10000039,1010,YBP3,100,10,10,30
N,41010035,00000001,0010,10000000,1010,YBP1,100,30,10,10
N,41010036,00000001,0010,10000000,1010,YBP1,100,30,10,10
N,41010037,00000001,0010,10000000,1010,YBP1,100,30,10,10
N,41010038,00000001,0010,10000000,1010,YBP1,100,30,10,10
2,41010068,00000001,0010,10000040,1010,YPI1,1000,0,0,0
2,41010068,00000002,0030,10000041,1010,YPI1,1000,0,0,0
2,41010068,00000003,0050,10000042,1010,YBP4,1000,0,0,0
2,41010068,00000004,0020,00000000,1010,YPI1,1000,1,1,0
2,41010068,00000005,0040,00000000,1010,YPI1,1000,2,2,0
2,41010068,00000006,0060,00000000,1010,YBP4,1000,1,1,0
2,41010069,00000001,0010,10000043,1010,YPI1,1000,0,0,0
2,41010069,00000002,0020,00000000,1010,YPI1,1000,0.5,0.5,0
Q,51010063,00000001,0010,10000017,1010,QM01,1,0,0,0
2,41010072,00000001,0010,10000006,1010,YPI1,1000,0,0,0
2,41010072,00000002,0030,10000012,1010,YBP4,1000,0,0,0
2,41010072,00000003,0020,00000000,1010,YPI1,1000,2,2,0
2,41010072,00000004,0040,00000000,1010,YBP4,1000,1,1,0
2,41010041,00000001,0010,10000006,1010,YPI1,100,0,0,0
2,41010041,00000002,0030,10000012,1010,YBP4,100,0,0,0
2,41010041,00000003,0020,00000000,1010,YPI1,100,1,1,0
2,41010041,00000004,0040,00000000,1010,YBP4,100,2,2,0
2,41010042,00000001,0010,10000006,1010,YPI1,100,0,0,0
2,41010042,00000002,0030,10000012,1010,YBP4,100,0,0,0
2,41010042,00000003,0020,00000000,1010,YPI1,100,2,2,0
2,41010042,00000004,0040,00000000,1010,YBP4,100,2,2,0
2,41010043,00000001,0010,10000044,1010,YBP4,1000,0,0,0
2,41010043,00000002,0020,00000000,1010,YBP4,1000,1,1,0
N,41010070,00000001,0010,10000021,1010,YBP1,1,60,120,180
N,41010088,00000001,0010,10000021,1010,YBP1,1,30,200,200
2,51010002,00000001,0010,10000006,1010,YPI1,1,0,0,0
2,51010002,00000002,0020,00000000,1010,YPI1,1,0,0,0
2,41010077,00000001,0010,10000046,1010,YPI1,100,0,0,0
2,41010077,00000002,0020,10000047,1010,YPI1,100,0,0,0
Q,51010071,00000001,0010,10000017,1010,QM01,1,0,0,0
Q,51010070,00000001,0010,10000017,1010,QM01,1,0,0,0
N,41010100,00000001,0010,10000053,1010,YBP1,1,10,16,18
N,41010101,00000001,0010,10000055,1010,YBP1,1,10,16,18
N,41010102,00000001,0010,10000056,1010,YBP1,1,10,16,18
N,41010103,00000001,0010,10000057,1010,YBP1,1,10,16,18
N,41010104,00000001,0010,10000058,1010,YBP1,1,10,16,18
N,41710015,00000001,0010,10000059,1710,YB99,100,1,1,1
S,41710005,00000001,0010,10000070,1710,YBRW,1,0,0,10
N,41710000,00000001,0010,10000059,1710,YBP1,100,30,10,10
N,41710000,00000002,0020,10000060,1710,YBP1,100,30,10,10
N,41710000,00000003,0030,10000061,1710,YBP1,100,30,10,10
N,41710000,00000004,0040,10000060,1710,YBP1,100,30,10,10
N,41710001,00000001,0010,10000069,1710,YBP1,100,30,10,10
N,41710001,00000002,0020,10000060,1710,YBP1,100,30,10,10
N,41710061,00000001,0010,10000059,1710,YBP1,100,30,10,10
N,41710061,00000002,0020,10000060,1710,YBP1,100,30,10,10
N,41710061,00000003,0030,10000061,1710,YBP1,100,30,10,10
N,41710061,00000004,0040,10000060,1710,YBP1,100,30,10,10
N,41710010,00000001,0010,10000059,1710,YBP1,100,50,150,150
N,41710010,00000002,0020,10000070,1710,YBP1,100,50,150,150
N,41710010,00000003,0030,10000061,1710,YBP1,100,50,150,150
N,41710011,00000001,0010,10000059,1710,YBP1,100,50,150,150
2,41710007,00000001,0010,10000065,1710,YPI1,10000,0,0,0
2,41710007,00000002,0030,10000064,1710,YBP4,10000,0,0,0
2,41710007,00000003,0020,00000000,1710,YPI1,10000,1,2,0
2,41710007,00000004,0040,00000000,1710,YBP4,10000,0.5,1,0
2,41710008,00000001,0010,10000071,1710,YBP4,1000,0,0,0
2,41710008,00000002,0020,00000000,1710,YBP4,1000,2,2,0
2,41710007,00000005,0010,10000065,1710,YPI1,10000,0,0,0
2,41710007,00000006,0030,10000064,1710,YBP4,10000,0,0,0
2,41710007,00000007,0020,00000000,1710,YPI1,10000,1,2,0
2,41710007,00000008,0040,00000000,1710,YBP4,10000,0.5,1,0
N,41710046,00000001,0010,10000059,1710,YBP1,100,30,200,200
N,41710046,00000002,0020,10000060,1710,YBP1,100,30,200,200
N,41710046,00000003,0030,10000061,1710,YBP1,100,30,200,200
N,41710046,00000004,0040,10000060,1710,YBP1,100,30,200,200
N,41710003,00000001,0010,10000069,1710,YBP1,100,30,10,10
N,41710003,00000002,0020,10000060,1710,YBP3,100,30,10,10
N,41710004,00000001,0010,10000063,1710,YBP3,100,10,10,30
N,41710000,00000005,0010,10000070,1710,YBP1,1,30,10,10
N,41710012,00000001,0010,10000063,1710,YBP3,100,10,10,30
N,41710009,00000001,0010,10000063,1710,YBP3,100,10,10,30
N,41710047,00000001,0010,10000069,1710,YBP1,100,10,10,30
N,41710047,00000002,0020,10000060,1710,YBP3,100,10,10,30
Q,51710001,00000001,0010,10000076,1710,QM01,1,0,0,0
N,41710010,00000004,0010,10000059,1710,YBP1,100,50,150,150
N,41710010,00000006,0030,10000061,1710,YBP1,100,50,150,150
N,41710011,00000002,0010,10000059,1710,YBP1,100,50,150,150
N,41710010,00000005,0020,10000070,1710,YBQ1,100,50,150,150
N,41710014,00000001,0010,10000078,1710,YBP1,10,1,2,0
N,41710014,00000002,0020,10000077,1710,YBP1,10,0.5,1,0
N,41710014,00000003,0030,10000079,1710,YBP5,10,2,2,0
N,41710062,00000001,0010,10000078,1710,YBP1,10,1,2,0
N,41710062,00000002,0020,10000077,1710,YBP1,10,0.5,1,0
N,41710062,00000003,0030,10000079,1710,YBP5,10,2,2,0
N,41710016,00000001,0010,10000078,1710,YBP1,10,1,2,0
N,41710016,00000002,0020,10000077,1710,YBP1,10,0.5,1,0
N,41710016,00000004,0040,10000079,1710,YBP5,10,2,2,0
N,41710016,00000003,0030,10000076,1710,QM01,10,0,0,0
Q,50171001,00000001,0010,10000076,1710,QM01,1,0,0,0
Q,50171002,00000001,0010,10000076,1710,QM01,1,0,0,0
Q,50171004,00000001,0010,10000076,1710,QM01,1,0,0,0
Q,50171007,00000001,0010,10000076,1710,QM01,1,0,0,0
Q,50171005,00000001,0010,10000076,1710,QM01,1,0,0,0
N,41710039,00000001,0010,10000080,1710,YBP1,1,30,200,200
N,41710039,00000002,0031,10000080,1710,YBP1,1,30,200,200
N,41710039,00000003,0032,10000080,1710,YBP1,1,30,200,200
N,41710031,00000001,0010,10000080,1710,YBP1,1,60,120,180
Q,00000002,00000001,0010,00000000,1710,QM01,1,0,0,0
N,41710200,00000001,0010,10000081,1710,YBP1,100,30,10,10
N,41710023,00000001,0010,10000082,1710,YBP1,100,30,10,10
N,41710024,00000001,0010,10000083,1710,YBP1,100,30,10,10
N,41710025,00000001,0010,10000084,1710,YBP1,100,30,10,10
N,41710026,00000001,0010,10000085,1710,YBP1,100,30,10,10
N,41710041,00000001,0010,10000082,1710,YBP1,100,30,10,10
N,41710042,00000001,0010,10000084,1710,YBP1,100,30,10,10
N,41710043,00000001,0010,10000084,1710,YBP1,100,30,10,10
N,41710044,00000001,0010,10000085,1710,YBP1,100,30,10,10
N,41710045,00000001,0010,10000085,1710,YBP1,100,30,10,10
Q,50171089,00000001,0010,10000076,1710,QM01,1,0,0,0
N,41710063,00000001,0010,10000086,1710,YBP1,1,30,25,25
N,41710063,00000002,0020,10000087,1710,YBP1,1,30,25,25
N,41710063,00000003,0030,10000088,1710,YBP1,1,30,5,5
N,41710063,00000004,0040,10000089,1710,YBP1,1,15,8,8
N,41710063,00000005,0050,10000089,1710,YBP1,1,15,2,2
N,41710064,00000001,0010,10000090,1710,YBP1,1,15,3,3
N,41710064,00000002,0020,10000089,1710,YBP1,1,15,2,2
N,41710063,00000006,0010,10000086,1710,YBP1,1,30,25,25
N,41710063,00000007,0020,10000091,1710,YBP1,1,30,10,25
N,41710063,00000008,0030,10000088,1710,YBP1,1,30,5,5
N,41710063,00000009,0040,10000089,1710,YBP1,1,15,8,8
N,41710063,00000010,0050,10000089,1710,YBP1,1,15,2,2
N,41710064,00000003,0010,10000092,1710,YBP1,1,15,1,3
N,41710064,00000004,0020,10000089,1710,YBP1,1,15,2,2
2,41710065,00000001,0010,10000095,1710,YPI1,1500,0,0,0
2,41710065,00000002,0030,10000093,1710,YBP4,1500,0,0,0
2,41710065,00000003,0020,00000000,1710,YPI1,1500,1,1,0
2,41710065,00000004,0040,00000000,1710,YPI1,1500,2,2,0
2,41710065,00000005,0050,00000000,1710,YBP4,1500,1,1,0
2,41710065,00000006,0010,10000095,1710,YPI1,1500,0,0,0
2,41710065,00000007,0030,10000094,1710,YBP4,1500,0,0,0
2,41710065,00000008,0020,00000000,1710,YPI1,1500,1,1,0
2,41710065,00000009,0040,00000000,1710,YPI1,1500,1.5,1.5,0
2,41710065,00000010,0050,00000000,1710,YBP4,1500,1,1,0
2,41710066,00000001,0010,10000096,1710,YBP4,100,0,0,0
2,41710066,00000002,0020,00000000,1710,YBP4,100,2,2,0
2,41710066,00000003,0010,10000097,1710,YBP4,100,0,0,0
2,41710066,00000004,0020,00000000,1710,YBP4,100,1,1,0
N,41710004,00000002,0010,10000098,1710,YBP3,100,10,10,30
N,41710004,00000003,0010,10000098,1710,YBP3,100,10,10,30
N,41710035,00000001,0010,10000059,1710,YBP1,100,30,10,10
N,41710036,00000001,0010,10000059,1710,YBP1,100,30,10,10
N,41710037,00000001,0010,10000059,1710,YBP1,100,30,10,10
N,41710038,00000001,0010,10000059,1710,YBP1,100,30,10,10
