MATNR,BWKEY,BKLAS,STPRS,VERPR,VPRSV
RM120,5410,3000,6,0,S
RM122,5410,3000,3,0,S
RM124,5410,3000,1,0,S
RM128,5410,3000,8,0,S
RM13,5410,3000,2,0,S
RM14,5410,3000,3,0,S
RM16,5410,3000,1,0,S
RM20,5410,3000,6,0,S
RM27,5410,3000,3,0,S
SG124,5410,7900,2,0,S
SG21,5410,7900,7,0,S
SG22,5410,7900,13,0,S
SG224,5410,7900,2,0,S
SG25,5410,7900,28,0,S
FG29,5410,7920,4.88,0,S
RM09,5410,3000,0.4,0,S
RM15,5410,3000,0.8,0,S
RM19,5410,3000,0.6,0,S
RM30,5410,3000,0.05,0,S
SG24,5410,7900,0.85,0,S
SG23,5410,7900,1.88,0,S
RM129,5410,3000,7.42,0,S
FG130,5410,7920,150.4,0,S
SG30,5410,7900,70.5,0,S
FG228,5410,7920,126,0,S
SP001,5410,3040,650,0,S
SP002,5410,3040,652,0,S
SP003,5410,3040,652,0,S
SP004,5410,3040,650,0,S
SP005,5410,3040,652,0,S
SP006,5410,3040,652,0,S
RM33,5410,3000,50,0,S
RM34,5410,3000,75,0,S
SG27,5410,7900,188,0,S
FG233,5410,7920,94.5,0,S
RM233-1,5410,3000,13.5,0,S
RM233-2,5410,3000,13.5,0,S
RM233-4,5410,3000,13.5,0,S
RM234,5410,3000,15.8,0,S
SG233,5410,7900,15.8,0,S
RM235,5410,3000,16.45,0,S
SG234,5410,7900,19.74,0,S
FG129,5410,7920,32,0,S
SG29,5410,7900,15,0,S
RMPI001,5410,3000,0.08,0,S
RMPI002,5410,3000,1,0,S
RMPI003,5410,3000,1.25,0,S
RMPI004,5410,3000,0.75,0,S
RMPI005,5410,3000,0.35,0,S
SGPI001,5410,7900,0.52,0,S
SGPI001-V00,5410,7900,0.52,0,S
QM006,5410,7900,4.14,0,S
SDBOMERLAHD,5410,3100,50,50,V
SDBOMERLAIT01,5410,3100,13.5,13.5,V
SDBOMERLAIT02,5410,3100,13.5,13.5,V
SDBOMLUMFHD,5410,3100,50,50,V
SDBOMLUMFIT01,5410,3100,13.5,13.5,V
SDBOMLUMFIT02,5410,3100,13.5,13.5,V
CM-FL-V01,5410,7920,17389.97,0,S
SF-FL-COMB,5410,7900,13477.22,0,S
SF-FL-CWEIGHT,5410,7900,1478.22,0,S
SF-FL-ELECTRIC,5410,7900,12607.73,0,S
SF-FL-TIRE-CUSH,5410,7900,391.27,0,S
SF-FL-TIRE-PNEU,5410,7900,434.75,0,S
CM-MLFL-KM-VXX,5410,7920,4000,0,S
SF-FL-FORKSEAT-VXX,5410,7900,3100,0,S
CM-FL-V00,5410,7920,4000,0,S
FG-FL-MV-V00,5410,7920,4000,0,S
FG-FL-MV-V01,5410,7920,4000,0,S
FG-FL-MV-V02,5410,7920,4000,0,S
EWMS4-50,5410,7920,200,0,S
EWMS4-502,5410,3000,20,0,S
EWMS4-503,5410,3000,5,0,S
EWMS4-601,5410,3000,1,0,S
F-10A,5410,7920,202.63,0,S
F-10B,5410,7920,241.23,0,S
R-302,5410,3000,7.24,0,S
R-401,5410,3000,4.82,0,S
S-201,5410,7900,120.62,0,S
S-202,5410,7900,72.37,0,S
S-301,5410,7900,24.12,0,S
S-203,5410,7900,12.5,0,S
F-20A,5410,7920,468,0,S
R-311,5410,3000,23,0,S
R-410,5410,3000,4,0,S
R-411,5410,3000,14,0,S
R-412,5410,3000,9,0,S
S-208,5410,7900,140,0,S
S-210,5410,7900,93,0,S
S-310,5410,7900,46,0,S
S-315,5410,7900,23,0,S
SG26,5410,7900,188,0,S
FG1_CP,5410,7920,18.65,0,S
RM1_CP,5410,3000,0.08,0,S
RM2_CP,5410,3000,1,0,S
SG1_CP,5410,7900,0.52,0,S
FG2_CP,5410,7920,4.14,0,S
RM5_CP,5410,3000,0.38,0,S
RM7_CP,5410,3000,0.94,0,S
SG2_CP,5410,7900,0.8,0,S
RMJIT01,5410,3000,4.7,0,S
RMJIT02,5410,3000,4.7,0,S
SGJIT01,5410,7900,7.05,0,S
SGJIT02,5410,7900,7.05,0,S
FG111,5410,7920,87.66,0,S
FG111_A,5410,7920,87.66,0,S
FG111_B,5410,7920,87.66,0,S
FG111_C,5410,7920,87.66,0,S
RM27_1,5410,3000,3.53,0,S
RM1420,5410,3000,37.6,0,S
RM1430,5410,3000,4.7,0,S
SG2200,5410,7900,87.65,0,S
SG7100,5410,7900,9.4,0,S
SG8100,5410,7900,7.5,0,S
SG9100,5410,7900,7.05,0,S
SG1010,5410,7900,7.05,0,S
PIP01,5410,3000,0,0.56,V
FG29-1,5410,7920,15.98,0,S
FG6200,5410,7920,28.26,0,S
SG6100,5410,7900,10.66,0,S
FG6500,5410,7920,1508.7,0,S
AVC_RBT_BASE_FRAME,5410,7900,401.71,0,S
AVC_RBT_CNTRL_CAB,5410,3100,60.75,60.75,V
AVC_RBT_D_ARM_50,5410,7900,12452.99,0,S
AVC_RBT_L_ARM_45,5410,7900,241.03,0,S
AVC_RBT_SEALING,5410,3100,60.75,60.75,V
AVC_RBT_APPL_UNIT,5410,7920,18800,0,S
AVC_RBT_BUNDLE,5410,7920,18800,0,S
AVC_RBT_CNTRL_BRD,5410,3100,61.1,61.1,V
AVC_RBT_CNTRL_UNIT,5410,7920,18800,0,S
AVC_RBT_ROBOT,5410,7920,18800,0,S
TG11,5510,3100,13.5,13.5,V
FG126,5510,7920,18.65,0,S
RM12,5510,3000,1,0,S
RM120,5510,3000,1.25,0,S
RM122,5510,3000,0.75,0,S
RM124,5510,3000,0.35,0,S
RM128,5510,3000,1.65,0,S
RM13,5510,3000,0.5,0,S
RM14,5510,3000,0.75,0,S
RM16,5510,3000,0.25,0,S
RM20,5510,3000,1.3,0,S
RM27,5510,3000,0.75,0,S
SG124,5510,7900,0.52,0,S
SG21,5510,7900,1.5,0,S
SG22,5510,7900,2.7,0,S
SG224,5510,7900,0.52,0,S
SG25,5510,7900,5.75,0,S
FG29,5510,7920,0.88,0,S
RM09,5510,3000,0.08,0,S
RM15,5510,3000,0.2,0,S
RM19,5510,3000,0.12,0,S
RM30,5510,3000,0.01,0,S
SG24,5510,7900,0.17,0,S
SG23,5510,7900,1.88,0,S
RM129,5510,3000,1.65,0,S
FG130,5510,7920,32,0,S
SG30,5510,7900,15,0,S
FG228,5510,7920,27.19,0,S
SP001,5510,3040,130,0,S
SP002,5510,3040,130,0,S
SP003,5510,3040,130,0,S
SP004,5510,3040,130,0,S
SP005,5510,3040,130,0,S
SP006,5510,3040,130,0,S
RM33,5510,3000,0.5,0,S
RM34,5510,3000,0.75,0,S
SG27,5510,7900,1.88,0,S
FG233,5510,7920,21,0,S
RM233-1,5510,3000,3,0,S
RM233-2,5510,3000,3,0,S
RM233-4,5510,3000,3,0,S
RM234,5510,3000,3.5,0,S
SG233,5510,7900,4.2,0,S
RM235,5510,3000,3.5,0,S
SG234,5510,7900,4.2,0,S
FG129,5510,7920,32,0,S
SG29,5510,7900,15,0,S
RMPI001,5510,3000,0.08,0,S
RMPI002,5510,3000,1,0,S
RMPI003,5510,3000,1.25,0,S
RMPI004,5510,3000,0.75,0,S
RMPI005,5510,3000,0.35,0,S
SGPI001,5510,7900,0.52,0,S
SGPI001-V00,5510,7900,0.52,0,S
QM006,5510,7900,0.88,0,S
SDBOMERLAHD,5510,3100,50,50,V
SDBOMERLAIT01,5510,3100,13.5,13.5,V
SDBOMERLAIT02,5510,3100,13.5,13.5,V
SDBOMLUMFHD,5510,3100,50,50,V
SDBOMLUMFIT01,5510,3100,13.5,13.5,V
SDBOMLUMFIT02,5510,3100,13.5,13.5,V
CM-FL-V01,5510,7920,4000,0,S
SF-FL-COMB,5510,7900,3100,0,S
SF-FL-CWEIGHT,5510,7900,110,0,S
SF-FL-ELECTRIC,5510,7900,2900,0,S
SF-FL-TIRE-CUSH,5510,7900,90,0,S
SF-FL-TIRE-PNEU,5510,7900,100,0,S
CM-MLFL-KM-VXX,5510,7920,4000,0,S
SF-FL-FORKSEAT-VXX,5510,7900,3100,0,S
CM-FL-V00,5510,7920,4000,0,S
FG-FL-MV-V00,5510,7920,4000,0,S
FG-FL-MV-V01,5510,7920,4000,0,S
FG-FL-MV-V02,5510,7920,4000,0,S
F-10A,5510,7920,42,0,S
F-10B,5510,7920,50,0,S
R-302,5510,3000,1.5,0,S
R-401,5510,3000,1,0,S
S-201,5510,7900,25,0,S
S-202,5510,7900,15,0,S
S-301,5510,7900,5,0,S
S-203,5510,7900,12.5,0,S
F-20A,5510,7920,100,0,S
R-311,5510,3000,5,0,S
R-410,5510,3000,1,0,S
R-411,5510,3000,3,0,S
R-412,5510,3000,2,0,S
S-208,5510,7900,30,0,S
S-210,5510,7900,20,0,S
S-310,5510,7900,10,0,S
S-315,5510,7900,5,0,S
SG26,5510,7900,1.88,0,S
FG1_CP,5510,7920,18.65,0,S
RM1_CP,5510,3000,0.08,0,S
RM2_CP,5510,3000,1,0,S
SG1_CP,5510,7900,0.52,0,S
FG2_CP,5510,7920,0.88,0,S
RM5_CP,5510,3000,0.08,0,S
RM7_CP,5510,3000,0.2,0,S
SG2_CP,5510,7900,0.17,0,S
RMJIT01,5510,3000,1,0,S
RMJIT02,5510,3000,1,0,S
SGJIT01,5510,7900,1.5,0,S
SGJIT02,5510,7900,1.5,0,S
FG111,5510,7920,18.65,0,S
FG111_A,5510,7920,18.65,0,S
FG111_B,5510,7920,18.65,0,S
FG111_C,5510,7920,18.65,0,S
RM27_1,5510,3000,0.75,0,S
RM1420,5510,3000,0.08,0,S
RM1430,5510,3000,1,0,S
SG2200,5510,7900,18.65,0,S
SG7100,5510,7900,0.02,0,S
SG8100,5510,7900,1.5,0,S
SG9100,5510,7900,1.5,0,S
SG1010,5510,7900,1.5,0,S
PIP01,5510,3000,0,0.12,V
FG29-1,5510,7920,3.4,0,S
FG6200,5510,7920,6.28,0,S
SG6100,5510,7900,2.37,0,S
FG6500,5510,7920,3.21,0,S
AVC_RBT_BASE_FRAME,5510,7900,100,0,S
AVC_RBT_CNTRL_CAB,5510,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,5510,7900,3100,0,S
AVC_RBT_L_ARM_45,5510,7900,60,0,S
AVC_RBT_SEALING,5510,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,5510,7920,4000,0,S
AVC_RBT_BUNDLE,5510,7920,4000,0,S
AVC_RBT_CNTRL_BRD,5510,3100,13,13,V
AVC_RBT_CNTRL_UNIT,5510,7920,4000,0,S
AVC_RBT_ROBOT,5510,7920,4000,0,S
TG11,7K10,3100,13.5,13.5,V
FG126,7K10,7920,18.65,0,S
RM12,7K10,3000,1,0,S
RM120,7K10,3000,1.25,0,S
RM122,7K10,3000,0.75,0,S
RM124,7K10,3000,0.35,0,S
RM128,7K10,3000,1.65,0,S
RM13,7K10,3000,0.5,0,S
RM14,7K10,3000,0.75,0,S
RM16,7K10,3000,0.25,0,S
RM20,7K10,3000,1.3,0,S
RM27,7K10,3000,0.75,0,S
SG124,7K10,7900,0.52,0,S
SG21,7K10,7900,1.5,0,S
SG22,7K10,7900,2.7,0,S
SG224,7K10,7900,0.52,0,S
SG25,7K10,7900,5.75,0,S
FG29,7K10,7920,0.88,0,S
RM09,7K10,3000,0.08,0,S
RM15,7K10,3000,0.2,0,S
RM19,7K10,3000,0.12,0,S
RM30,7K10,3000,0.01,0,S
SG24,7K10,7900,0.17,0,S
SG23,7K10,7900,1.88,0,S
RM129,7K10,3000,1.65,0,S
FG130,7K10,7920,32,0,S
SG30,7K10,7900,15,0,S
FG228,7K10,7920,27.19,0,S
SP001,7K10,3040,130,0,S
SP002,7K10,3040,130,0,S
SP003,7K10,3040,130,0,S
SP004,7K10,3040,130,0,S
SP005,7K10,3040,130,0,S
SP006,7K10,3040,130,0,S
RM33,7K10,3000,0.5,0,S
RM34,7K10,3000,0.75,0,S
SG27,7K10,7900,1.88,0,S
FG233,7K10,7920,21,0,S
RM233-1,7K10,3000,3,0,S
RM233-2,7K10,3000,3,0,S
RM233-4,7K10,3000,3,0,S
RM234,7K10,3000,3.5,0,S
SG233,7K10,7900,4.2,0,S
RM235,7K10,3000,3.5,0,S
SG234,7K10,7900,4.2,0,S
FG129,7K10,7920,32,0,S
SG29,7K10,7900,15,0,S
RMPI001,7K10,3000,0.08,0,S
RMPI002,7K10,3000,1,0,S
RMPI003,7K10,3000,1.25,0,S
RMPI004,7K10,3000,0.75,0,S
RMPI005,7K10,3000,0.35,0,S
SGPI001,7K10,7900,0.52,0,S
SGPI001-V00,7K10,7900,0.52,0,S
QM006,7K10,7900,0.88,0,S
SDBOMERLAHD,7K10,3100,50,50,V
SDBOMERLAIT01,7K10,3100,13.5,13.5,V
SDBOMERLAIT02,7K10,3100,13.5,13.5,V
SDBOMLUMFHD,7K10,3100,50,50,V
SDBOMLUMFIT01,7K10,3100,13.5,13.5,V
SDBOMLUMFIT02,7K10,3100,13.5,13.5,V
CM-FL-V01,7K10,7920,4000,0,S
SF-FL-COMB,7K10,7900,3100,0,S
SF-FL-CWEIGHT,7K10,7900,110,0,S
SF-FL-ELECTRIC,7K10,7900,2900,0,S
SF-FL-TIRE-CUSH,7K10,7900,90,0,S
SF-FL-TIRE-PNEU,7K10,7900,100,0,S
CM-MLFL-KM-VXX,7K10,7920,4000,0,S
SF-FL-FORKSEAT-VXX,7K10,7900,3100,0,S
CM-FL-V00,7K10,7920,4000,0,S
FG-FL-MV-V00,7K10,7920,4000,0,S
FG-FL-MV-V01,7K10,7920,4000,0,S
FG-FL-MV-V02,7K10,7920,4000,0,S
EWMS4-50,7K10,7920,200,0,S
EWMS4-502,7K10,3000,20,0,S
EWMS4-503,7K10,3000,5,0,S
EWMS4-601,7K10,3000,1,0,S
F-10A,7K10,7920,42,0,S
F-10B,7K10,7920,50,0,S
R-302,7K10,3000,1.5,0,S
R-401,7K10,3000,1,0,S
S-201,7K10,7900,25,0,S
S-202,7K10,7900,15,0,S
S-301,7K10,7900,5,0,S
S-203,7K10,7900,12.5,0,S
F-20A,7K10,7920,100,0,S
R-311,7K10,3000,5,0,S
R-410,7K10,3000,1,0,S
R-411,7K10,3000,3,0,S
R-412,7K10,3000,2,0,S
S-208,7K10,7900,30,0,S
S-210,7K10,7900,20,0,S
S-310,7K10,7900,10,0,S
S-315,7K10,7900,5,0,S
SG26,7K10,7900,1.88,0,S
FG1_CP,7K10,7920,18.65,0,S
RM1_CP,7K10,3000,0.08,0,S
RM2_CP,7K10,3000,1,0,S
SG1_CP,7K10,7900,0.52,0,S
FG2_CP,7K10,7920,0.88,0,S
RM5_CP,7K10,3000,0.08,0,S
RM7_CP,7K10,3000,0.2,0,S
SG2_CP,7K10,7900,0.17,0,S
RMJIT01,7K10,3000,1,0,S
RMJIT02,7K10,3000,1,0,S
SGJIT01,7K10,7900,1.5,0,S
SGJIT02,7K10,7900,1.5,0,S
FG111,7K10,7920,18.65,0,S
FG111_A,7K10,7920,18.65,0,S
FG111_B,7K10,7920,18.65,0,S
FG111_C,7K10,7920,18.65,0,S
RM27_1,7K10,3000,0.75,0,S
RM1420,7K10,3000,0.08,0,S
RM1430,7K10,3000,1,0,S
SG2200,7K10,7900,18.65,0,S
SG7100,7K10,7900,0.02,0,S
SG8100,7K10,7900,1.5,0,S
SG9100,7K10,7900,1.5,0,S
SG1010,7K10,7900,1.5,0,S
PIP01,7K10,3000,0,0.12,V
FG29-1,7K10,7920,3.4,0,S
FG6200,7K10,7920,6.28,0,S
SG6100,7K10,7900,2.37,0,S
FG6500,7K10,7920,3.21,0,S
AVC_RBT_BASE_FRAME,7K10,7900,100,0,S
AVC_RBT_CNTRL_CAB,7K10,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,7K10,7900,3100,0,S
AVC_RBT_L_ARM_45,7K10,7900,60,0,S
AVC_RBT_SEALING,7K10,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,7K10,7920,4000,0,S
AVC_RBT_BUNDLE,7K10,7920,4000,0,S
AVC_RBT_CNTRL_BRD,7K10,3100,13,13,V
AVC_RBT_CNTRL_UNIT,7K10,7920,4000,0,S
AVC_RBT_ROBOT,7K10,7920,4000,0,S
TG11,4310,3100,2700,2700,V
FG126,4310,7920,18650,0,S
RM12,4310,3000,1000,0,S
RM120,4310,3000,1250,0,S
RM122,4310,3000,750,0,S
RM124,4310,3000,350,0,S
RM128,4310,3000,1650,0,S
RM13,4310,3000,500,0,S
RM14,4310,3000,750,0,S
RM16,4310,3000,250,0,S
RM20,4310,3000,1300,0,S
RM27,4310,3000,7500,0,S
SG124,4310,7900,520,0,S
SG21,4310,7900,1500,0,S
SG22,4310,7900,2700,0,S
SG224,4310,7900,520,0,S
SG25,4310,7900,5750,0,S
FG29,4310,7920,880,0,S
RM09,4310,3000,80,0,S
RM15,4310,3000,200,0,S
RM19,4310,3000,120,0,S
RM30,4310,3000,10,0,S
SG24,4310,7900,170,0,S
SG23,4310,7900,1880,0,S
RM129,4310,3000,2480,0,S
FG130,4310,7920,41600,0,S
SG30,4310,7900,19500,0,S
FG228,4310,7920,34660,0,S
SP001,4310,3040,26000,0,S
SP002,4310,3040,26100,0,S
SP003,4310,3040,26100,0,S
SP004,4310,3040,26000,0,S
SP005,4310,3040,26100,0,S
SP006,4310,3040,26100,0,S
RM33,4310,3000,50,0,S
RM34,4310,3000,975,0,S
SG27,4310,7900,180,0,S
FG233,4310,7920,42000,0,S
RM233-1,4310,3000,6000,0,S
RM233-2,4310,3000,6000,0,S
RM233-4,4310,3000,6000,0,S
RM234,4310,3000,7000,0,S
SG233,4310,7900,7000,0,S
RM235,4310,3000,4550,0,S
SG234,4310,7900,5460,0,S
FG129,4310,7920,32000,0,S
SG29,4310,7900,15000,0,S
RMPI001,4310,3000,880,0,S
RMPI002,4310,3000,1100,0,S
RMPI003,4310,3000,13750,0,S
RMPI004,4310,3000,8250,0,S
RMPI005,4310,3000,3850,0,S
SGPI001,4310,7900,5720,0,S
SGPI001-V00,4310,7900,5720,0,S
QM006,4310,7900,880,0,S
SDBOMERLAHD,4310,3100,50,50,V
SDBOMERLAIT01,4310,3100,13,13,V
SDBOMERLAIT02,4310,3100,13,13,V
SDBOMLUMFHD,4310,3100,50,50,V
SDBOMLUMFIT01,4310,3100,13,13,V
SDBOMLUMFIT02,4310,3100,13,13,V
CM-FL-V01,4310,7920,5337200,0,S
SF-FL-COMB,4310,7900,4136330,0,S
SF-FL-CWEIGHT,4310,7900,146773,0,S
SF-FL-ELECTRIC,4310,7900,3869470,0,S
SF-FL-TIRE-CUSH,4310,7900,120087,0,S
SF-FL-TIRE-PNEU,4310,7900,133430,0,S
CM-MLFL-KM-VXX,4310,7920,5299691,0,S
SF-FL-FORKSEAT-VXX,4310,7900,4107260,0,S
CM-FL-V00,4310,7920,40000,0,S
FG-FL-MV-V00,4310,7920,4000,0,S
FG-FL-MV-V01,4310,7920,4000,0,S
FG-FL-MV-V02,4310,7920,4000,0,S
F-10A,4310,7920,42000,0,S
F-10B,4310,7920,50000,0,S
R-302,4310,3000,1500,0,S
R-401,4310,3000,1000,0,S
S-201,4310,7900,25000,0,S
S-202,4310,7900,15000,0,S
S-301,4310,7900,5000,0,S
S-203,4310,7900,12500,0,S
F-20A,4310,7920,100000,0,S
R-311,4310,3000,5000,0,S
R-410,4310,3000,1000,0,S
R-411,4310,3000,3000,0,S
R-412,4310,3000,2000,0,S
S-208,4310,7900,30000,0,S
S-210,4310,7900,20000,0,S
S-310,4310,7900,10000,0,S
S-315,4310,7900,5000,0,S
SG26,4310,7900,188,0,S
FG1_CP,4310,7920,18650,0,S
RM1_CP,4310,3000,80,0,S
RM2_CP,4310,3000,1000,0,S
SG1_CP,4310,7900,520,0,S
FG2_CP,4310,7920,1144,0,S
RM5_CP,4310,3000,104,0,S
RM7_CP,4310,3000,260,0,S
SG2_CP,4310,7900,221,0,S
RMJIT01,4310,3000,1300,0,S
RMJIT02,4310,3000,1300,0,S
SGJIT01,4310,7900,1950,0,S
SGJIT02,4310,7900,1950,0,S
FG111,4310,7920,24240,0,S
FG111_A,4310,7920,24240,0,S
FG111_B,4310,7920,24240,0,S
FG111_C,4310,7920,24240,0,S
RM27_1,4310,3000,970,0,S
RM1420,4310,3000,10400,0,S
RM1430,4310,3000,1300,0,S
SG2200,4310,7900,2424500,0,S
SG7100,4310,7900,2600,0,S
SG8100,4310,7900,1950,0,S
SG9100,4310,7900,1950,0,S
SG1010,4310,7900,1500,0,S
PIP01,4310,3000,0,156,V
FG29-1,4310,7920,4420,0,S
FG6200,4310,7920,816400,0,S
SG6100,4310,7900,308100,0,S
FG6500,4310,7920,417300,0,S
AVC_RBT_BASE_FRAME,4310,7900,111111,0,S
AVC_RBT_CNTRL_CAB,4310,3100,15000,15000,V
AVC_RBT_D_ARM_50,4310,7900,3444444,0,S
AVC_RBT_L_ARM_45,4310,7900,66667,0,S
AVC_RBT_SEALING,4310,3100,15000,15000,V
AVC_RBT_APPL_UNIT,4310,7920,5200000,0,S
AVC_RBT_BUNDLE,4310,7920,5200000,0,S
AVC_RBT_CNTRL_BRD,4310,3100,16900,16900,V
AVC_RBT_CNTRL_UNIT,4310,7920,5200000,0,S
AVC_RBT_ROBOT,4310,7920,5200000,0,S
TG11,1510,3100,2700,2700,V
FG126,1510,7920,3730,0,S
RM12,1510,3000,200,0,S
RM120,1510,3000,250,0,S
RM122,1510,3000,150,0,S
RM124,1510,3000,70,0,S
RM128,1510,3000,330,0,S
RM13,1510,3000,100,0,S
RM14,1510,3000,150,0,S
RM16,1510,3000,50,0,S
RM20,1510,3000,260,0,S
RM27,1510,3000,150,0,S
SG124,1510,7900,104,0,S
SG21,1510,7900,300,0,S
SG22,1510,7900,540,0,S
SG224,1510,7900,104,0,S
SG25,1510,7900,1150,0,S
FG29,1510,7920,176,0,S
RM09,1510,3000,16,0,S
RM15,1510,3000,40,0,S
RM19,1510,3000,24,0,S
RM30,1510,3000,2,0,S
SG24,1510,7900,34,0,S
SG23,1510,7900,376,0,S
RM129,1510,3000,248,0,S
FG130,1510,7920,4160,0,S
SG30,1510,7900,1950,0,S
FG228,1510,7920,3513,0,S
SP001,1510,3040,26000,0,S
SP002,1510,3040,26100,0,S
SP003,1510,3040,26100,0,S
SP004,1510,3040,26000,0,S
SP005,1510,3040,26100,0,S
SP006,1510,3040,26100,0,S
RM33,1510,3000,65,0,S
RM34,1510,3000,98,0,S
SG27,1510,7900,244,0,S
FG233,1510,7920,4200,0,S
RM233-1,1510,3000,600,0,S
RM233-2,1510,3000,600,0,S
RM233-4,1510,3000,600,0,S
RM234,1510,3000,700,0,S
SG233,1510,7900,700,0,S
RM235,1510,3000,455,0,S
SG234,1510,7900,546,0,S
FG129,1510,7920,32,0,S
SG29,1510,7900,15,0,S
RMPI001,1510,3000,10,0,S
RMPI002,1510,3000,130,0,S
RMPI003,1510,3000,163,0,S
RMPI004,1510,3000,98,0,S
RMPI005,1510,3000,46,0,S
SGPI001,1510,7900,68,0,S
SGPI001-V00,1510,7900,68,0,S
QM006,1510,7900,114,0,S
SDBOMERLAHD,1510,3100,50,50,V
SDBOMERLAIT01,1510,3100,1350,1350,V
SDBOMERLAIT02,1510,3100,1350,1350,V
SDBOMLUMFHD,1510,3100,50,50,V
SDBOMLUMFIT01,1510,3100,1350,1350,V
SDBOMLUMFIT02,1510,3100,1350,1350,V
CM-FL-V01,1510,7920,495000,0,S
SF-FL-COMB,1510,7900,383625,0,S
SF-FL-CWEIGHT,1510,7900,13613,0,S
SF-FL-ELECTRIC,1510,7900,358904,0,S
SF-FL-TIRE-CUSH,1510,7900,11138,0,S
SF-FL-TIRE-PNEU,1510,7900,12374,0,S
CM-MLFL-KM-VXX,1510,7920,4000,0,S
SF-FL-FORKSEAT-VXX,1510,7900,3100,0,S
CM-FL-V00,1510,7920,4000,0,S
FG-FL-MV-V00,1510,7920,4000,0,S
FG-FL-MV-V01,1510,7920,4000,0,S
FG-FL-MV-V02,1510,7920,4000,0,S
EWMS4-50,1510,7920,200,0,S
EWMS4-502,1510,3000,20,0,S
EWMS4-503,1510,3000,5,0,S
EWMS4-601,1510,3000,1,0,S
F-10A,1510,7920,5710,0,S
F-10B,1510,7920,6797,0,S
R-302,1510,3000,204,0,S
R-401,1510,3000,136,0,S
S-201,1510,7900,3399,0,S
S-202,1510,7900,2039,0,S
S-301,1510,7900,680,0,S
S-203,1510,7900,840,0,S
F-20A,1510,7920,13028,0,S
R-311,1510,3000,651,0,S
R-410,1510,3000,130,0,S
R-411,1510,3000,390,0,S
R-412,1510,3000,260,0,S
S-208,1510,7900,3908,0,S
S-210,1510,7900,2605,0,S
S-310,1510,7900,1302,0,S
S-315,1510,7900,651,0,S
SG26,1510,7900,1880,0,S
FG1_CP,1510,7920,1865,0,S
RM1_CP,1510,3000,15,0,S
RM2_CP,1510,3000,40,0,S
SG1_CP,1510,7900,52,0,S
FG2_CP,1510,7920,114,0,S
RM5_CP,1510,3000,10,0,S
RM7_CP,1510,3000,26,0,S
SG2_CP,1510,7900,22,0,S
RMJIT01,1510,3000,130,0,S
RMJIT02,1510,3000,130,0,S
SGJIT01,1510,7900,195,0,S
SGJIT02,1510,7900,195,0,S
FG111,1510,7920,2425,0,S
FG111_A,1510,7920,2425,0,S
FG111_B,1510,7920,2425,0,S
FG111_C,1510,7920,2425,0,S
RM27_1,1510,3000,98,0,S
RM1420,1510,3000,1040,0,S
RM1430,1510,3000,130,0,S
SG2200,1510,7900,242450,0,S
SG7100,1510,7900,260,0,S
SG8100,1510,7900,1500,0,S
SG9100,1510,7900,195,0,S
SG1010,1510,7900,195,0,S
PIP01,1510,3000,0,16,V
FG29-1,1510,7920,442,0,S
FG6200,1510,7920,81640,0,S
SG6100,1510,7900,30810,0,S
FG6500,1510,7920,41730,0,S
AVC_RBT_BASE_FRAME,1510,7900,11111,0,S
AVC_RBT_CNTRL_CAB,1510,3100,1500,1500,V
AVC_RBT_D_ARM_50,1510,7900,344444,0,S
AVC_RBT_L_ARM_45,1510,7900,6667,0,S
AVC_RBT_SEALING,1510,3100,1500,1500,V
AVC_RBT_APPL_UNIT,1510,7920,520000,0,S
AVC_RBT_BUNDLE,1510,7920,520000,0,S
AVC_RBT_CNTRL_BRD,1510,3100,1690,1690,V
AVC_RBT_CNTRL_UNIT,1510,7920,520000,0,S
AVC_RBT_ROBOT,1510,7920,520000,0,S
TG11,2310,3100,13.5,13.5,V
FG126,2310,7920,18.65,0,S
RM12,2310,3000,1,0,S
RM120,2310,3000,1.25,0,S
RM122,2310,3000,0.75,0,S
RM124,2310,3000,0.35,0,S
RM128,2310,3000,1.65,0,S
RM13,2310,3000,0.5,0,S
RM14,2310,3000,0.75,0,S
RM16,2310,3000,0.25,0,S
RM20,2310,3000,1.3,0,S
RM27,2310,3000,0.75,0,S
SG124,2310,7900,0.52,0,S
SG21,2310,7900,1.5,0,S
SG22,2310,7900,2.7,0,S
SG224,2310,7900,0.52,0,S
SG25,2310,7900,5.75,0,S
FG29,2310,7920,0.88,0,S
RM09,2310,3000,0.08,0,S
RM15,2310,3000,0.2,0,S
RM19,2310,3000,0.12,0,S
RM30,2310,3000,0.01,0,S
SG24,2310,7900,0.17,0,S
SG23,2310,7900,1.88,0,S
RM129,2310,3000,1.65,0,S
FG130,2310,7920,32,0,S
SG30,2310,7900,15,0,S
FG228,2310,7920,27.19,0,S
SP001,2310,3040,130,0,S
SP002,2310,3040,130,0,S
SP003,2310,3040,130,0,S
SP004,2310,3040,130,0,S
SP005,2310,3040,130,0,S
SP006,2310,3040,130,0,S
RM33,2310,3000,0.5,0,S
RM34,2310,3000,0.75,0,S
SG27,2310,7900,1.88,0,S
FG233,2310,7920,21,0,S
RM233-1,2310,3000,3,0,S
RM233-2,2310,3000,3,0,S
